Company,CUSIP,Shares,Value,Discretion
ABBVIE INC,00287Y109,104029,18485953,SOLE
ACCENTURE PLC IRELAND,G1151C101,1655,582212,SOLE
AFLAC INC,001055102,6201,641431,SOLE
ALPHABET INC,02079K107,162225,30894129,SOLE
ALPHABET INC,02079K305,2986,565250,SOLE
AMAZON COM INC,023135106,120742,26489587,SOLE
AMERICAN ELEC PWR CO INC,025537101,229614,21177299,SOLE
AMERICAN EXPRESS CO,025816109,3187,945870,SOLE
AMGEN INC,031162100,93022,24245254,SOLE
AMPHENOL CORP NEW,032095101,3056,212239,SOLE
AON PLC,G0403H108,691,248180,SOLE
APPLE INC,037833100,142768,35751963,SOLE
AUTOMATIC DATA PROCESSING IN,053015103,1090,319076,SOLE
BANK AMERICA CORP,060505104,63801,2804054,SOLE
BANK NEW YORK MELLON CORP,064058100,489288,37591997,SOLE
BECTON DICKINSON & CO,075887109,4679,1061525,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,12567,5696370,SOLE
BRISTOL-MYERS SQUIBB CO,110122108,5449,308195,SOLE
BROADCOM INC,11135F101,1060,245750,SOLE
CAPITAL ONE FINL CORP,14040H105,2414,430464,SOLE
CISCO SYS INC,17275R102,545864,32315149,SOLE
COLGATE PALMOLIVE CO,194162103,2583,234821,SOLE
COMCAST CORP NEW,20030N101,726705,27273239,SOLE
COMPUGEN LTD,M25722105,93833,143564,SOLE
COSTCO WHSL CORP NEW,22160K105,894,819145,SOLE
CVS HEALTH CORP,126650100,6175,277196,SOLE
DANAHER CORPORATION,235851102,1703,390924,SOLE
DOCGO INC,256086109,100000,424000,SOLE
DOLLAR GEN CORP NEW,256677105,81217,6157873,SOLE
EATON CORP PLC,G29183103,1342,445370,SOLE
ELI LILLY & CO,532457108,302,233144,SOLE
EXXON MOBIL CORP,30231G102,4417,475137,SOLE
FEDEX CORP,31428X106,49524,13932587,SOLE
FISERV INC,337738108,31264,6422251,SOLE
GENERAL DYNAMICS CORP,369550108,25571,6737703,SOLE
GILEAD SCIENCES INC,375558103,163338,15087531,SOLE
GOLDMAN SACHS GROUP INC,38141G104,34316,19650028,SOLE
HOME DEPOT INC,437076102,45568,17725496,SOLE
HONEYWELL INTL INC,438516106,909,205334,SOLE
HUMANA INC,444859102,6598,1673979,SOLE
INTERNATIONAL BUSINESS MACHS,459200101,1125,247309,SOLE
INTUIT,461202103,700,439950,SOLE
INVESCO QQQ TR,46090E103,1275,651624,SOLE
ISHARES INC,46434G103,4937,257802,SOLE
ISHARES TR,464287804,42211,4863586,SOLE
ISHARES TR,464287614,20107,8074618,SOLE
ISHARES TR,464287465,15313,1157790,SOLE
ISHARES TR,464287499,54406,4809457,SOLE
ISHARES TR,464287622,722,232526,SOLE
ISHARES TR,464287598,6630,1227385,SOLE
ISHARES TR,46435G516,6563,499707,SOLE
ISHARES TR,464287200,3266,1922670,SOLE
ISHARES TR,464287655,10622,2346931,SOLE
ISHARES TR,464287630,1765,289760,SOLE
JOHNSON & JOHNSON,478160104,3375,488093,SOLE
JPMORGAN CHASE & CO.,46625H100,161806,38786516,SOLE
L3HARRIS TECHNOLOGIES INC,502431109,56323,11843600,SOLE
LOCKHEED MARTIN CORP,539830109,526,255604,SOLE
LOWES COS INC,548661107,14381,3549231,SOLE
