Company,CUSIP,Shares,Value,Discretion,PutCall
APPLE INC,037833100,16000,4074,SOLE,
ABM INDS INC,000957100,208972,9638,SOLE,
ADOBE INC,00724F101,15250,5379,SOLE,
AEBI SCHMIDT,H00501108,185032,2307,SOLE,
AGCO CORP,001084102,9500,1017,SOLE,
AMAZON COM INC,023135106,12500,2745,SOLE,
APTIV PLC,G3265R107,88449,7626,SOLE,
AVANTOR INC,05352A100,794000,9909,SOLE,
BAXTER INTL INC,071813109,365000,8311,SOLE,
BECTON DICKINSON & CO,075887109,52000,9733,SOLE,
BLUE BIRD CORP,095306106,24797,1427,SOLE,
BRADY CORP,104674106,11500,897,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,11000,5530,SOLE,
CHUBB LIMITED,H1467J104,19000,5363,SOLE,
CBRE GROUP INC,12504L109,38000,5987,SOLE,
CENTRAL GARDEN & PET CO,153527205,51500,1521,SOLE,
CITIZENS FINL GROUP INC,174610105,146146,7769,SOLE,
COMCAST CORP NEW,20030N101,167000,5247,SOLE,
CUMMINS INC,231021106,7950,3358,SOLE,
CISCO SYS INC,17275R102,86000,5884,SOLE,
CORTEVA INC,22052L104,88000,5951,SOLE,
CVS HEALTH CORP,126650100,69000,5202,SOLE,
CUSHMAN WAKEFIELD PLC,G2717B108,111000,1767,SOLE,
DELTA AIR LINES INC DEL,247361702,134000,7605,SOLE,
DEERE & CO,244199105,7000,3201,SOLE,
QUEST DIAGNOSTICS INC,74834L100,40000,7623,SOLE,
DINE BRANDS GLOBAL INC,254423106,310711,7681,SOLE,
DISNEY WALT CO,254687106,109000,12481,SOLE,
DOVER CORP,260003108,30500,5088,SOLE,
EBAY INC,278642103,22000,2001,SOLE,
EQUIFAX INC,294429105,18000,4618,SOLE,
FIRST ADVANTAGE,31846B108,71000,1093,SOLE,
FEDEX CORP,31428X106,32000,7546,SOLE,
FIRST HAWAIIAN INC,32051X108,46000,1142,SOLE,
FISERV INC,337738108,58000,7478,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,113000,7451,SOLE,
FIFTH THIRD BANCORP,316773100,145000,6460,SOLE,
FORTIVE CORP,34959J108,101000,4948,SOLE,
GENERAL DYNAMICS,369550108,23290,7942,SOLE,
GRAHAM CORP,384556106,10000,549,SOLE,
CORNING INC,219350105,45500,3732,SOLE,
GENERAL MTRS CO,37045V100,85000,5182,SOLE,
ALPHABET INC,02079K107,14500,3531,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,3500,2787,SOLE,
GATES INDUSTRIAL CORPRATIN P,G39108108,86500,2147,SOLE,
HOLOGIC INC,436440101,113000,7626,SOLE,
HOME BANCSHARES INC,436893200,41500,1174,SOLE,
HONEYWELL INTL INC,438516106,21500,4526,SOLE,
HENRY SCHEIN INC,806407102,100000,6637,SOLE,
INTEGRA LIFESCIENCES HLDGS,457985208,139000,1992,SOLE,
INTERNATIONAL FLAVORS&FRAGRANCE,459506101,125000,7693,SOLE,
INVESCO LTD,G491BT108,304000,6974,SOLE,
JONES LANG LASALLE INC,48020Q107,19500,5816,SOLE,
JOHNSON & JOHNSON,478160104,48500,8993,SOLE,
KORN FERRY,500643200,65000,4549,SOLE,
KULICKE & SOFFA INDS INC,501242101,186000,7559,SOLE,
KIMBERLY CLARK CORP,494368103,37000,4601,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,12600,3848,SOLE,
LKQ CORP,501889208,318266,9720,SOLE,
SOUTHWEST AIRLS CO,844741108,166000,5297,SOLE,
MEDTRONIC PLC,G5960L103,87000,8286,SOLE,
META PLATFORMS INC,30303M102,5000,3672,SOLE,
MOHAWK INDS INC,608190104,55500,7155,SOLE,
MIDDLEBY CORP,596278101,57000,7577,SOLE,
MILLER INDS INC TENN,600551204,21500,869,SOLE,
MICROSOFT CORP,594918104,9100,4713,SOLE,
NASDAQ INC,631103108,81000,7164,SOLE,
