Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCED MICRO DEVICES INC,007903107,197500,114729725,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,2000000,191960000,SOLE,
ALPHABET INC,02079K107,1850000,653660500,SOLE,
AMAZON COM INC,023135106,5000000,1191700000,SOLE,
AMERICAN AIRLINES GROUP INC,02376R102,7500000,135525000,SOLE,
APPLE INC,037833100,835000,241615600,SOLE,Put
ASML HLDG NV,N07059210,50000,99472000,SOLE,
BAIDU INC,056752108,1295000,148005550,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,25000,12509750,SOLE,Put
BOEING CO,097023105,800000,173176000,SOLE,
BROADCOM INC,11135F101,150000,56662500,SOLE,
COREWEAVE INC,21873S108,1078248,107328806,SOLE,
ENERGY TRANSFER L P,29273V100,1576125,30135510,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,1508591,9956701,SOLE,
ISHARES INC,464286772,2425000,489607500,SOLE,
LAM RESEARCH CORP,512807306,382500,165748725,SOLE,
META PLATFORMS INC,30303M102,675000,380220750,SOLE,
MICRON TECHNOLOGY INC,595112103,975000,1125432750,SOLE,
MPLX LP,55336V100,502460,28303572,SOLE,
NRG ENERGY INC,629377508,1760000,257065600,SOLE,
NVIDIA CORPORATION,67066G104,1525000,305137250,SOLE,
QUALCOMM INC,747525103,250000,46197500,SOLE,
SPACE EXPLORATION TECHN CORP,84615Q103,225000,38443500,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,1650000,787990500,SOLE,
UBER TECHNOLOGIES INC,90353T100,7694071,555204163,SOLE,
VISTRA CORP,92840M102,2215272,351408597,SOLE,
WHIRLPOOL CORP,963320106,715000,28185300,SOLE,
