Company,CUSIP,Shares,Value,Discretion,PutCall
FERROVIAL SE,N3168P101,19333428,812723953,SOLE,
ALPHABET INC,02079K107,16507056,3143603745,SOLE,
ALPHABET INC,02079K305,6027410,1140988713,SOLE,
CANADIAN NATL RY CO,136375102,29693764,3013663064,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,54913285,3973526128,SOLE,
GE AEROSPACE,369604301,45999876,7672319318,SOLE,
MICROSOFT CORP,594918104,13993637,5898317996,SOLE,
MOODYS CORP,615369105,13246769,6270623042,SOLE,
S&P GLOBAL INC,78409V104,10400077,5179550348,SOLE,
VISA INC,92826C839,16797187,5308582979,SOLE,
