Company,CUSIP,Shares,Value,Discretion,PutCall
ACTIVISION BLIZZARD INC,00507V109,122950,11511809,OTR,
ACTIVISION BLIZZARD INC,00507V109,45280,4239566,OTR,
ACTIVISION BLIZZARD INC,00507V109,88510,8287191,SOLE,
ADVANCE AUTO PARTS INC,00751Y106,8100,453033,OTR,
ADVANCE AUTO PARTS INC,00751Y106,14670,820493,SOLE,
ADVANCE AUTO PARTS INC,00751Y106,14800,827764,OTR,
BRIGHTHOUSE FINL INC,10922N103,890237,43568199,SOLE,
BRIGHTHOUSE FINL INC,10922N103,552526,27040622,OTR,
BRIGHTHOUSE FINL INC,10922N103,181752,8894943,OTR,
BRIGHTHOUSE FINL INC,10922N103,1518228,74302078,OTR,
CONSOL ENERGY INC NEW,20854L108,348853,36598168,OTR,
CONSOL ENERGY INC NEW,20854L108,19077,2001368,OTR,
CONSOL ENERGY INC NEW,20854L108,1144228,120040959,OTR,
CONSOL ENERGY INC NEW,20854L108,891969,93576468,SOLE,
COYA THERAPEUTICS INC,22407B108,272149,1045052,OTR,
COYA THERAPEUTICS INC,22407B108,195918,752325,SOLE,
DANIMER SCIENTIFIC INC,236272100,1226046,2537915,OTR,
DANIMER SCIENTIFIC INC,236272100,365196,755956,OTR,
DANIMER SCIENTIFIC INC,236272100,977548,2023524,SOLE,
DANIMER SCIENTIFIC INC,236272100,33900,70173,OTR,
DHT HOLDINGS INC,Y2065G121,737270,7593881,SOLE,
DHT HOLDINGS INC,Y2065G121,908400,9356520,OTR,
DHT HOLDINGS INC,Y2065G121,379150,3905245,OTR,
FINSERV ACQUISITION CORP II,31809Y111,37470,1132,SOLE,
FINSERV ACQUISITION CORP II,31809Y111,10685,323,OTR,
FINSERV ACQUISITION CORP II,31809Y111,30595,924,OTR,
FIRST CTZNS BANCSHARES INC N,31946M103,3480,4802748,OTR,
FIRST CTZNS BANCSHARES INC N,31946M103,8930,12324293,SOLE,
FIRST CTZNS BANCSHARES INC N,31946M103,10900,15043090,OTR,
FIRST HORIZON CORPORATION,320517105,579410,6385098,OTR,
FIRST HORIZON CORPORATION,320517105,242870,2676427,OTR,
FIRST HORIZON CORPORATION,320517105,474740,5231635,SOLE,
FIRST TR EXCHANGE-TRADED FD,33733E807,9090,236249,OTR,
FIRST TR EXCHANGE-TRADED FD,33733E807,23070,599589,OTR,
FIRST TR EXCHANGE-TRADED FD,33733E807,26380,685616,SOLE,
GAIN THERAPEUTICS INC,36269B105,260764,855306,SOLE,
GAIN THERAPEUTICS INC,36269B105,253646,831959,OTR,
GAIN THERAPEUTICS INC,36269B105,74000,242720,OTR,
GALAPAGOS NV,36315X101,72683,2511198,SOLE,
GALAPAGOS NV,36315X101,20610,712076,OTR,
GALAPAGOS NV,36315X101,63085,2179587,OTR,
GOPRO INC,38268T103,1029220,3231751,SOLE,
GOPRO INC,38268T103,1263080,3966071,OTR,
GOPRO INC,38268T103,364160,1143462,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,359820,8016790,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,858434,19125910,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,703356,15670772,SOLE,
GREEN BRICK PARTNERS INC,392709101,8767648,363945068,OTR,
GREEN BRICK PARTNERS INC,392709101,2740190,113745287,OTR,
GREEN BRICK PARTNERS INC,392709101,834545,34641963,SOLE,
GULFPORT ENERGY CORP,402635502,77170,9156992,SOLE,
GULFPORT ENERGY CORP,402635502,39320,4665711,OTR,
GULFPORT ENERGY CORP,402635502,94030,11157600,OTR,
HERC HLDGS INC,42704L104,23920,2845045,OTR,
HERC HLDGS INC,42704L104,46792,5565440,SOLE,
HERC HLDGS INC,42704L104,57018,6781721,OTR,
INVESCO ACTVELY MNGD ETC FD,46090F100,38230,571539,OTR,
INVESCO ACTVELY MNGD ETC FD,46090F100,15070,225297,OTR,
INVESCO ACTVELY MNGD ETC FD,46090F100,43690,653166,SOLE,
ISHARES SILVER TR,46428Q109,459760,9351518,SOLE,
ISHARES SILVER TR,46428Q109,218800,4450392,OTR,
ISHARES SILVER TR,46428Q109,561140,11413588,OTR,
KATAPULT HOLDINGS INC,485859110,102880,1049,OTR,
KATAPULT HOLDINGS INC,485859110,35600,363,OTR,
KATAPULT HOLDINGS INC,485859110,123747,1262,SOLE,
KYNDRYL HLDGS INC,50155Q100,63797,963335,OTR,
KYNDRYL HLDGS INC,50155Q100,2473043,37342949,OTR,
KYNDRYL HLDGS INC,50155Q100,1950142,29447144,SOLE,
KYNDRYL HLDGS INC,50155Q100,1101144,16627274,OTR,
LIVANOVA PLC,G5509L101,568584,30066722,OTR,
LIVANOVA PLC,G5509L101,409302,21643890,SOLE,
LIVANOVA PLC,G5509L101,209390,11072543,OTR,
NET POWER INC,64107A105,1031511,15575816,SOLE,
NET POWER INC,64107A105,1350895,20398515,OTR,
NET POWER INC,64107A105,454704,6866030,OTR,
