Company,CUSIP,Shares,Value,Discretion,PutCall
ANHEUSER BUSCH INBEV SA/NV,03524A108,1703000,104836680,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,17172435,9145695432,SOLE,
CANADIAN NATL RY CO,136375102,54826786,5343418564,SOLE,
CATERPILLAR INC,149123101,7353614,2425221897,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,6214719,567341698,SOLE,
COUPANG INC,22266T109,9248045,202809627,SOLE,
CROWN CASTLE INC,22822V101,1420072,148014105,SOLE,
DANAHER CORPORATION,235851102,373000,76465000,SOLE,
DEERE & CO,244199105,3557378,1669655364,SOLE,
ECOLAB INC,278865100,5218044,1322878515,SOLE,
FEDEX CORP,31428X106,2534362,617826768,SOLE,
HORMEL FOODS CORP,440452100,2195290,67922273,SOLE,
KRAFT HEINZ CO,500754106,2622600,79805718,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,592406,115353296,SOLE,
MCDONALDS CORP,580135101,334900,104612713,SOLE,
MICROSOFT CORP,594918104,28457247,10682565951,SOLE,
ON HLDG AG,H5919C104,500000,21960000,SOLE,
PACCAR INC,693718108,1000000,97370000,SOLE,
SCHRODINGER INC,80810D103,6981664,137818047,SOLE,
UNITED PARCEL SERVICE INC,911312106,755089,83052239,SOLE,
VERALTO CORP,92338C103,124333,12116251,SOLE,
WALMART INC,931142103,9090477,798052976,SOLE,
WASTE CONNECTIONS INC,94106B101,2149175,419497468,SOLE,
WASTE MGMT INC DEL,94106L109,32234344,7462572979,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,444500,99514660,SOLE,
