Company,CUSIP,Shares,Value,Discretion,PutCall
APPLE INC,037833100,23000,5109,SOLE,
ABM INDS INC,000957100,196000,9283,SOLE,
AGCO CORP,001084102,12500,1157,SOLE,
APTIV PLC,G3265R107,137000,8152,SOLE,
AVANTOR INC,05352A100,568000,9207,SOLE,
BAXTER INTL INC,071813109,311000,10646,SOLE,
BECTON DICKINSON & CO,075887109,43000,9850,SOLE,
BLUE BIRD CORP,095306106,65000,2104,SOLE,
BRADY CORP,104674106,15000,1060,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,8750,4660,SOLE,
CHUBB LIMITED,H1467J104,9000,2718,SOLE,
CBRE GROUP INC,12504L109,45000,5885,SOLE,
CENTRAL GARDEN & PET CO,153527205,60000,1964,SOLE,
CITIZENS FINL GROUP INC,174610105,185300,7592,SOLE,
COMCAST CORP NEW,20030N101,167000,6162,SOLE,
CUMMINS INC,231021106,12000,3761,SOLE,
CISCO SYS INC,17275R102,106000,6541,SOLE,
CORTEVA INC,22052L104,148000,9314,SOLE,
CVS HEALTH CORP,126650100,110000,7453,SOLE,
CUSHMAN WAKEFIELD PLC,G2717B108,140000,1431,SOLE,
DELTA AIR LINES INC DEL,247361702,176000,7674,SOLE,
DEERE & CO,244199105,10500,4928,SOLE,
DENNYS CORP,24869P104,973000,3571,SOLE,
QUEST DIAGNOSTICS INC,74834L100,46000,7783,SOLE,
DINE BRANDS GLOBAL INC,254423106,356000,8284,SOLE,
DISNEY WALT CO,254687106,139500,13769,SOLE,
DOVER CORP,260003108,26518,4659,SOLE,
EBAY INC,278642103,40000,2709,SOLE,
EQUIFAX INC,294429105,15000,3653,SOLE,
EASTMAN CHEM CO,277432100,71000,6256,SOLE,
FIRST ADVANTAGE,31846B108,63000,888,SOLE,
FEDEX CORP,31428X106,31000,7557,SOLE,
FIRST HAWAIIAN INC,32051X108,51000,1246,SOLE,
FISERV INC,337738108,19000,4196,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,117000,8738,SOLE,
FIFTH THIRD BANCORP,316773100,141000,5527,SOLE,
FORTIVE CORP,34959J108,79500,5818,SOLE,
GENERAL DYNAMICS,369550108,33000,8995,SOLE,
GRAHAM CORP,384556106,20840,601,SOLE,
CORNING INC,219350105,107000,4898,SOLE,
GENERAL MTRS CO,37045V100,144000,6772,SOLE,
ALPHABET INC,02079K107,31500,4921,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,8000,4370,SOLE,
GATES INDUSTRIAL CORPRATIN P,G39108108,114000,2099,SOLE,
HOLOGIC INC,436440101,115000,7104,SOLE,
HOME BANCSHARES INC,436893200,50000,1414,SOLE,
HONEYWELL INTL INC,438516106,19500,4129,SOLE,
HENRY SCHEIN INC,806407102,99343,6804,SOLE,
INTEGRA LIFESCIENCES HLDGS,457985208,98000,2155,SOLE,
INTERNATIONAL FLAVORS&FRAGRANCE,459506101,105000,8149,SOLE,
INVESCO LTD,G491BT108,380020,5765,SOLE,
JONES LANG LASALLE INC,48020Q107,22350,5541,SOLE,
JOHNSON & JOHNSON,478160104,61000,10116,SOLE,
KORN FERRY,500643200,71000,4816,SOLE,
KULICKE & SOFFA INDS INC,501242101,240400,7928,SOLE,
KIMBERLY CLARK CORP,494368103,47000,6684,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,36500,7640,SOLE,
LKQ CORP,501889208,261000,11103,SOLE,
SOUTHWEST AIRLS CO,844741108,192000,6447,SOLE,
MEDTRONIC PLC,G5960L103,84000,7548,SOLE,
META PLATFORMS INC,30303M102,4000,2305,SOLE,
MOHAWK INDS INC,608190104,70582,8059,SOLE,
MIDDLEBY CORP,596278101,38500,5851,SOLE,
MILLER INDS INC TENN,600551204,21500,911,SOLE,
MICROSOFT CORP,594918104,10000,3754,SOLE,
NASDAQ INC,631103108,92000,6979,SOLE,
NIKE INC,654106103,91000,5777,SOLE,
OMNICOM GROUP INC,681919106,99000,8208,SOLE,
ON SEMICONDUCTOR CORP,682189105,154000,6266,SOLE,
PROSPERITY BANCSHARES INC,743606105,13000,928,SOLE,
PRESTIGE CONSMR HEALTHCARE,74112D101,15000,1290,SOLE,
