Company,CUSIP,Shares,Value,Discretion,PutCall
3M Company,88579Y101,2000,258180,SOLE,
Abbott Labs,002824100,1800,203598,SOLE,
Abbvie,00287Y109,30671,5450237,SOLE,
Adobe,00724F101,13617,6055208,SOLE,
Alphabet Class A,02079K305,169561,32097897,SOLE,
Alphabet Class C,02079K107,6772,1289660,SOLE,
Altria Group,02209S103,69054,3610834,SOLE,
Amazon.com,023135106,83237,18261365,SOLE,
American Express,025816109,58287,17298999,SOLE,
American Tower,03027X100,48923,8972967,SOLE,
Amgen,031162100,60127,15671501,SOLE,
Amphenol,032095101,105578,7332392,SOLE,
Ansys,03662Q105,7262,2449690,SOLE,
Apple,037833100,61648,15437930,SOLE,
Applied Materials,038222105,52284,8502947,SOLE,
Arthur J. Gallagher,363576109,21071,5981003,SOLE,
Axsome Therapeutics,05464T104,17174,1453092,SOLE,
BWX Technologies,05605H100,15181,1691012,SOLE,
Berkshire Hathaway B,084670702,47991,21753360,SOLE,
Blackstone Group,09260D107,23321,4021007,SOLE,
Blueprint Medicines,09627Y109,16499,1439043,SOLE,
Broadcom Limited,11135F101,80331,18623939,SOLE,
CCC Intel Solutions,12510Q100,110834,1300083,SOLE,
CNA Financial,126117100,91920,4446177,SOLE,
Casey's General Stores,147528103,19639,7781561,SOLE,
Chubb Limited,H1467J104,53497,14781221,SOLE,
Constellation Energy Group,21037T109,24091,5389398,SOLE,
Constellation Software,21037X100,2610,8070972,SOLE,
Cooper Companies,216648501,16190,1488347,SOLE,
Copart,217204106,143486,8234662,SOLE,
Costco,22160K105,643,589162,SOLE,
Danaher,235851102,18634,4277435,SOLE,
Digital Realty Trust,253868103,20720,3674278,SOLE,
Dynatrace,268150109,46884,2548145,SOLE,
EOG Resources,26875P101,150612,18462019,SOLE,
Eaton,G29183103,41092,13637202,SOLE,
Edwards Lifesciences,28176E108,3324,246076,SOLE,
Eli Lilly,532457108,398,307256,SOLE,
Enbridge,29250N105,125053,5305985,SOLE,
Entegris,29362U104,15266,1512250,SOLE,
FTI Consulting,302941109,5885,1124800,SOLE,
Fiserv,337738108,125485,25777129,SOLE,
General Dynamics Corp,369550108,56037,14765189,SOLE,
Halozyme Therapeutics,40637H109,55611,2658762,SOLE,
Hewlett Packard Enterprise,42824C109,710532,15169858,SOLE,
Home Depot,437076102,49437,19230499,SOLE,
Honeywell,438516106,1560,352388,SOLE,
ICF International,44925C103,13100,1561651,SOLE,
JP Morgan,46625H100,79093,18959383,SOLE,
Jack Henry & Associates,426281101,10446,1831184,SOLE,
Johnson & Johnson,478160104,111114,16069307,SOLE,
KLA,482480100,7938,5001893,SOLE,
Keysight Technologies,49338L103,82945,13323455,SOLE,
Lantheus Holdings,516544103,19166,1714590,SOLE,
Lennar Corp Cl B,526057302,96859,12799917,SOLE,
Lockheed Martin,539830109,8028,3901126,SOLE,
Lonza Group ADR,54338V101,109321,6425888,SOLE,
Marsh McLennan,571748102,77877,16541854,SOLE,
Mettler Toledo,592688105,1356,1659310,SOLE,
Microsoft,594918104,39010,16442715,SOLE,
Monolithic Power Systems,609839105,3128,1850838,SOLE,
Morgan Stanley,617446448,38238,4807281,SOLE,
Motorola Solutions,620076307,566,261622,SOLE,
NVIDIA,67066G104,2000,268580,SOLE,
Natera,632307104,11424,1808419,SOLE,
Northrop Grumman Corp,666807102,887,416260,SOLE,
O'Reilly Automotive,67103H107,5105,6053509,SOLE,
PTC Inc,69370C100,1136,208876,SOLE,
Phillips 66,718546104,133818,15245885,SOLE,
Pool,73278L105,14580,4970905,SOLE,
Qualcomm,747525103,62849,9654863,SOLE,
Qualys,74758T303,11279,1581541,SOLE,
RBC Bearings,75524B104,8468,2533118,SOLE,
Rocket Lab USA,773122106,9000,229230,SOLE,
Rocket Pharmaceuticals,77313F106,122095,1534734,SOLE,
Royalty Pharma Plc,G7709Q104,684007,17449019,SOLE,
Ryan Specialty Holdings,78351F107,39368,2525851,SOLE,
SBA Communications,78410G104,9788,1994794,SOLE,
SLB,806857108,253549,9721069,SOLE,
SPS Commerce,78463M107,6767,1245060,SOLE,
Sapiens,G7T16G103,50669,1361476,SOLE,
ServiceNow,81762P102,8175,8666481,SOLE,
Sherwin-Williams,824348106,12883,4379318,SOLE,
Synopsys,871607107,16305,7913795,SOLE,
Texas Instruments,882508104,66718,12510292,SOLE,
Thermo Fisher Scientific,883556102,403,209653,SOLE,
Tradeweb Markets,892672106,18632,2439301,SOLE,
Tyler Technologies,902252105,10902,6286529,SOLE,
Ulta Beauty,90384S303,26952,11722233,SOLE,
Union Pacific,907818108,20398,4651560,SOLE,
United Parcel Service,911312106,22505,2837881,SOLE,
United Rentals,911363109,660,464930,SOLE,
UnitedHealth Group,91324P102,21818,11036853,SOLE,
Veeva Systems,922475108,32813,6898933,SOLE,
Verisk Analytics,92345Y106,23593,6498220,SOLE,
Vertex Pharmaceuticals,92532F100,16008,6446422,SOLE,
Visa,92826C839,22816,7210769,SOLE,
W.R. Berkley,084423102,243713,14262085,SOLE,
Wells Fargo,949746101,3000,210720,SOLE,
iShares Russell 1000 Growth,464287614,1138,456998,SOLE,
Vanguard Total Bond Market ETF,921937835,16325,1173931,SOLE,
