Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,32520,7905612,SOLE,
CARVANA CO,146869102,445255,167967996,SOLE,
CREDIT ACCEP CORP MICH,225310101,130431,60902147,SOLE,
DEERE & CO,244199105,5001,2286757,SOLE,
H WORLD GROUP LTD,44332N106,603416,23599600,SOLE,
INTERACTIVE BROKERS GROUP IN,45841N107,799267,54997562,SOLE,
META PLATFORMS INC,30303M102,139712,102601699,SOLE,
MICROSOFT CORP,594918104,11500,5956425,SOLE,
PAYCOM SOFTWARE INC,70432V102,12395,2579895,SOLE,
PDD HOLDINGS INC,722304102,301232,39813833,SOLE,
SALESFORCE INC,79466L302,10980,2602260,SOLE,
WIX COM LTD,M98068105,314996,55952739,SOLE,
YUM CHINA HLDGS INC,98850P109,444321,19070257,SOLE,
