Company,CUSIP,Shares,Value,Discretion,PutCall
Ferguson Plc New,G3421J106,1237274,214753648,OTR,
General Electric Co.,369604301,4030213,672199226,DFND,
GE HealthCare Technologies Inc.,36266G107,4029,314987,DFND,
Invesco Ltd.,G491BT108,23173442,405071766,DFND,
Janus Henderson Group plc,G4474Y214,31867800,1355337534,DFND,
U-Haul Holding Company,023586100,652000,45046680,DFND,
U-Haul Holding Company - B,023586506,1124700,72037035,DFND,
Solventum Corporation,83444M101,8462819,559053823,DFND,
The Allstate Corporation,200021014,306722,59132934,DFND,
Wendys Co.,95058W100,14943466,243578496,DFND,
Wendys Co.,95058W100,15581563,253979477,OTR,
