Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,47500,5041,SOLE,
ALPHABET INC,02079K305,16000,2654,SOLE,
AMERICAN EXPRESS CO,025816109,210000,56952,SOLE,
BANK AMERICA CORP,060505104,767845,30468,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,30,20735,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,140600,64713,SOLE,
DAILY JOURNAL CORP,233912104,11500,5636,SOLE,
FERRARI N V,N3167Y103,60000,28040,SOLE,
MASTERCARD INCORPORATED,57636Q104,65750,32467,SOLE,
MICRON TECHNOLOGY INC,595112103,200000,20742,SOLE,
MOODYS CORP,615369105,27000,12814,SOLE,
ARCH RESOURCES INC,03940R107,8100,1119,SOLE,
ALPHA METALLURGICAL RESOUR I,020764106,8000,1889,SOLE,
SERITAGE GROWTH PPTYS,81752R100,500000,2325,SOLE,
