Company,CUSIP,Shares,Value,Discretion,PutCall
3M Company,88579Y101,2000,290460,SOLE,
Abbvie,00287Y109,93588,20354454,SOLE,
Alphabet Cl A,02079K305,46370,13334257,SOLE,
Alphabet Cl C,02079K107,6019,1726610,SOLE,
Amazon.com,023135106,71778,14949129,SOLE,
American Express,025816109,1965,594373,SOLE,
Amgen,031162100,54012,19004122,SOLE,
Amphenol,032095101,63135,7977133,SOLE,
Apple,037833100,49566,12579370,SOLE,
Arthur J. Gallagher,363576109,29035,6288404,SOLE,
Axsome Therapeutics,05464T104,14774,2497101,SOLE,
Berkshire Hathaway B,084670702,2884,1382013,SOLE,
BioMarin Pharmaceuticals,09061G101,78170,4415823,SOLE,
Blackstone,09260D107,165160,18991748,SOLE,
Bloom Energy,093712107,60031,8133600,SOLE,
Broadcom,11135F101,99470,30786836,SOLE,
BWX Technologies,05605H100,12560,2568394,SOLE,
Casey's General Stores,147528103,17121,12461691,SOLE,
Chevron Corp,166764100,135085,27949086,SOLE,
CNA Financial,126117100,470346,21598288,SOLE,
Comcast Class A,20030N101,555067,15935974,SOLE,
Constellation Energy,21037T109,92026,25698290,SOLE,
Cooper Companies,216648501,25435,1818602,SOLE,
Costco Wholesale,22160K105,628,625758,SOLE,
Danaher,235851102,1871,354742,SOLE,
Dynatrace,268150109,69971,2587528,SOLE,
Edwards Lifesciences Corp,28176E108,2994,239760,SOLE,
Eli Lilly & Co,532457108,398,366068,SOLE,
Enbridge,29250N105,8310,449903,SOLE,
Entegris,29362U104,17941,2103403,SOLE,
Evolv Technologies,30049H102,353367,2137870,SOLE,
Fabrinet,G3323L100,7071,3687668,SOLE,
FTI Consulting,302941109,12934,2286343,SOLE,
GE Aerospace,369604301,10532,2988666,SOLE,
Halozyme Therapeutics,40637H109,38179,2467509,SOLE,
Home Depot,437076102,3202,1053106,SOLE,
Honeywell,438516106,1240,280277,SOLE,
Huron Consulting Group,447462102,15578,1986039,SOLE,
iShares Russell 1000 Growth ET,464287614,1386,590990,SOLE,
Jack Henry & Associates,426281101,14598,2307068,SOLE,
Johnson & Johnson,478160104,4141,1012226,SOLE,
JPMorgan,46625H100,38859,11430763,SOLE,
KLA,482480100,4405,6485866,SOLE,
Krystal Biotech,501147102,12032,3108106,SOLE,
Lonza Group ADR,54338V101,92468,5904082,SOLE,
Marsh,571748102,94329,16361365,SOLE,
Mettler Toledo,592688105,1677,2115032,SOLE,
Microsoft,594918104,77732,28774189,SOLE,
Monolithic Power Systems,609839105,3707,4053048,SOLE,
Morgan Stanley,617446448,30832,5074022,SOLE,
Motorola Solutions Inc New,620076307,566,245627,SOLE,
Natera,632307104,9569,1913704,SOLE,
NextEra Energy,65339F101,199478,18527517,SOLE,
Northrop Grumman,666807102,887,605147,SOLE,
Nvidia Corporation Com,67066G104,3055,532792,SOLE,
O'Reilly Automotive,67103H107,62372,5757559,SOLE,
ONEOK,682680103,238682,21574466,SOLE,
PepsiCo,713448108,135967,21114315,SOLE,
Pfizer,717081103,776455,21802856,SOLE,
Phillips 66,718546104,141031,25693028,SOLE,
Prologis,74340W103,133389,17631297,SOLE,
Qualys,74758T303,18178,1596937,SOLE,
RBC Bearings,75524B104,9080,4931530,SOLE,
Rocket Lab,773122106,9000,577980,SOLE,
Rolls Royce Holdings,775781206,25000,385500,SOLE,
Royalty Pharma Plc,G7709Q104,645425,30961051,SOLE,
RTX,75513E101,1689,325808,SOLE,
Ryan Specialty Holdings,78351F107,68046,2295872,SOLE,
ServiceNow,81762P102,54854,5734986,SOLE,
Sherwin Williams,824348106,11613,3722550,SOLE,
SLB,806857108,5681,291947,SOLE,
Syndax Pharmaceuticals,87164F105,104868,2449716,SOLE,
Taiwan Semiconductor,874039100,27110,9161933,SOLE,
Tesla,88160R101,1250,464687,SOLE,
Texas Instruments,882508104,121157,23521420,SOLE,
Tradeweb Mkts,892672106,76049,8947927,SOLE,
Union Pacific,907818108,850,206227,SOLE,
United Rentals,911363109,660,480850,SOLE,
Vanguard Index Funds Growth Et,922908736,1836,801946,SOLE,
Vanguard Index Funds Total Sto,922908769,744,238530,SOLE,
Veeva Systems,922475108,23758,4173330,SOLE,
Verastem,92337C203,298958,1584477,SOLE,
Verisk Analytics,92345Y106,24387,4627433,SOLE,
Vertex Pharmaceuticals,92532F100,15386,6870464,SOLE,
Visa,92826C839,19800,5984354,SOLE,
Wells Fargo,949746101,3000,238830,SOLE,
Hewlett Packard Ent Ser C Conv,42824C208,374999,24191185,SOLE,
KKR Series D Conv 6.25,48251W500,481176,19352899,SOLE,
