Company,CUSIP,Shares,Value,Discretion,PutCall
ACUITY INC,00508Y102,815322,293548533,SOLE,
AFFIRM HLDGS INC,00827B106,3681173,273989706,SOLE,
ANDERSEN GROUP INC,033853102,1670485,43315676,SOLE,
API GROUP CORP,00187Y100,15017378,574564882,SOLE,
APPLOVIN CORP,03831W108,163405,110105557,SOLE,
AURORA INNOVATION INC,051774107,6768585,25991366,SOLE,
BIO-TECHNE CORP,09073M104,2088891,122847680,SOLE,
BOOKING HOLDINGS INC,09857L108,18274,97863300,SOLE,
CARVANA CO,146869102,925045,390387491,SOLE,
CBIZ INC,124805102,1631969,82332836,SOLE,
CLEAN HARBORS INC,184496107,834763,195735228,SOLE,
CLEAR SECURE INC,18467V109,3461549,121431139,SOLE,
COLLIERS INTL GROUP INC,194693107,3369760,495388418,SOLE,
COUPANG INC,22266T109,24452985,576845916,SOLE,
DESCARTES SYS GROUP INC,249906108,1710202,149916307,SOLE,
DOORDASH INC,25809K105,3578745,810514168,SOLE,
DUOLINGO INC,26603R106,119181,20916266,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1561342,347601569,SOLE,
FIGMA INC,316841105,1727263,64547818,SOLE,
FIRSTSERVICE CORP NEW,33767E202,436598,67904087,SOLE,
GOOSEHEAD INS INC,38267D109,1562969,115112667,SOLE,
ISHARES TR,464287655,96776,23822380,SOLE,
MEDLINE INC,58507V107,6900000,289800000,SOLE,
MERCADOLIBRE INC,58733R102,307932,620255110,SOLE,
OPTION CARE HEALTH INC,68404L201,8991254,286461352,SOLE,
PRIVIA HEALTH GROUP INC,74276R102,12087843,286602758,SOLE,
QNITY ELECTRONICS INC,74743L100,2800861,228690301,SOLE,
RBC BEARINGS INC,75524B104,2344911,1051528440,SOLE,
ROBLOX CORP,771049103,1162730,94216012,SOLE,
ROCKET COS INC,77311W101,17470197,338223014,SOLE,
SHIFT4 PMTS INC,82452J109,6606969,416040838,SOLE,
SHOPIFY INC,82509L107,2043219,328896962,SOLE,
SPORTRADAR GROUP AG,H8088L103,5956331,141581988,SOLE,
TOAST INC,888787108,2299023,81638307,SOLE,
TWILIO INC,90138F102,962089,136847539,SOLE,
UL SOLUTIONS INC,903731107,2563523,202159424,SOLE,
VEEVA SYS INC,922475108,951896,212491744,SOLE,
VSE CORP,918284100,879228,151904222,SOLE,
WARBY PARKER INC,93403J106,7310605,159298083,SOLE,
XPO INC,983793100,3949100,536722181,SOLE,
