Company,CUSIP,Shares,Value,Discretion,PutCall
HONEYWELL INTL INC,438516106,14000,2894,SOLE,
HENRY SCHEIN INC,806407102,93000,6780,SOLE,
INTEGRA LIFESCIENCES HLDGS,457985208,155000,2816,SOLE,
INTERNATIONAL FLAVORS&FRAGRANCE,459506101,81000,8499,SOLE,
INVESCO LTD,G491BT108,491996,8639,SOLE,
JONES LANG LASALLE INC,48020Q107,27500,7420,SOLE,
JOHNSON & JOHNSON,478160104,61000,9886,SOLE,
JOHNSON OUTDOORS INC,479167108,54000,1955,SOLE,
KORN FERRY,500643200,75200,5658,SOLE,
KULICKE & SOFFA INDS INC,501242101,246405,11120,SOLE,
KIMBERLY CLARK CORP,494368103,48000,6829,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,23182,5514,SOLE,
LKQ CORP,501889208,250000,9980,SOLE,
SOUTHWEST AIRLS CO,844741108,258000,7645,SOLE,
MASTERCARD INC,57636Q104,4793,2367,SOLE,
MOODYS CORP,615369105,4100,1946,SOLE,
MEDTRONIC PLC,G5960L103,87000,7833,SOLE,
META PLATFORMS INC,30303M102,5200,2977,SOLE,
MOHAWK INDS INC,608190104,53700,8629,SOLE,
MIDDLEBY CORP,596278101,68500,9530,SOLE,
MILLER INDS INC TENN,600551204,29000,1769,SOLE,
MICROSOFT CORP,594918104,9500,4088,SOLE,
NASDAQ INC,631103108,59000,4308,SOLE,
OMNICOM GROUP INC,681919106,89000,9202,SOLE,
PROSPERITY BANCSHARES INC,743606105,20000,1441,SOLE,
PRESTIGE CONSMR HEALTHCARE,74112D101,35000,2524,SOLE,
DOUGLAS DYNAMIC INC,25960R105,67000,1848,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,165376,5143,SOLE,
RTX CORP,75513E101,58000,7027,SOLE,
SHYFT GROUP INC,825698103,244000,3062,SOLE,
SCHLUMBERGER LTD,806857108,244000,10236,SOLE,
S&P GLOBAL INC,78409V104,5400,2790,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,102000,7569,SOLE,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,371000,13304,SOLE,
STANLEY BLACK & DECKER INC,854502101,67000,7379,SOLE,
TARGET CORP,87612E106,50000,7793,SOLE,
TIMKEN CO,887389104,14500,1222,SOLE,
TRAVELERS COMPANIES INC,89417E109,32000,7492,SOLE,
TEXAS INSTRS INC,882508104,20500,4235,SOLE,
UNITEDHEALTH GROUP INC,91324P102,12000,7016,SOLE,
UNITED PARCEL SERVICE INC,911312106,78000,10635,SOLE,
US BANCORP DEL,902973304,179000,8186,SOLE,
VISA INC,92826C839,10500,2887,SOLE,
VONTIER CORPORATION,928881101,307000,10358,SOLE,
VISHAY INTERTECHNOLOGY INC,928298108,120000,2269,SOLE,
WESCO INTL INC,95082P105,55807,9374,SOLE,
WELLS FARGO CO NEW,949746101,124000,7005,SOLE,
WINNEBAGO INDS INC,974637100,43000,2499,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,26000,7658,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,80000,8636,SOLE,
