Company,CUSIP,Shares,Value,Discretion,PutCall
ALCON AG,H01301128,7974364,593771,SOLE,
AMAZON COM INC,023135106,1808033,396990,SOLE,
ANALOG DEVICES INC,032654105,1223147,300527,SOLE,
BOOKING HOLDINGS INC,09857L108,64618,348890,SOLE,
BOOZ ALLEN HAMILTON HLDG COR,099502106,86866,8682,SOLE,
CADENCE DESIGN SYSTEM INC,127387108,168767,59281,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,799560,59559,SOLE,
COPART INC,217204106,5527245,248560,SOLE,
EQUIFAX INC,294429105,938348,240714,SOLE,
FAIR ISAAC CORP,303250104,123646,185040,SOLE,
FERRARI N V,N3167Y103,632960,306220,SOLE,
FLUTTER ENTMT PLC,G3643J108,3120116,796701,SOLE,
GE AEROSPACE,369604301,1320876,397346,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,2084001,351112,SOLE,
INTUIT,461202103,674425,460572,SOLE,
LINDE PLC,G54950103,79085,37565,SOLE,
MARSH & MCLENNAN COS INC,571748102,1799753,362704,SOLE,
MICROSOFT CORP,594918104,1068996,553686,SOLE,
MOODYS CORP,615369105,767143,365528,SOLE,
SALESFORCE INC,79466L302,326128,77292,SOLE,
VISA INC,92826C839,1584857,541038,SOLE,
WATERS CORP,941848103,806948,241931,SOLE,
ZOETIS INC,98978V103,683704,100040,SOLE,
