Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,8443,2978268,SOLE,
AIR PRODS & CHEMS INC,009158106,1145,312264,SOLE,
AKAMAI TECHNOLOGIES INC,00971T101,4233,320692,SOLE,
ALPHABET INC,02079K107,1473,358749,SOLE,
ALPHABET INC,02079K305,8,1945,SOLE,
ANHEUSER BUSCH INBEV SA/NV,03524A108,90738,5408892,SOLE,
ASML HOLDING N V,N07059210,6768,6552033,SOLE,
BAXTER INTL INC,071813109,236603,5387450,SOLE,
BECTON DICKINSON & CO,075887109,16814,3147076,SOLE,
BIOGEN INC,09062X103,38354,5372628,SOLE,
BLACKROCK INC,09290D101,342,398728,SOLE,
BOEING CO,097023105,28492,6149428,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,69440,3131744,SOLE,
BROWN FORMAN CORP,115637209,188254,5097918,SOLE,
CARMAX INC,143130102,91489,4105111,SOLE,
COMCAST CORP NEW,20030N101,92994,2921871,SOLE,
CONAGRA BRANDS INC,205887102,144696,2649384,SOLE,
CONSTELLATION BRANDS INC,21036P108,18803,2532200,SOLE,
CVS HEALTH CORP,126650100,82359,6209045,SOLE,
DIAGEO PLC,25243Q205,29842,2847822,SOLE,
DISNEY WALT CO,254687106,27452,3143254,SOLE,
DUPONT DE NEMOURS INC,26614N102,71174,5544455,SOLE,
EQUIFAX INC,294429105,10925,2802590,SOLE,
EXXON MOBIL CORP,30231G102,3140,354035,SOLE,
FISERV INC,337738108,22900,2952497,SOLE,
GE AEROSPACE,369604301,1317,396180,SOLE,
GSK PLC,37733W204,141779,6119182,SOLE,
HERSHEY CO,427866108,14708,2751131,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,79264,4877907,SOLE,
ISHARES TR,464287200,1277,854696,SOLE,
ISHARES TR,464287465,25824,2411152,SOLE,
ISHARES TR,464287499,2433,234898,SOLE,
KRAFT HEINZ CO,500754106,211151,5498372,SOLE,
LAUDER ESTEE COS INC,518439104,70688,6229027,SOLE,
MEDTRONIC PLC,G5960L103,3748,356960,SOLE,
MICROCHIP TECHNOLOGY INC.,595017104,5450,349999,SOLE,
MICROSOFT CORP,594918104,11470,5940887,SOLE,
NIKE INC,654106103,74155,5170828,SOLE,
NUCOR CORP,670346105,22486,3045279,SOLE,
PFIZER INC,717081103,216552,5517745,SOLE,
PRICE T ROWE GROUP INC,74144T108,29708,3049229,SOLE,
RTX CORPORATION,75513E101,2389,399751,SOLE,
SALESFORCE INC,79466L302,12371,2931927,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,11175,3121066,SOLE,
THE CAMPBELLS COMPANY,134429109,173034,5464414,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,820,397716,SOLE,
UNITED PARCEL SERVICE INC,911312106,31884,2663271,SOLE,
UNITEDHEALTH GROUP INC,91324P102,8181,2824899,SOLE,
US BANCORP DEL,902973304,62293,3010621,SOLE,
VERIZON COMMUNICATIONS INC,92343V104,72697,3195033,SOLE,
WARNER BROS DISCOVERY INC,934423104,330727,6459098,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,10273,2694916,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,52815,5202278,SOLE,
