Company,CUSIP,Shares,Value,Discretion
ALPHABET INC,02079K107,648905,101378,SOLE
AMAZON.COM INC,023135106,487191,92693,SOLE
CCC INTELLIGENT SOLUTION HOLDINGS INC,12510Q100,2415000,21807,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,160480,59142,SOLE
LAM RESEARCH CORP,512807306,706615,51371,SOLE
META PLATFORMS INC,30303M102,76750,44236,SOLE
MICROSOFT CORP,594918104,403043,151298,SOLE
MOODYS CORP,615369105,81627,38013,SOLE
TRANSDIGM GROUP INC,893641100,92144,127462,SOLE
ASML HOLDING N V,N07059210,79300,52547,SOLE
