Company,CUSIP,Shares,Value,Discretion,PutCall
ACADIA HEALTHCARE COMPANY IN,00404A109,613710,18122856,OTR,
ACADIA HEALTHCARE COMPANY IN,00404A109,3786931,111828072,SOLE,
ANTERO RESOURCES CORP,03674X106,179230,6298142,OTR,
ANTERO RESOURCES CORP,03674X106,1394910,49017137,SOLE,
BKV CORP,05603J108,2670133,73054839,SOLE,
BKV CORP,05603J108,425040,11629094,OTR,
BRIGHTHOUSE FINL INC,10922N103,416272,26350018,OTR,
BRIGHTHOUSE FINL INC,10922N103,132112,8362690,OTR,
BRIGHTHOUSE FINL INC,10922N103,2293716,145192223,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,735890,13665477,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,4084228,75844114,SOLE,
CENTENE CORP DEL,15135B101,257520,16530209,OTR,
CENTENE CORP DEL,15135B101,1393630,89457110,SOLE,
CNH INDL N V,N20944109,3489690,39189219,SOLE,
CNH INDL N V,N20944109,699250,7852578,OTR,
COMCAST CORP NEW,20030N101,1345780,33038899,SOLE,
CORE NATURAL RESOURCES INC,218937100,336622,26936492,OTR,
CORE NATURAL RESOURCES INC,218937100,1946578,155765172,SOLE,
COYA THERAPEUTICS INC,22407B108,1946079,11384562,SOLE,
COYA THERAPEUTICS INC,22407B108,389461,2278347,OTR,
CROCS INC,227046109,109940,13263162,OTR,
CROCS INC,227046109,559200,67461888,SOLE,
DAUCH CORP,024061103,10936304,59274768,SOLE,
DAUCH CORP,024061103,1458800,7906696,OTR,
DECKERS OUTDOOR CORP,243537107,78380,7782350,OTR,
DECKERS OUTDOOR CORP,243537107,428018,42497907,SOLE,
DHT HOLDINGS INC,Y2065G121,740265,12236580,OTR,
DHT HOLDINGS INC,Y2065G121,4294055,70980729,SOLE,
FLUOR CORP,343412102,141730,7425235,OTR,
FLUOR CORP,343412102,3828230,200560970,SOLE,
FLUOR CORP,343412102,688790,36085708,OTR,
FORTUNE BRANDS INNOVATIONS I,34964C106,157230,8631927,OTR,
FORTUNE BRANDS INNOVATIONS I,34964C106,2006795,110173046,SOLE,
FORTUNE BRANDS INNOVATIONS I,34964C106,77850,4273965,OTR,
GAIN THERAPEUTICS INC,36269B105,74000,150220,OTR,
GAIN THERAPEUTICS INC,36269B105,492130,999024,SOLE,
GOPRO INC,38268T103,1358990,1057294,SOLE,
GOPRO INC,38268T103,334870,260529,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,1520400,16070628,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,560070,5919940,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,7872960,83217187,SOLE,
GREEN BRICK PARTNERS INC,392709101,8642507,691746260,SOLE,
GREEN BRICK PARTNERS INC,392709101,824876,66023075,OTR,
IMMUNOVANT INC,45258J102,78610,3028843,SOLE,
IMMUNOVANT INC,45258J102,14910,574482,OTR,
LAKEFRONT BIOTHERAPEUTICS NV,36315X101,376063,11274369,SOLE,
LAKEFRONT BIOTHERAPEUTICS NV,36315X101,106683,3198356,OTR,
LIBERTY GLOBAL LTD,G61188101,799190,9086790,OTR,
LIBERTY GLOBAL LTD,G61188101,4164132,47346181,SOLE,
NUVATION BIO INC,67080N101,34995,198772,OTR,
PARAMOUNT SKYDANCE CORP,69932A204,653290,6441439,OTR,
PARAMOUNT SKYDANCE CORP,69932A204,3272790,32269709,SOLE,
PAYPAL HLDGS INC,70450Y103,1212790,52368272,SOLE,
