Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,965393,171251064,DFND,
AMAZON COM INC,023135106,3337385,732188895,DFND,
AMPHENOL CORP NEW,032095101,3168473,312886709,DFND,
ARAMARK,03852U106,2829545,118473049,DFND,
ARCH CAP GROUP LTD,G0450A105,4240966,386139954,DFND,
BOSTON SCIENTIFIC CORP,101137107,1640956,176255084,DFND,
BUILDERS FIRSTSOURCE INC,12008R107,262628,30646061,DFND,
CANADIAN PACIFIC KANSAS CITY,13646K108,4557181,361247738,DFND,
CAPITAL ONE FINL CORP,14040H105,2333642,496505672,DFND,
CARPENTER TECHNOLOGY CORP,144285103,1909067,527627937,DFND,
CME GROUP INC,12572Q105,1522936,419751620,DFND,
CRH PLC,G25508105,4570564,419577775,DFND,
FERGUSON ENTERPRISES INC,31488V107,2233326,486306737,DFND,
FIRST CTZNS BANCSHARES INC N,31946M103,89010,174145395,DFND,
FLUTTER ENTMT PLC,G3643J108,1449911,414326567,DFND,
GE AEROSPACE,369604301,1261839,324784740,DFND,
INTERACTIVE BROKERS GROUP IN,45841N107,8056844,446429726,DFND,
INTERCONTINENTAL EXCHANGE IN,45866F104,1079911,198131271,DFND,
LPL FINL HLDGS INC,50212V100,832516,312168525,DFND,
MASTERCARD INCORPORATED,57636Q104,420046,236040649,DFND,
META PLATFORMS INC,30303M102,551295,406905327,DFND,
MICROSOFT CORP,594918104,1844066,917256869,DFND,
PROGRESSIVE CORP,743315103,2637961,703966272,DFND,
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,2051434,296083469,DFND,
VISA INC,92826C839,1910315,678257341,DFND,
