Company,CUSIP,Shares,Value,Discretion
HUNTSMAN CORP,447011107,200000,3606000,SOLE
WESCO INTL INC,95082P105,32500,5881200,SOLE
TEREX CORP NEW,880779103,155000,7164100,SOLE
WEATHERFORD INTL PLC,G48833118,438109,31381748,SOLE
CHART INDS INC,16115Q308,228670,43639383,SOLE
APTIV PLC,G6095L109,763955,46203998,SOLE
OSHKOSH CORP,688239201,230000,21866100,SOLE
FMC CORP,302491303,321000,15603810,SOLE
GOODYEAR TIRE & RUBR CO,382550101,1311485,11803365,SOLE
DARLING INGREDIENTS INC,237266101,589050,19845095,SOLE
