Company,CUSIP,Shares,Value,Discretion
GOLDMAN SACHS GROUP INC,38141G104,28673,22833454,SOLE
HOME DEPOT INC,437076102,48054,19471024,SOLE
INTERNATIONAL BUSINESS MACHS,459200101,845,238376,SOLE
INTUIT,461202103,451,307992,SOLE
INVESCO EXCH TRADED FD TR II,46138G649,1350,333612,SOLE
INVESCO QQQ TR,46090E103,1452,871863,SOLE
ISHARES INC,46434G103,3734,246170,SOLE
ISHARES TR,464287630,1765,312070,SOLE
ISHARES TR,464287499,58017,5601612,SOLE
ISHARES TR,46435G516,6036,561227,SOLE
ISHARES TR,464287465,14825,1384244,SOLE
ISHARES TR,464287598,6272,1277060,SOLE
ISHARES TR,464287200,3277,2193729,SOLE
ISHARES TR,464287804,57706,6857313,SOLE
ISHARES TR,464287507,5617,366565,SOLE
ISHARES TR,464287614,23358,10941526,SOLE
ISHARES TR,464287655,10467,2532782,SOLE
ISHARES TR,464287622,751,274681,SOLE
JOHNSON & JOHNSON,478160104,3111,576842,SOLE
JPMORGAN CHASE & CO.,46625H100,138783,43776278,SOLE
L3HARRIS TECHNOLOGIES INC,502431109,41442,12656884,SOLE
LOCKHEED MARTIN CORP,539830109,22990,11476832,SOLE
LOWES COS INC,548661107,60625,15235580,SOLE
M & T BK CORP,55261F104,87269,17246008,SOLE
MARKER THERAPEUTICS INC,57055L206,15000,13389,SOLE
MCDONALDS CORP,580135101,1090,331245,SOLE
MEDTRONIC PLC,G5960L103,370609,35296790,SOLE
MERCK & CO INC,58933Y105,2870,240879,SOLE
META PLATFORMS INC,30303M102,28134,20661392,SOLE
MICROSOFT CORP,594918104,141930,73512767,SOLE
MORGAN STANLEY,617446448,268428,42669366,SOLE
NEXTERA ENERGY INC,65339F101,271710,20511360,SOLE
NUCOR CORP,670346105,2450,331804,SOLE
NVIDIA CORPORATION,67066G104,8358,1559473,SOLE
PALANTIR TECHNOLOGIES INC,69608A108,2316,422485,SOLE
PAYPAL HLDGS INC,70450Y103,251490,16864928,SOLE
PEPSICO INC,713448108,196977,27663388,SOLE
PNC FINL SVCS GROUP INC,693475105,190412,38259568,SOLE
PROCTER AND GAMBLE CO,742718109,2199,337868,SOLE
QUALCOMM INC,747525103,217037,36106235,SOLE
SCHWAB STRATEGIC TR,808524797,15383,419974,SOLE
SELECT SECTOR SPDR TR,81369Y803,1158,326397,SOLE
SKYX PLATFORMS CORP,78471E105,201666,225866,SOLE
SPDR GOLD TR,78463V107,1048,372533,SOLE
SPDR S&P MIDCAP 400 ETF TR,78467Y107,5977,3562825,SOLE
SPDR SERIES TRUST,78464A409,2998,313321,SOLE
SPDR SERIES TRUST,78468R796,13023,714357,SOLE
SPDR SERIES TRUST,78464A763,4064,569221,SOLE
STARBUCKS CORP,855244109,222347,18810553,SOLE
T ROWE PRICE ETF INC,87283Q107,76275,3728322,SOLE
TARGET CORP,87612E106,177721,15941573,SOLE
TE CONNECTIVITY PLC,G87052109,47546,10437754,SOLE
TESLA INC,88160R101,595,264608,SOLE
TEXAS INSTRS INC,882508104,102326,18800267,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,21511,10433096,SOLE
TYSON FOODS INC,902494103,362906,19705819,SOLE
UNITEDHEALTH GROUP INC,91324P102,745,257127,SOLE
US BANCORP DEL,902973304,715764,34592881,SOLE
VANGUARD INDEX FDS,922908363,27302,16719203,SOLE
VANGUARD INDEX FDS,922908744,20847,3887763,SOLE
VANGUARD INDEX FDS,922908751,1147,291824,SOLE
VANGUARD INDEX FDS,922908629,3940,1157416,SOLE
VANGUARD INDEX FDS,922908769,3134,1028508,SOLE
VANGUARD INDEX FDS,922908736,3145,1508536,SOLE
VANGUARD INTL EQUITY INDEX F,922042858,40942,2218289,SOLE
VANGUARD SPECIALIZED FUNDS,921908844,3514,758387,SOLE
VANGUARD TAX-MANAGED FDS,921943858,220304,13200649,SOLE
VANGUARD WHITEHALL FDS,921946406,89436,12606089,SOLE
VISA INC,92826C839,1138,388367,SOLE
WALMART INC,931142103,3731,384523,SOLE
WELLS FARGO CO NEW,949746101,218757,18336203,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,120206,11840313,SOLE
