Company,CUSIP,Shares,Value,Discretion
ABBVIE INC,00287Y109,38813,8986653,SOLE
ACCENTURE PLC IRELAND,G1151C101,9345,2304477,SOLE
AFLAC INC,001055102,6236,696512,SOLE
ALPHABET INC,02079K305,3947,959612,SOLE
ALPHABET INC,02079K107,160604,39115177,SOLE
AMAZON COM INC,023135106,125844,27631537,SOLE
AMERICAN ELEC PWR CO INC,025537101,191116,21500547,SOLE
AMERICAN EXPRESS CO,025816109,3068,1019069,SOLE
AMGEN INC,031162100,106231,29978254,SOLE
AMPHENOL CORP NEW,032095101,3056,378180,SOLE
AON PLC,G0403H108,648,231064,SOLE
APPLE INC,037833100,148549,37825094,SOLE
APPLIED MATLS INC,038222105,72513,14846317,SOLE
AST SPACEMOBILE INC,00217D100,5900,289572,SOLE
BANK AMERICA CORP,060505104,57748,2979215,SOLE
BANK NEW YORK MELLON CORP,064058100,268595,29266109,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,11601,5832287,SOLE
BROADCOM INC,11135F101,1119,369169,SOLE
CAPITAL ONE FINL CORP,14040H105,3178,675579,SOLE
CISCO SYS INC,17275R102,134350,9192233,SOLE
COMCAST CORP NEW,20030N101,846697,26603232,SOLE
COMPUGEN LTD,M25722105,93833,137935,SOLE
CONSTELLATION BRANDS INC,21036P108,38878,5235700,SOLE
COSTCO WHSL CORP NEW,22160K105,564,522382,SOLE
CVS HEALTH CORP,126650100,6177,465684,SOLE
DANAHER CORPORATION,235851102,1704,337835,SOLE
DOCGO INC,256086109,100000,136000,SOLE
EA SERIES TRUST,02072Q812,414268,48392675,SOLE
EATON CORP PLC,G29183103,863,322978,SOLE
ELI LILLY & CO,532457108,328,250566,SOLE
EXXON MOBIL CORP,30231G102,4794,540513,SOLE
FEDEX CORP,31428X106,55499,13087208,SOLE
FISERV INC,337738108,78306,10095944,SOLE
GENERAC HLDGS INC,368736104,66890,11197386,SOLE
GENERAL DYNAMICS CORP,369550108,30922,10544500,SOLE
