Company,CUSIP,Shares,Value,Discretion,PutCall
ACUITY INC,00508Y102,68646,25856202,SOLE,
AFFIRM HLDGS INC,00827B106,4425406,360891859,SOLE,
AGILON HEALTH INC,00857U206,440642,47228010,SOLE,
ANDERSEN GROUP INC,033853102,1670485,63010694,SOLE,
API GROUP CORP,00187Y100,12131313,513761106,SOLE,
APPLIED INDL TECHNOLOGIES IN,03820C105,162070,54803971,SOLE,
AURORA INNOVATION INC,051774107,10889415,74265810,SOLE,
BIO-TECHNE CORP,09073M104,501963,35463686,SOLE,
CARVANA CO,146869102,6720882,442368453,SOLE,
CLEAN HARBORS INC,184496107,892405,266605994,SOLE,
COUPANG INC,22266T109,3881925,67429037,SOLE,
CRH PLC,G25508105,2665296,285186672,SOLE,
DOORDASH INC,25809K105,4154183,766571389,SOLE,
ENTEGRIS INC,29362U104,293139,52723981,SOLE,
FABRINET,G3323L100,603340,339125347,SOLE,
FERGUSON ENTERPRISES INC,31488V107,2979735,707180508,SOLE,
FLOWSERVE CORP,34354P105,2911004,215880057,SOLE,
GOOSEHEAD INS INC,38267D109,1837151,89101824,SOLE,
MADISON AIR SOLUTIONS CORP,55658T105,10196486,397662954,SOLE,
MEDLINE INC,58507V107,2627321,103621540,SOLE,
MERCADOLIBRE  INC,58733R102,308663,523921490,SOLE,
OPTION CARE HEALTH INC,68404L201,6163722,129253250,SOLE,
PRIVIA HEALTH GROUP INC,74276R102,11635948,299392942,SOLE,
QNITY ELECTRONICS INC,74743L100,4553414,743618040,SOLE,
RBC BEARINGS INC,75524B104,1708921,1100647659,SOLE,
ROCKET COS INC,77311W101,16488238,259689749,SOLE,
ROLLINS INC,775711104,1165673,48655191,SOLE,
SHIFT4 PMTS INC,82452J109,4423633,215165509,SOLE,
SHOPIFY INC,82509L107,2335694,266689541,SOLE,
TWILIO INC,90138F102,1846153,380916748,SOLE,
UL SOLUTIONS INC,903731107,2937488,299212528,SOLE,
VSE CORP,918284100,980310,224000835,SOLE,
WARBY PARKER INC,93403J106,6396513,194070204,SOLE,
WIX COM LTD,M98068105,2041688,92631385,SOLE,
XOMETRY INC,98423F109,1014976,97965484,SOLE,
XPO INC,983793100,2424919,497811622,SOLE,
