Company,CUSIP,Shares,Value,Discretion,PutCall
ADVANCED MICRO DEVICES INC,007903107,950000,153700500,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,6450000,1152808500,SOLE,
ALPHABET INC,02079K107,1387500,337925625,SOLE,
AMAZON COM INC,023135106,2500000,548925000,SOLE,
AMERICAN AIRLS GROUP INC,02376R102,9250000,103970000,SOLE,
ASML HOLDING N V,N07059210,64000,61957760,SOLE,
BAIDU INC,056752108,1045000,137699650,SOLE,
BLOCK INC,852234103,370000,26739900,SOLE,
CAESARS ENTERTAINMENT INC NE,12769G100,2100000,56752500,SOLE,
CITIZENS FINL GROUP INC,174610105,600000,31896000,SOLE,
COMERICA INC,200340107,462500,31690500,SOLE,
CORNING INC,219350105,1625000,133298750,SOLE,
DELTA AIR LINES INC DEL,247361702,462500,26246875,SOLE,
DEUTSCHE BANK A G,D18190898,3790000,134203900,SOLE,
ENERGY TRANSFER L P,29273V100,4957235,85066153,SOLE,
FISERV INC,337738108,925000,119260250,SOLE,
GOODYEAR TIRE & RUBR CO,382550101,5140000,38447200,SOLE,
IQVIA HLDGS INC,46266C105,285000,54132900,SOLE,
ISHARES TR,464287184,1110000,45665400,SOLE,
JD.COM INC,47215P106,6225000,217750500,SOLE,
KEYCORP,493267108,2020000,37753800,SOLE,
KRANESHARES TRUST,500767306,7400000,310874000,SOLE,
L3HARRIS TECHNOLOGIES INC,502431109,300000,91623000,SOLE,
LAM RESEARCH CORP,512807306,370000,49543000,SOLE,
LYFT INC,55087P104,5600000,123256000,SOLE,
META PLATFORMS INC,30303M102,370000,271720600,SOLE,
MICRON TECHNOLOGY INC,595112103,500000,83660000,SOLE,
MICROSOFT CORP,594918104,462500,239551875,SOLE,
MOHAWK INDS INC,608190104,161500,20820580,SOLE,
MPLX LP,55336V100,535000,26723250,SOLE,
NRG ENERGY INC,629377508,1870000,302846500,SOLE,
NVIDIA CORPORATION,67066G104,1900000,354502000,SOLE,
OWENS CORNING NEW,690742101,161500,22845790,SOLE,
PDD HOLDINGS INC,722304102,1800000,237906000,SOLE,
QUALCOMM INC,747525103,1245000,207118200,SOLE,
RTX CORPORATION,75513E101,509500,85254635,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,1060000,296047400,SOLE,
TRUIST FINL CORP,89832Q109,1387500,63436500,SOLE,
UBER TECHNOLOGIES INC,90353T100,2406983,235812125,SOLE,
UNITED AIRLS HLDGS INC,910047109,462500,44631250,SOLE,
UNITEDHEALTH GROUP INC,91324P102,203500,70268550,SOLE,
VISTRA CORP,92840M102,1245000,243920400,SOLE,
WESTERN ALLIANCE BANCORP,957638109,195000,16910400,SOLE,
WHIRLPOOL CORP,963320106,5500000,432300000,SOLE,
ZIONS BANCORPORATION N A,989701107,285000,16125300,SOLE,
