Company,CUSIP,Shares,Value,Discretion,PutCall
BERKSHIRE HATHAWAY INC DEL,084670108,145,115774032,SOLE,
ISHARES TR,46436E718,581100,58499337,SOLE,
PDD HOLDINGS INC,722304102,306751,36303981,SOLE,
SMITH & WESSON BRANDS INC,831754106,648956,6048270,SOLE,
