Company,CUSIP,Shares,Value,Discretion
Barrick Gold Corporation,067901108,3852852,74899443,SOLE
Baxter International Inc.,071813109,2825902,96730626,SOLE
"Berkshire Hathaway, Inc. C",084670702,142122,75691335,SOLE
Bristol-Myers Squibb Company,110122108,1425166,86920874,SOLE
"CF Industries Holdings, Inc",125269100,1008292,78798020,SOLE
CSX Corporation,126408103,3110510,91542309,SOLE
"Coterra Energy, Inc.",127097103,3923633,113392994,SOLE
Citigroup Inc.,172967424,1357898,96397179,SOLE
The Walt Disney Company,254687106,931964,91984847,SOLE
"Hologic, Inc.",436440101,1383628,85466702,SOLE
The Kroger Co.,501044101,1197118,81032917,SOLE
Lennar Corporation,526057104,466752,53573795,SOLE
"Mohawk Industries, Inc.",608190104,535637,61159032,SOLE
Newmont Corporation,651639106,288105,13909709,SOLE
PVH Corp.,693656100,877907,56747908,SOLE
Public Service Enterprise Group,744573106,773096,63625801,SOLE
Southwest Airlines Co.,844741108,2857308,95948403,SOLE
Teva Pharmaceutical Industries,881624209,5452089,83798608,SOLE
Wells Fargo & Company,949746101,1248386,89621631,SOLE
The AES Corporation,00130H105,6097946,75736489,SOLE
"Avantor, Inc.",05352A100,4172352,67633826,SOLE
Capital One Financial Corp,14040H105,600140,107605102,SOLE
"EOG Resources, Inc.",26875P101,724357,92891541,SOLE
Fidelity National Information Services,31620M106,1300242,97102072,SOLE
GE HealthCare Technologies,36266G107,781197,63050410,SOLE
General Motors Company,37045V100,975713,45887782,SOLE
Incyte Corporation,45337C102,1494838,90512441,SOLE
"Kinder Morgan, Inc.",49456B101,2397307,68395169,SOLE
"Match Group, Inc.",57667L107,2014123,62840638,SOLE
Organon & Company,68622V106,4977078,74108691,SOLE
"PayPal Holdings, Inc.",70450Y103,1239788,80896167,SOLE
"Zimmer Biomet Holdings, Inc",98956P102,798486,90372646,SOLE
Willis Towers Watson PLC,G96629103,230708,77967769,SOLE
Perrigo Company PLC,G97822103,3285167,92116082,SOLE
Check Point Software,M22465104,270886,61740337,SOLE
NXP Semiconductors NV,N6596X109,301379,57280092,SOLE
Flex Ltd.,Y2573F102,1730945,57259661,SOLE
