Company,CUSIP,Shares,Value,Discretion,PutCall
908 DEVICES INC,65443P102,803606,4918069,SOLE,
AAR CORP,000361105,62,6787,SOLE,
AAR CORP,000361105,63930,6997778,SOLE,
ABM INDS INC,000957100,103,3968,SOLE,
ABM INDS INC,000957100,292872,11281429,SOLE,
ACCENTURE PLC IRELAND,G1151C101,39,7733,SOLE,
ACCENTURE PLC IRELAND,G1151C101,90205,17886749,SOLE,
ACCO BRANDS CORP,00081T108,831369,2494107,SOLE,
ADTRAN HOLDINGS INC,00486H105,1368707,17218334,SOLE,
ADVANCED DRAIN SYS INC DEL,00790R104,26,3565,SOLE,
ADVANCED DRAIN SYS INC DEL,00790R104,5300,726789,SOLE,
ADVANCED ENERGY INDS,007973100,18,5809,SOLE,
ADVANCED ENERGY INDS,007973100,81800,26397678,SOLE,
ADVANSIX INC,00773T101,82460,2012024,SOLE,
AEBI SCHMIDT HLDG AG,H00501108,311189,3021645,SOLE,
AGNICO EAGLE MINES LTD,008474108,5193057,1054304432,SOLE,
AIR PRODUCTS AND CHEMICALS I,009158106,17,4938,SOLE,
AIRGAIN INC,00938A104,372903,2050967,SOLE,
ALAMOS GOLD INC,011532108,6169791,274546129,SOLE,
ALBANY INTL CORP,012348108,204829,10694122,SOLE,
ALLEGIANT TRAVEL CO,01748X102,47943,3885301,SOLE,
ALPHA & OMEGA SEMICONDUCTOR,G6331P104,40000,886400,SOLE,
ALPHABET INC,02079K107,172800,49569388,SOLE,
ALPHABET INC,02079K107,7231848,2074527917,SOLE,
ALPHABET INC,02079K305,43,12365,SOLE,
ALPHABET INC,02079K305,1198194,344552667,SOLE,
ALPHATEC HLDGS INC,02081G201,696637,7579411,SOLE,
ALTA EQUIPMENT GROUP INC,02128L106,730437,3922447,SOLE,
ALTISOURCE PORTFOLIO SOLUTIO,L0175J112,2834,1077,SOLE,
ALTISOURCE PORTFOLIO SOLUTIO,L0175J120,2834,567,SOLE,
ALTISOURCE PORTFOLIO SOLUTIO,L0175J138,435686,2775320,SOLE,
AMBEV SA,02319V103,14813129,43254337,SOLE,
AMBEV SA,02319V103,332171428,969940570,SOLE,
AMBIQ MICRO INC,023193105,279073,7091245,SOLE,
AMERESCO INC,02361E108,109,2780,SOLE,
AMERESCO INC,02361E108,555225,14158238,SOLE,
AMERICAN EXPRESS CO,025816109,39043,11809584,SOLE,
AMERICAN EXPRESS CO,025816109,1623585,491101991,SOLE,
AMERICAN WTR WKS CO INC NEW,030420103,616,83831,SOLE,
AMERIS BANCORP,03076K108,63,4913,SOLE,
AMERIS BANCORP,03076K108,247408,19295350,SOLE,
AMTECH SYS INC,032332504,397,4637,SOLE,
AMTECH SYS INC,032332504,832056,9718414,SOLE,
ANALOG DEVICES INC,032654105,48,15271,SOLE,
ANGIODYNAMICS INC,03475V101,275735,3135107,SOLE,
ANGLOGOLD ASHANTI PLC,G0378L100,1490679,145132507,SOLE,
ARAMARK,03852U106,11000,445940,SOLE,
ARCOSA INC,039653100,38,4033,SOLE,
ARCOSA INC,039653100,126598,13437112,SOLE,
ARLO TECHNOLOGIES INC,04206A101,92500,1316275,SOLE,
ARTIVION INC,228903100,86,3149,SOLE,
ARTIVION INC,228903100,311515,11407679,SOLE,
ASTEC INDS INC,046224101,260250,14011860,SOLE,
ASTRONICS CORP,046433108,192326,12833914,SOLE,
ATRICURE INC,04963C209,262143,7478940,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,50911,10344101,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,2798873,568675016,SOLE,
AVEANNA HEALTHCARE HLDGS INC,05356F105,766667,4937335,SOLE,
AVIAT NETWORKS INC,05366Y201,291156,6583037,SOLE,
AVIDBANK HLDGS INC,05368J103,197340,5624190,SOLE,
AXCELIS TECHNOLOGIES INC,054540208,21,1955,SOLE,
AXCELIS TECHNOLOGIES INC,054540208,100530,9357332,SOLE,
AXIS CAP HLDGS LTD,G0692U109,90749,9202856,SOLE,
AXOGEN INC,05463X106,135,4473,SOLE,
AXOGEN INC,05463X106,354455,11743094,SOLE,
AXOS FINANCIAL INC,05465C100,40,3404,SOLE,
AXOS FINANCIAL INC,05465C100,164572,14003431,SOLE,
B2GOLD CORP,11777Q209,9702684,44089315,SOLE,
BANK AMERICA CORP,060505682,29641,35319030,SOLE,
BANK NEW YORK MELLON CORP,064058100,222241,26364496,SOLE,
BANK NEW YORK MELLON CORP,064058100,9645836,1144285525,SOLE,
BARRICK MNG CORP,06849F108,603459,24615078,SOLE,
BARRICK MNG CORP,06849F108,19967773,814485461,SOLE,
BEAZER HOMES USA INC,07556Q881,143,2751,SOLE,
BEAZER HOMES USA INC,07556Q881,694528,13362719,SOLE,
BECTON DICKINSON & CO,075887109,224426,35286508,SOLE,
BECTON DICKINSON & CO,075887109,11703685,1840170393,SOLE,
BELDEN INC,077454106,60,6890,SOLE,
BELDEN INC,077454106,102506,11770764,SOLE,
BENCHMARK ELECTRS INC,08160H101,90,5045,SOLE,
BENCHMARK ELECTRS INC,08160H101,296479,16620613,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,565,405749100,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,21273,10193921,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,36330,17409336,SOLE,
BETA BIONICS INC,08659B102,242000,2424840,SOLE,
BIO RAD LABS INC,090572207,46563,12979475,SOLE,
BIO RAD LABS INC,090572207,2556209,712543259,SOLE,
BLACK HILLS CORP,092113109,128770,8937926,SOLE,
BLACK STONE MINERALS L P,09225M101,30003,453645,SOLE,
BOISE CASCADE CO DEL,09739D100,55,4172,SOLE,
BOISE CASCADE CO DEL,09739D100,170253,12913690,SOLE,
BRAZE INC,10576N102,158500,3742185,SOLE,
BRITISH AMERN TOB PLC,110448107,1666636,97448205,SOLE,
BRITISH AMERN TOB PLC,110448107,1886,110274,SOLE,
BROOKDALE SR LIVING INC,112463104,398,5445,SOLE,
BROOKDALE SR LIVING INC,112463104,1865186,25515744,SOLE,
BROWN & BROWN INC,115236101,133659,8715921,SOLE,
BROWN & BROWN INC,115236101,8689503,566642491,SOLE,
BXP INC,101121101,189814,9851332,SOLE,
BXP INC,101121101,9154647,475126179,SOLE,
C H ROBINSON WORLDWIDE IN,12541W209,107912,17920924,SOLE,
C H ROBINSON WORLDWIDE IN,12541W209,5622071,933657331,SOLE,
CABOT CORP,127055101,136650,10291112,SOLE,
CAE INC,124765108,935036,24350123,SOLE,
CANADIAN NATL RY CO,136375102,2400,247069,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,58,4562,SOLE,
CANADIAN PACIFIC KANSAS CITY,13646K108,3324,261626,SOLE,
CARDINAL HEALTH INC,14149Y108,5800,1225598,SOLE,
CAREDX INC,14167L103,244,4236,SOLE,
CAREDX INC,14167L103,575121,9984101,SOLE,
CARLISLE COS INC,142339100,12,4003,SOLE,
CARLISLE COS INC,142339100,793153,264611704,SOLE,
CASEYS GEN STORES INC,147528103,800,582288,SOLE,
CECO ENVIRONMENTAL CORP,125141101,64,3813,SOLE,
CECO ENVIRONMENTAL CORP,125141101,242447,14444992,SOLE,
CENTRAL GARDEN & PET CO,153527205,260438,8443400,SOLE,
CENTURY ALUM CO,156431108,31,1819,SOLE,
CENTURY ALUM CO,156431108,163056,9569757,SOLE,
CENTURY COMMUNITIES INC,156504300,69,3959,SOLE,
CENTURY COMMUNITIES INC,156504300,256647,14726405,SOLE,
CERAGON NETWORKS LTD,M22013102,256987,555092,SOLE,
CHAMPION HOMES INC,830830105,55,4090,SOLE,
CHAMPION HOMES INC,830830105,136116,10122947,SOLE,
CHARTER COMMUNICATIONS INC,16119P108,74007,15976551,SOLE,
CHARTER COMMUNICATIONS INC,16119P108,3506153,756908310,SOLE,
CHEESECAKE FACTORY INC,163072101,147591,8080607,SOLE,
CHEFS WHSE INC,163086101,59,3508,SOLE,
CHEFS WHSE INC,163086101,167413,9952703,SOLE,
CHEWY INC,16679L109,21500,580500,SOLE,
CIENA CORP,171779309,2600,1009398,SOLE,
CITIZENS INC,174740100,582750,2931233,SOLE,
CLARUS CORP NEW,18270P109,508500,1383120,SOLE,
CLEAN HARBORS INC,184496107,16,4588,SOLE,
CLEAN HARBORS INC,184496107,3800,1089574,SOLE,
CLOROX CO DEL,189054109,35,3627,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,392739,38311689,SOLE,
COEUR MNG INC,192108504,535930,10059406,SOLE,
COHEN & STEERS INC,19247A100,61,3816,SOLE,
COHERENT CORP,19247G107,17,4050,SOLE,
COHERENT CORP,19247G107,4500,1071945,SOLE,
COHU INC,192576106,163,4991,SOLE,
COHU INC,192576106,473905,14510971,SOLE,
COLGATE PALMOLIVE CO,194162103,150333,12812917,SOLE,
COLGATE PALMOLIVE CO,194162103,7966449,678980448,SOLE,
COLLIERS INTL GROUP INC,194693107,31,3314,SOLE,
COLLIERS INTL GROUP INC,194693107,7858,839942,SOLE,
COLUMBIA BKG SYS INC,197236102,229000,6281470,SOLE,
COLUMBUS MCKINNON CORP N Y,199333105,334581,4861462,SOLE,
COMCAST CORP NEW,20030N101,686767,19717091,SOLE,
COMCAST CORP NEW,20030N101,37093870,1064965008,SOLE,
COMMERCIAL METALS CO,201723103,67,4116,SOLE,
COMMERCIAL METALS CO,201723103,285479,17536975,SOLE,
COMPANIA CERVECERIAS UNIDAS,204429104,1361536,15453436,SOLE,
COMPANIA CERVECERIAS UNIDAS,204429104,14758922,167513765,SOLE,
CONCENTRA GROUP HOLDINGS PAR,20603L102,167,3582,SOLE,
CONCENTRA GROUP HOLDINGS PAR,20603L102,399659,8572686,SOLE,
CONCRETE PUMPING HLDGS INC,206704108,656001,4683847,SOLE,
COVENANT LOGISTICS GROUP INC,22284P105,248154,6737381,SOLE,
CRH PLC,G25508105,2964,305046,SOLE,
CROSS CTRY HEALTHCARE INC,227483104,589713,5543302,SOLE,
CRYOPORT INC,229050307,744849,6167350,SOLE,
CULLEN FROST BANKERS INC,229899109,2265874,310606008,SOLE,
CUMMINS INC,231021106,20065,10795161,SOLE,
CUMMINS INC,231021106,747166,401990251,SOLE,
CURTISS WRIGHT CORP,231561101,1401,954249,SOLE,
CUSTOM TRUCK ONE SOURCE INC,23204X103,469,3081,SOLE,
CUSTOM TRUCK ONE SOURCE INC,23204X103,765353,5028369,SOLE,
DEERE & CO,244199105,533025,300252983,SOLE,
DELTA AIR LINES INC,247361702,46,3058,SOLE,
DELTA AIR LINES INC,247361702,12000,797760,SOLE,
DENTSPLY SIRONA INC,24906P109,15127933,175484023,SOLE,
DEXCOM INC,252131107,58,3642,SOLE,
DIAGEO PLC,25243Q205,158936,11832806,SOLE,
DIAGEO PLC,25243Q205,258,19208,SOLE,
DIANA SHIPPING INC,Y2066G104,1264601,3161503,SOLE,
DIGI INTL INC,253798102,173709,8372774,SOLE,
DIME CMNTY BANCSHARES INC,25432X102,116,3923,SOLE,
DIME CMNTY BANCSHARES INC,25432X102,269044,9099068,SOLE,
DISNEY WALT CO,254687106,77538,7473070,SOLE,
DISNEY WALT CO,254687106,5176545,498915407,SOLE,
DNOW INC,67011P100,224,2668,SOLE,
DNOW INC,67011P100,353534,4210590,SOLE,
DOLLAR GEN CORP,256677105,87117,10343379,SOLE,
DOLLAR GEN CORP,256677105,4368505,518672599,SOLE,
DONALDSON INC,257651109,3200,271584,SOLE,
DOORDASH INC,25809K105,17,2553,SOLE,
DORIAN LPG LTD,Y2106R110,394925,13506435,SOLE,
DORMAN PRODS INC,258278100,91342,9532451,SOLE,
DOUBLEVERIFY HLDGS INC,25862V105,635000,6032500,SOLE,
DOUGLAS ELLIMAN INC,25961D105,1630871,2674628,SOLE,
DOUGLAS EMMETT INC,25960P109,13958053,131484859,SOLE,
DUCOMMUN INC DEL,264147109,153776,18760672,SOLE,
DYCOM INDS INC,267475101,31392,10636237,SOLE,
EAGLE MATLS INC,26969P108,41,7767,SOLE,
EAGLE MATLS INC,26969P108,65492,12407459,SOLE,
EASTGROUP PPTYS INC,277276101,1129,208967,SOLE,
EASTMAN KODAK CO,277461406,292500,2647125,SOLE,
