Company,CUSIP,Shares,Value,Discretion,PutCall
The AES Corporation,00130H105,5895812,77588886,SOLE,
"Albertsons Companies, Inc.",013091103,4902179,85837154,SOLE,
Alphabet Inc. Cl A,02079K305,324214,78816423,SOLE,
"Applied Materials, Inc.",038222105,399239,81740193,SOLE,
Bank of America Corporatio,060505104,1879690,96973208,SOLE,
Barrick Mining Corporation,06849F108,1164080,38146902,SOLE,
"Berkshire Hathaway, Inc. C",084670702,179234,90108101,SOLE,
CSX Corporation,126408103,2416667,85815845,SOLE,
"Coterra Energy, Inc.",127097103,4241760,100317624,SOLE,
Capital One Financial Corp,14040H105,457286,97209858,SOLE,
Citigroup Inc.,172967424,988934,100376802,SOLE,
The Walt Disney Company,254687106,715025,81870363,SOLE,
EQT Corporation,26884L109,1526821,83104867,SOLE,
Fidelity National Informat,31620M106,1393298,91874070,SOLE,
GE HealthCare Technologies,36266G107,980756,73654776,SOLE,
General Motors Company,37045V100,1487512,90693607,SOLE,
"Hologic, Inc.",436440101,1337653,90278201,SOLE,
Huntington Ingalls Industr,446413106,287030,82638808,SOLE,
Incyte Corporation,45337C102,849856,72076288,SOLE,
International Paper Compan,460146103,1551437,71986677,SOLE,
"Kinder Morgan, Inc.",49456B101,2670908,75613406,SOLE,
"Kyndryl Holdings, Inc.",50155Q100,2035069,61113122,SOLE,
"Marvell Technology, Inc.",573874104,860774,72365271,SOLE,
"Mohawk Industries, Inc.",608190104,661166,85237521,SOLE,
Newmont Corporation,651639106,88665,7475346,SOLE,
"PayPal Holdings, Inc.",70450Y103,1069187,71699680,SOLE,
Public Service Enterprise,744573106,817347,68215781,SOLE,
QUALCOMM Incorporated,747525103,568454,94568007,SOLE,
"Regeneron Pharmaceuticals,",75886F107,115028,64676793,SOLE,
Southwest Airlines Co.,844741108,2537637,80975997,SOLE,
Teva Pharmaceutical Indust,881624209,5647449,114078470,SOLE,
"Warner Bros. Discovery, In",934423104,4340858,84776957,SOLE,
Wells Fargo & Company,949746101,925667,77589408,SOLE,
"Zimmer Biomet Holdings, In",98956P102,896284,88283974,SOLE,
Willis Towers Watson PLC,G96629103,247551,85516493,SOLE,
Perrigo Company PLC,G97822103,3650998,81307725,SOLE,
Check Point Software,M22465104,353313,73103993,SOLE,
Flex Ltd.,Y2573F102,1171628,67919276,SOLE,
