Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HOLDING LTD,01609W102,646604,46555488,SOLE,
ALPHABET INC,02079K107,488348,89572791,SOLE,
ANALOG DEVICES INC,032654105,309829,70721611,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,488305,28394960,SOLE,
APTIV PLC,G6095L109,397969,28024968,SOLE,
ARCELORMITTAL SA,03938L203,341165,7822924,SOLE,
ASTRAZENECA PLC,046353108,450588,35141382,SOLE,
AUTOHOME INC,05278C107,555591,15250973,SOLE,
B2GOLD CORP,11777Q209,1017504,2729009,SOLE,
BANCO BRADESCO SA,059460303,50757586,113696992,SOLE,
BARCLAYS PLC,06738E204,5411878,57961216,SOLE,
BERRY GLOBAL GROUP INC,08579W103,670935,39484531,SOLE,
BP PLC,055622104,1315759,47498891,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,727352,30206934,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,732823,22666209,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,8018251,631325680,SOLE,
CELESTICA INC,15101Q108,238160,13635002,SOLE,
CHECK POINT SOFTWARE TECHNOLOGIES LTD,M22465104,215009,35476450,SOLE,
CITIGROUP INC,172967424,1165413,73957049,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,1315737,47405972,SOLE,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,192446102,893875,60783494,SOLE,
CONCENTRIX CORP,20602D101,564732,35736207,SOLE,
CREDICORP LTD,G2519Y108,46793,7549115,SOLE,
DAQO NEW ENERGY CORP,23703Q203,224184,3273086,SOLE,
DIAGEO PLC,25243Q205,236066,29763148,SOLE,
DR REDDY'S LABORATORIES LTD,256135203,106174,8089397,SOLE,
FINVOLUTION GROUP,31810T101,3988297,19024177,SOLE,
FISERV INC,337738108,430954,64229325,SOLE,
GENPACT LTD,G3922B107,2100269,67607645,SOLE,
GERDAU SA,373737105,2670178,8811587,SOLE,
GOLDEN OCEAN GROUP LTD,G39637205,13809,191815,SOLE,
GSK PLC,37733W204,753535,29011113,SOLE,
HDFC BANK LTD,40415F101,118654,7633012,SOLE,
HELLO GROUP INC,423403104,1883974,11529921,SOLE,
ICICI BANK LTD,45104G104,441801,12728287,SOLE,
INFOSYS LTD,456788108,530713,9881876,SOLE,
ING GROEP NV,456837103,1377005,23601863,SOLE,
INTERNATIONAL FLAVORS & FRAGRANCES INC,459506101,347776,33111732,SOLE,
IQIYI INC,46267X108,7529022,27631511,SOLE,
ISHARES MSCI ACWI ETF,464288257,10175,1143616,SOLE,
ISHARES MSCI EAFE ETF,464287465,9482,742686,SOLE,
ISHARES MSCI INDIA ETF,46429B598,89847,5011666,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,58395,4722988,SOLE,
ISHARES MSCI SAUDI ARABIA ETF,46434V423,127525,5180066,SOLE,
JD.COM INC,47215P106,982553,25389170,SOLE,
JINKOSOLAR HOLDING CO LTD,47759T100,551670,11430602,SOLE,
JONES LANG LASALLE INC,48020Q107,287045,58924675,SOLE,
KONINKLIJKE PHILIPS NV,500472303,1289127,32485999,SOLE,
