Company,CUSIP,Shares,Value,Discretion,PutCall
BERKSHIRE HATHAWAY INC DEL,084670108,145,104130300,SOLE,
CROCS INC,227046109,594570,49361201,SOLE,
ISHARES TR,46436E718,460000,46303600,SOLE,
PAYPAL HLDGS INC,70450Y103,628907,28445464,SOLE,
PDD HOLDINGS INC,722304102,415004,42405109,SOLE,
