Company,CUSIP,Shares,Value,Discretion
3M Company,88579Y101,2000,273400,SOLE
Abbott Labs,002824100,1800,205218,SOLE
Abbvie,00287Y109,21564,4258459,SOLE
Adobe,00724F101,13402,6939288,SOLE
Alphabet Class A,02079K305,178004,29521963,SOLE
Alphabet Class C,02079K107,7389,1235367,SOLE
Altria Group,02209S103,69232,3533601,SOLE
Amazon.com,023135106,82486,15369616,SOLE
American Express,025816109,66250,17967000,SOLE
American Tower,03027X100,42171,9807340,SOLE
Amgen,031162100,12158,3917491,SOLE
Amphenol,032095101,104027,6778399,SOLE
Ansys,03662Q105,7779,2478623,SOLE
Apple,037833100,61568,14345379,SOLE
Applied Materials,038222105,52284,10563982,SOLE
Arthur J. Gallagher,363576109,20849,5866283,SOLE
Aspen Technology,29109X106,8314,1985549,SOLE
Axsome Therapeutics,05464T104,11823,1062533,SOLE
BWX Technologies,05605H100,17189,1868444,SOLE
Berkshire Hathaway B,084670702,58027,26707507,SOLE
Blackstone Group,09260D107,23323,3571451,SOLE
Blueprint Medicines,09627Y109,16313,1508953,SOLE
Broadcom Limited,11135F101,80472,13881420,SOLE
CCC Intel Solutions,12510Q100,110062,1216185,SOLE
CNA Financial,126117100,72162,3531608,SOLE
Casey's General Stores,147528103,19273,7241059,SOLE
Chubb Limited,H1467J104,53497,15428000,SOLE
Church & Dwight,171340102,14111,1477704,SOLE
Constellation Software,21037X100,2596,8446022,SOLE
Cooper Companies,216648501,16058,1771840,SOLE
Copart,217204106,142044,7443106,SOLE
Costco,22160K105,643,570032,SOLE
Danaher,235851102,19921,5538436,SOLE
Digital Realty Trust,253868103,25165,4072452,SOLE
Dynatrace,268150109,46738,2499081,SOLE
EOG Resources,26875P101,142234,17484826,SOLE
Eaton,G29183103,41092,13619532,SOLE
Edwards Lifesciences,28176E108,3324,219351,SOLE
Eli Lilly,532457108,398,352604,SOLE
Enbridge,29250N105,123991,5035290,SOLE
Entegris,29362U104,15137,1703367,SOLE
Fiserv,337738108,151450,27207993,SOLE
General Dynamics Corp,369550108,56037,16934381,SOLE
Halozyme Therapeutics,40637H109,55258,3162968,SOLE
Hewlett Packard Enterprise,42824C109,184556,3776016,SOLE
Home Depot,437076102,49348,19995846,SOLE
Honeywell,438516106,58837,12162196,SOLE
ICF International,44925C103,12948,2159597,SOLE
JP Morgan,46625H100,87219,18390998,SOLE
Jack Henry & Associates,426281101,10370,1830720,SOLE
Johnson & Johnson,478160104,111264,18031444,SOLE
KLA,482480100,7768,6015617,SOLE
Keysight Technologies,49338L103,71925,11431040,SOLE
Lantheus Holdings,516544103,16378,1797486,SOLE
Lennar Corp Cl B,526057302,96859,16750795,SOLE
Lockheed Martin,539830109,6168,3605596,SOLE
Lonza Group ADR,54338V101,108399,6847565,SOLE
Marsh McLennan,571748102,77877,17373580,SOLE
Mettler Toledo,592688105,1343,2014097,SOLE
Microsoft,594918104,38516,16573435,SOLE
Monolithic Power Systems,609839105,3391,3134980,SOLE
Morgan Stanley,617446448,48487,5054334,SOLE
Motorola Solutions,620076307,566,254491,SOLE
NVIDIA,67066G104,2000,242880,SOLE
Natera,632307104,16075,2040721,SOLE
Northrop Grumman Corp,666807102,887,468398,SOLE
O'Reilly Automotive,67103H107,5048,5813277,SOLE
PTC Inc,69370C100,1136,205230,SOLE
Phillips 66,718546104,125686,16521483,SOLE
Pool,73278L105,14432,5437992,SOLE
Qualcomm,747525103,84201,14318417,SOLE
Qualys,74758T303,11225,1441964,SOLE
RBC Bearings,75524B104,8440,2526767,SOLE
RTX,75513E101,1689,204639,SOLE
Rocket Pharmaceuticals,77313F106,73424,1356141,SOLE
Royalty Pharma Plc,G7709Q104,857919,24270529,SOLE
Ryan Specialty Holdings,78351F107,39285,2608131,SOLE
SBA Communications,78410G104,9721,2339845,SOLE
SLB,806857108,253549,10636381,SOLE
SPS Commerce,78463M107,6715,1303852,SOLE
Sapiens,G7T16G103,49463,1843486,SOLE
ServiceNow,81762P102,9286,8305306,SOLE
Sherwin-Williams,824348106,16395,6257480,SOLE
Synopsys,871607107,11759,5954640,SOLE
Texas Instruments,882508104,66718,13781937,SOLE
Thermo Fisher Scientific,883556102,403,249284,SOLE
Tradeweb Markets,892672106,18614,2301993,SOLE
Tyler Technologies,902252105,10877,6349122,SOLE
Ulta Beauty,90384S303,26952,10487562,SOLE
Union Pacific,907818108,15293,3769449,SOLE
United Parcel Service,911312106,34176,4659556,SOLE
United Rentals,911363109,660,534422,SOLE
UnitedHealth Group,91324P102,27325,15976381,SOLE
Universal Health Services,913903100,1000,229010,SOLE
Vail Resorts,91879Q109,23958,4175640,SOLE
Veeva Systems,922475108,32571,6835676,SOLE
Verisk Analytics,92345Y106,23570,6315817,SOLE
Vertex Pharmaceuticals,92532F100,15751,7325475,SOLE
Visa,92826C839,22586,6210021,SOLE
W.R. Berkley,084423102,243713,13825838,SOLE
iShares Russell 1000 Growth,464287614,1138,427182,SOLE
Vanguard Total Bond Market ETF,921937835,16325,1226171,SOLE
