Company,CUSIP,Shares,Value,Discretion,PutCall
ABM INDS INC,000957100,1808203,79994901,SOLE,
ACCENTURE PLC IRELAND,G1151C101,49211,6123817,DFND,
ACCENTURE PLC IRELAND,G1151C101,5092965,633768507,SOLE,
ADIENT PLC,G0084W101,3771026,69311458,SOLE,
ADOBE INC,00724F101,1094,224292,SOLE,
ADVANCE AUTO PARTS INC,00751Y106,4389501,273114752,SOLE,
AEBI SCHMIDT HLDG AG,H00501108,4319337,54207679,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,26761,2568545,SOLE,
ALPHABET INC,02079K305,171157,61166377,SOLE,
AMBEV SA,02319V103,3739889,11743252,SOLE,
AMDOCS LTD,G02602103,159898,8081245,DFND,
AMDOCS LTD,G02602103,13825432,698737333,SOLE,
AMERICAN INTL GROUP INC,026874784,456619,34031814,SOLE,
ARCELORMITTAL SA LUXEMBOURG,03938L203,8180,492601,SOLE,
ARCOS DORADOS HLDGS INC,G0457F107,10804358,87083125,SOLE,
ARROW ELECTRS INC,042735100,125168,26712103,SOLE,
ASSOCIATED BANC-CORP,045487105,1990243,61239777,SOLE,
AUTODESK INC,052769106,1506,292797,SOLE,
AVNET INC,053807103,3120395,277153484,SOLE,
BAIDU INC,056752108,41474,4740063,SOLE,
BANK OF AMER CORP,060505104,236574,13479987,DFND,
BANK OF AMER CORP,060505104,6073789,346084497,SOLE,
BARCLAYS PLC,06738E204,20525,551304,SOLE,
BAXTER INTL INC,071813109,1032405,22010875,DFND,
BAXTER INTL INC,071813109,64262988,1370086904,SOLE,
BREAD FINANCIAL HOLDINGS INC,018581108,327448,35478991,SOLE,
BRISTOL-MYERS SQUIBB CO,110122108,229095,13200454,DFND,
BRISTOL-MYERS SQUIBB CO,110122108,16777949,966745421,SOLE,
CAPITAL ONE FINL CORP,14040H105,69935,14030360,DFND,
CAPITAL ONE FINL CORP,14040H105,4523985,907601871,SOLE,
CBRE GROUP INC,12504L109,305781,41185643,SOLE,
CDW CORP,12514G108,100317,14108583,DFND,
CDW CORP,12514G108,2538583,357026313,SOLE,
CIA ENERGETICA DE MINAS GERA,204409601,453957,953310,SOLE,
CISCO SYS INC,17275R102,1281329,150504904,SOLE,
CITIGROUP INC,172967424,91817,12850707,DFND,
CITIGROUP INC,172967424,5456972,763757801,SOLE,
CNO FINL GROUP INC,12621E103,2441665,124476082,SOLE,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,270570,10479176,DFND,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,26258602,1016995655,SOLE,
COLUMBIA BKG SYS INC,197236102,2129322,68244770,SOLE,
CONCENTRIX CORP,20602D101,3413879,76487959,SOLE,
CONSTELLATION BRANDS INC,21036P108,599314,83358584,SOLE,
COREBRIDGE FINL INC,21871X109,518772,14852442,DFND,
COREBRIDGE FINL INC,21871X109,33270955,952547442,SOLE,
CREDICORP LTD,G2519Y108,836569,325910551,SOLE,
CVS HEALTH CORP,126650100,186848,19329426,DFND,
CVS HEALTH CORP,126650100,11582688,1198229074,SOLE,
DELTA AIR LINES INC,247361702,77286,7238607,DFND,
DELTA AIR LINES INC,247361702,2541421,238029491,SOLE,
DIAMONDROCK HOSPITALITY CO,252784301,2829560,34464041,SOLE,
DISNEY WALT CO,254687106,883495,85036394,SOLE,
DNOW INC,67011P100,2893482,37528462,SOLE,
DOCUSIGN INC,256163106,4510,200334,SOLE,
DOLLAR GEN CORP,256677105,129874,14949796,DFND,
DOLLAR GEN CORP,256677105,10092186,1161711530,SOLE,
DOUGLAS DYNAMICS INC,25960R105,1384680,74703486,SOLE,
DOW HLDGS INC,260557103,128467,3514857,DFND,
DOW HLDGS INC,260557103,12378544,338676964,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,224575,86849890,SOLE,
ENVISTA HOLDINGS CORPORATION,29415F104,1157273,30494144,SOLE,
EQUINOR ASA,29446M102,38188,1199104,SOLE,
EQUITABLE HLDGS INC,29452E101,145829,6398977,DFND,
EQUITABLE HLDGS INC,29452E101,5415975,237652983,SOLE,
EXPEDIA GROUP INC,30212P303,1060,271233,SOLE,
EXXON MOBIL CORP,30231G102,589449,80589467,SOLE,
FIFTH THIRD BANCORP,316773100,1584757,89332752,SOLE,
FRESENIUS MEDICAL CARE AG,358029106,738968,16708066,DFND,
FRESENIUS MEDICAL CARE AG,358029106,14253113,322262886,SOLE,
GE AEROSPACE,369604301,736,275065,SOLE,
GE VERNOVA INC,36828A101,184,216174,SOLE,
GENERAL DYNAMICS CORP,369550108,108574,38461254,SOLE,
GENESCO INC,371532102,1098722,37103842,SOLE,
GENPACT LIMITED,G3922B107,3319546,91287515,SOLE,
GENUINE PARTS CO,372460105,591970,69840621,SOLE,
GLOBAL PMTS INC,37940X102,181644,13180089,DFND,
GLOBAL PMTS INC,37940X102,11509981,835164221,SOLE,
GLOBANT S A,L44385109,3859718,111700239,SOLE,
GLOBE LIFE INC,37959E102,1355811,242256309,SOLE,
GSK PLC,37733W204,24507,1284635,SOLE,
HALLIBURTON CO,406216101,3925702,133277583,SOLE,
HALOZYME THERAPEUTICS INC,40637H109,4049,316915,SOLE,
HAVERTY FURNITURE COS INC,419596101,1563451,39914904,SOLE,
HCA HEALTHCARE INC,40412C101,96598,37662594,SOLE,
HDFC BANK LTD,40415F101,1613476,41676085,SOLE,
HEALTHCARE RLTY TR,42226K105,2225430,44886923,SOLE,
HELEN OF TROY LTD,G4388N106,676577,19668093,SOLE,
HOOKER FURNISHINGS CORPORATI,439038100,1542623,27504968,SOLE,
HSBC HLDGS PLC,404280406,23555,2239853,SOLE,
HUMANA INC,444859102,73718,29282264,DFND,
HUMANA INC,444859102,4329418,1719731418,SOLE,
HUNTSMAN CORP,447011107,5161672,54816957,SOLE,
ING GROEP N.V.,456837103,94897,2977858,SOLE,
ITAU UNIBANCO HLDG S A,465562106,80241,655569,SOLE,
JPMORGAN CHASE & CO,46625H100,334094,109358989,SOLE,
KASPI KZ JSC,48581R205,3071888,266148376,SOLE,
KB FINL GROUP INC,48241A105,7640,801894,SOLE,
KE HLDGS INC,482497104,8877643,128992153,SOLE,
KEYCORP,493267108,1597019,36811288,SOLE,
KNIGHT-SWIFT TRANSN HLDGS IN,499049104,59406,4625945,SOLE,
KONINKLIJKE PHILIPS N V,500472303,48243,1311725,SOLE,
KOPPERS HOLDINGS INC,50060P106,1061285,47651697,SOLE,
KORN FERRY,500643200,867680,57770134,SOLE,
KT CORP,48268K101,7286500,125910720,SOLE,
LEAR CORP,521865204,94152,12622017,DFND,
LEAR CORP,521865204,6544261,877323630,SOLE,
LEIDOS HOLDINGS INC,525327102,247849,25521012,SOLE,
LKQ CORP,501889208,15142285,398696364,SOLE,
MAGNA INTL INC,559222401,223430,20837082,DFND,
MAGNA INTL INC,559222401,23659394,2206475051,SOLE,
MAGNUM ICE CREAM CO NV,N5505D105,13199616,201109348,SOLE,
MALIBU BOATS INC,56117J100,1794261,49216579,SOLE,
MANPOWERGROUP INC WIS,56418H100,351121,11857356,SOLE,
MARCUS & MILLICHAP INC,566324109,2141001,66735001,SOLE,
MASTERBRAND INC,57638P104,15329483,157740380,SOLE,
MEDTRONIC PLC,G5960L103,107431,8404327,DFND,
