Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,1087181,341157,SOLE,
AMAZON COM INC,023135106,2121391,489659,SOLE,
AMERICOLD REALTY TRUST INC,03064D108,3475685,44697,SOLE,
CRH PLC,G25508105,1072957,133905,SOLE,
DOLLAR GEN CORP NEW,256677105,2062821,273881,SOLE,
EAGLE MATLS INC,26969P108,1185248,244967,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,1269302,444954,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1137035,253138,SOLE,
FIDELITY NATL INFORMATION SV,31620M106,4503801,299323,SOLE,
FISERV INC,337738108,2200000,147774,SOLE,
GDS HLDGS LTD,36165L108,3044818,106264,SOLE,
GENUINE PARTS CO,372460105,1486088,182729,SOLE,
GRUPO AEROMEXICO SAB DE CV,40054J109,4855180,106620,SOLE,
HERBALIFE LTD,G4412G101,9259844,119359,SOLE,
LIBERTY GLOBAL LTD,G61188101,2080456,23176,SOLE,
LIBERTY GLOBAL LTD,G61188127,20884781,230568,SOLE,
MOLINA HEALTHCARE INC,60855R100,625000,108463,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,8080112,551325,SOLE,
TAMBORAN RES CORP,87507T101,257226,7004,SOLE,
UNION PAC CORP,907818108,1627254,376416,SOLE,
WESCO INTL INC,95082P105,1418831,347103,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,1357601,446108,SOLE,
