Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,6843213,1058234458,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,4513899,1379131561,SOLE,
BROWN FORMAN CORP,115637209,9637881,327109681,SOLE,
CATALYST PHARMACEUTICALS INC,14888U101,2151274,52168395,SOLE,
CHOICE HOTELS INTL INC,169905106,733892,97446180,SOLE,
CHURCH & DWIGHT CO INC,171340102,6847486,753839734,SOLE,
CLOROX CO DEL,189054109,613497,90337433,SOLE,
DOXIMITY INC,26622P107,1189882,69048852,SOLE,
EQUIFAX INC,294429105,235505,57359598,SOLE,
EXPONENT INC,30214U102,836477,67804826,SOLE,
FORTINET INC,34959E109,8523040,820427830,SOLE,
GRACO INC,384109104,1139641,95171420,SOLE,
HOME DEPOT INC,437076102,114736,42049597,SOLE,
IDEXX LABS INC,45168D104,2648331,1112166603,SOLE,
INTUIT,461202103,181628,111517776,SOLE,
MARRIOTT INTL INC NEW,571903202,4251560,1012721592,SOLE,
MASTERCARD INCORPORATED,57636Q104,49454,27106726,SOLE,
MEDPACE HLDGS INC,58506Q109,127537,38859249,SOLE,
META PLATFORMS INC,30303M102,3883796,2238464663,SOLE,
METTLER TOLEDO INTERNATIONAL,592688105,590838,697726503,SOLE,
MICROSOFT CORP,594918104,5370162,2015905113,SOLE,
MSCI INC,55354G100,166619,94223045,SOLE,
NIKE INC,654106103,6135629,389489729,SOLE,
ODDITY TECH LTD,M7518J104,1615158,69871735,SOLE,
OTIS WORLDWIDE CORP,68902V107,5866737,605447258,SOLE,
PAYCOM SOFTWARE INC,70432V102,413510,90343665,SOLE,
PHILIP MORRIS INTL INC,718172109,10805892,1715219237,SOLE,
PROCTER AND GAMBLE CO,742718109,4620406,787409591,SOLE,
QUALYS INC,74758T303,718602,90493550,SOLE,
ROLLINS INC,775711104,1597513,86313627,SOLE,
SABRE CORP,78573M104,21499095,60412457,SOLE,
STRYKER CORPORATION,863667101,5069187,1887004861,SOLE,
TEXAS INSTRS INC,882508104,2725812,489828416,SOLE,
VERISIGN INC,92343E102,570035,144714785,SOLE,
VERISK ANALYTICS INC,92345Y106,330624,98400315,SOLE,
VISA INC,92826C839,4137024,1449861431,SOLE,
WATERS CORP,941848103,3613197,1331716018,SOLE,
ZOETIS INC,98978V103,2546487,419279085,SOLE,
