Company,CUSIP,Shares,Value,Discretion,PutCall
ALLY FINL INC,02005N100,12719675,498992850,DFND,
ALLY FINL INC,02005N100,2803875,109996016,DFND,
ALLY FINL INC,02005N100,4228200,165872286,DFND,
ALLY FINL INC,02005N100,3137000,123064510,DFND,
ALLY FINL INC,02005N100,4836250,189726088,DFND,
ALLY FINL INC,02005N100,1275000,50018250,DFND,
ALPHABET INC,02079K107,3585215,1028454775,DFND,
ALPHABET INC,02079K305,16700,4802252,DFND,
ALPHABET INC,02079K305,6700000,1926652000,DFND,
ALPHABET INC,02079K305,6250000,1797250000,DFND,
ALPHABET INC,02079K305,41283098,11871367661,DFND,
AMERICAN EXPRESS CO,025816109,1149942,347834456,DFND,
AMERICAN EXPRESS CO,025816109,149061045,45087984892,DFND,
AMERICAN EXPRESS CO,025816109,1399713,423385188,DFND,
APPLE INC,037833100,692000,175622680,DFND,
APPLE INC,037833100,3840000,974553600,DFND,
APPLE INC,037833100,34000,8628860,DFND,
APPLE INC,037833100,34724000,8812603960,DFND,
APPLE INC,037833100,2724000,691323960,DFND,
APPLE INC,037833100,15532000,3941866280,DFND,
APPLE INC,037833100,61542988,15618994925,DFND,
APPLE INC,037833100,7204000,1828303160,DFND,
APPLE INC,037833100,14472000,3672848880,DFND,
APPLE INC,037833100,80664820,20471924668,DFND,
APPLE INC,037833100,2712000,688278480,DFND,
APPLE INC,037833100,3776000,958311040,DFND,
BANK AMERICA CORP,060505104,3920000,191100000,DFND,
BANK AMERICA CORP,060505104,11900000,580125000,DFND,
BANK AMERICA CORP,060505104,145500,7093125,DFND,
BANK AMERICA CORP,060505104,28238665,1376634919,DFND,
BANK AMERICA CORP,060505104,2100000,102375000,DFND,
BANK AMERICA CORP,060505104,21000000,1023750000,DFND,
BANK AMERICA CORP,060505104,310800000,15151500000,DFND,
BANK AMERICA CORP,060505104,125720000,6128850000,DFND,
BANK AMERICA CORP,060505104,9800000,477750000,DFND,
CAPITAL ONE FINL CORP,14040H105,1939213,353770628,DFND,
CAPITAL ONE FINL CORP,14040H105,3073787,560750962,DFND,
CAPITAL ONE FINL CORP,14040H105,2137000,389852910,DFND,
CHEVRON CORPORATION,166764100,3454258,714685980,DFND,
CHEVRON CORPORATION,166764100,9192171,1901860180,DFND,
CHEVRON CORPORATION,166764100,13477678,2788531578,DFND,
CHEVRON CORPORATION,166764100,58251749,12052286868,DFND,
COCA COLA CO,191216100,800000,60840000,DFND,
COCA COLA CO,191216100,371471,28250370,DFND,
COCA COLA CO,191216100,85000,6464250,DFND,
COCA COLA CO,191216100,80283200,6105537360,DFND,
COCA COLA CO,191216100,1824000,138715200,DFND,
COCA COLA CO,191216100,14411200,1095971760,DFND,
COCA COLA CO,191216100,14990400,1140019920,DFND,
COCA COLA CO,191216100,282722729,21501063540,DFND,
COCA COLA CO,191216100,3552000,270129600,DFND,
COCA COLA CO,191216100,960000,73008000,DFND,
CONSTELLATION BRANDS INC,21036P108,632890,94933500,DFND,
DAVITA INC,23918K108,14973608,2301293814,DFND,
DAVITA INC,23918K108,15126977,2324865095,DFND,
DELTA AIR LINES INC,247361702,39809456,2646532635,DFND,
JEFFERIES FINANCIAL GROUP IN,47233W109,433558,17892939,DFND,
KRAFT HEINZ CO,500754106,325634818,7323527057,DFND,
KROGER CO,501044101,16107090,1165509032,DFND,
KROGER CO,501044101,768531,55610903,DFND,
KROGER CO,501044101,5367119,388364731,DFND,
KROGER CO,501044101,500000,36180000,DFND,
KROGER CO,501044101,27257260,1972335334,DFND,
LENNAR CORP,526057104,10099642,877052911,DFND,
LENNAR CORP,526057302,237703,19995576,DFND,
LIBERTY LIVE HOLDINGS INC,530909100,1011698,92712005,DFND,
LIBERTY LIVE HOLDINGS INC,530909100,3284775,301016781,DFND,
LIBERTY LIVE HOLDINGS INC,530909100,233347,21383919,DFND,
LIBERTY LIVE HOLDINGS INC,530909100,456768,41858220,DFND,
LIBERTY LIVE HOLDINGS INC,530909308,3479651,327469956,DFND,
LIBERTY LIVE HOLDINGS INC,530909308,5507583,518318636,DFND,
LIBERTY LIVE HOLDINGS INC,530909308,162620,15304168,DFND,
LIBERTY LIVE HOLDINGS INC,530909308,1437289,135263268,DFND,
LOUISIANA PAC CORP,546347105,1319884,96021561,DFND,
LOUISIANA PAC CORP,546347105,4344909,316092130,DFND,
MACYS INC,55616P104,1376226,24895928,DFND,
MACYS INC,55616P104,1662129,30067914,DFND,
MOODYS CORP,615369105,72100,31453625,DFND,
MOODYS CORP,615369105,11973928,5223626090,DFND,
MOODYS CORP,615369105,12623750,5507110938,DFND,
NVR INC,62944T105,11112,73226191,DFND,
NEW YORK TIMES CO MTN BE,650111107,1400000,117222000,DFND,
NEW YORK TIMES CO MTN BE,650111107,13746535,1150997376,DFND,
NUCOR CORP,670346105,3907075,660686383,DFND,
OCCIDENTAL PETE CORP,674599105,264941431,17221193015,DFND,
SIRIUSXM HOLDINGS INC,829933100,15984890,368931261,DFND,
SIRIUSXM HOLDINGS INC,829933100,108822227,2511616999,DFND,
VERISIGN INC,92343E102,972947,241641117,DFND,
VERISIGN INC,92343E102,8016933,1991085480,DFND,
CHUBB LTD SWITZ,H1467J104,34249183,11162836215,DFND,
