Company,CUSIP,Shares,Value,Discretion
ABM INDS INC,000957100,1164842,53722513,SOLE
ACCENTURE PLC IRELAND,G1151C101,337930,83333538,SOLE
ADIENT PLC,G0084W101,3689680,88847494,SOLE
ADOBE INC,00724F101,802,282906,SOLE
ADVANCE AUTO PARTS INC,00751Y106,3995052,245296193,SOLE
AEBI SCHMIDT HLDG AG,H00501108,4578822,57097910,SOLE
ALIBABA GROUP HLDG LTD,01609W102,41370,7393987,SOLE
AMBEV SA,02319V103,4514704,10067790,SOLE
AMDOCS LTD,G02602103,132812,10897225,DFND
AMDOCS LTD,G02602103,6460437,530078856,SOLE
AMERICAN INTL GROUP INC,026874784,441103,34644230,SOLE
AMERICAN WOODMARK CORPORATIO,030506109,1152739,76956856,SOLE
APPLIED MATLS INC,038222105,1473,301582,SOLE
ARCELORMITTAL SA LUXEMBOURG,03938L203,38436,1389464,SOLE
ARCOS DORADOS HOLDINGS INC,G0457F107,11427294,77134235,SOLE
ARROW ELECTRS INC,042735100,211097,25542737,SOLE
ASSOCIATED BANC CORP,045487105,1819595,46781787,SOLE
AVNET INC,053807103,7143346,373454129,SOLE
BAIDU INC,056752108,83828,11046016,SOLE
BANK AMERICA CORP,060505104,282564,14577477,DFND
BANK AMERICA CORP,060505104,6221207,320952069,SOLE
BARCLAYS PLC,06738E204,60203,1244406,SOLE
BAXTER INTL INC,071813109,851152,19380731,DFND
BAXTER INTL INC,071813109,56535888,1287322170,SOLE
BREAD FINANCIAL HOLDINGS INC,018581108,785417,43802706,SOLE
BRISTOL-MYERS SQUIBB CO,110122108,246566,11120127,DFND
BRISTOL-MYERS SQUIBB CO,110122108,14655038,660942214,SOLE
C H ROBINSON WORLDWIDE INC,12541W209,16380,2168712,SOLE
CAL MAINE FOODS INC,128030202,2860,269126,SOLE
CAPITAL ONE FINL CORP,14040H105,77892,16558281,DFND
CAPITAL ONE FINL CORP,14040H105,4974242,1057424364,SOLE
CBRE GROUP INC,12504L109,295522,46562446,SOLE
CHARTER COMMUNICATIONS INC N,16119P108,405081,111439809,SOLE
CIA ENERGETICA DE MINAS GERA,204409601,2012194,4245729,SOLE
CIRRUS LOGIC INC,172755100,2222,278394,SOLE
CISCO SYS INC,17275R102,1544377,105666274,SOLE
CITIGROUP INC,172967424,194143,19705515,DFND
CITIGROUP INC,172967424,12337860,1252292790,SOLE
CNO FINL GROUP INC,12621E103,2542121,100540886,SOLE
COGNIZANT TECHNOLOGY SOLUTIO,192446102,180764,12123841,DFND
COGNIZANT TECHNOLOGY SOLUTIO,192446102,17530104,1175744075,SOLE
COLUMBIA BKG SYS INC,197236102,1926346,49584146,SOLE
COMERICA INC,200340107,421314,28868435,SOLE
CONCENTRIX CORP,20602D101,2212592,102111121,SOLE
COREBRIDGE FINL INC,21871X109,391221,12538633,DFND
COREBRIDGE FINL INC,21871X109,21937978,703112195,SOLE
CREDICORP LTD,G2519Y108,1053056,280407752,SOLE
CVS HEALTH CORP,126650100,294840,22227988,DFND
CVS HEALTH CORP,126650100,15550132,1172324451,SOLE
DANA INC,235825205,10094,202284,SOLE
DELL TECHNOLOGIES INC,24703L202,1685,238882,SOLE
DELTA AIR LINES INC DEL,247361702,174364,9895157,DFND
DELTA AIR LINES INC DEL,247361702,4056054,230181065,SOLE
DIAMONDROCK HOSPITALITY CO,252784301,8584035,68328919,SOLE
DISNEY WALT CO,254687106,2544,291288,SOLE
DOLLAR GEN CORP NEW,256677105,163638,16911987,DFND
DOLLAR GEN CORP NEW,256677105,11514031,1189975104,SOLE
DOUGLAS DYNAMICS INC,25960R105,2218823,69360407,SOLE
DOW INC,260557103,355607,8154069,DFND
DOW INC,260557103,26810622,614767562,SOLE
ELEVANCE HEALTH INC FORMERLY,036752103,216709,70023012,SOLE
ENVISTA HOLDINGS CORPORATION,29415F104,2414866,49190820,SOLE
EQUINOR ASA,29446M102,16534,403104,SOLE
EQUITABLE HLDGS INC,29452E101,116546,5918206,DFND
EQUITABLE HLDGS INC,29452E101,4180462,212283860,SOLE
EXXON MOBIL CORP,30231G102,661764,74613891,SOLE
FIDELITY NATIONAL FINANCIAL,31620R303,223286,13506570,SOLE
FIFTH THIRD BANCORP,316773100,945184,42107947,SOLE
FMC CORP,302491303,571900,19232997,SOLE
FRESENIUS MEDICAL CARE AG,358029106,738968,19457027,DFND
FRESENIUS MEDICAL CARE AG,358029106,14077884,370670693,SOLE
GE AEROSPACE,369604301,736,221404,SOLE
GENERAL DYNAMICS CORP,369550108,293443,100064063,SOLE
GENESCO INC,371532102,1385618,40169066,SOLE
GENPACT LIMITED,G3922B107,732142,30669428,SOLE
GENUINE PARTS CO,372460105,605063,83861732,SOLE
GLOBAL PMTS INC,37940X102,181644,15090984,DFND
GLOBAL PMTS INC,37940X102,10727166,891212951,SOLE
GLOBE LIFE INC,37959E102,998506,142756403,SOLE
GOLDMAN SACHS GROUP INC,38141G104,123552,98390635,SOLE
GSK PLC,37733W204,8717,376237,SOLE
HALLIBURTON CO,406216101,5346596,131526262,SOLE
HALOZYME THERAPEUTICS INC,40637H109,4107,301207,SOLE
HARTFORD INSURANCE GROUP INC,416515104,1735,231432,SOLE
HAVERTY FURNITURE COS INC,419596101,1558458,34176984,SOLE
HCA HEALTHCARE INC,40412C101,101060,43071772,SOLE
HDFC BANK LTD,40415F101,859167,29349145,SOLE
HEALTHCARE RLTY TR,42226K105,2225789,40130976,SOLE
HELEN OF TROY LTD,G4388N106,1010756,25471051,SOLE
HENRY SCHEIN INC,806407102,925992,61458089,SOLE
HOOKER FURNISHINGS CORPORATI,439038100,1416002,14372420,SOLE
HSBC HLDGS PLC,404280406,19348,1373330,SOLE
HUMANA INC,444859102,77649,20201940,DFND
HUMANA INC,444859102,3953434,1028564924,SOLE
HUNTSMAN CORP,447011107,5393866,48436917,SOLE
ING GROEP N.V.,456837103,57788,1507117,SOLE
INTEL CORP,458140100,8315,278968,SOLE
ITAU UNIBANCO HLDG S A,465562106,408895,3001289,SOLE
JOHNSON & JOHNSON,478160104,248251,46030700,SOLE
JPMORGAN CHASE & CO.,46625H100,340025,107254086,SOLE
KASPI KZ JSC,48581R205,1732148,141481849,SOLE
KB FINL GROUP INC,48241A105,35521,2945046,SOLE
KEYCORP,493267108,1652812,30891056,SOLE
KONINKLIJKE PHILIPS N V,500472303,29373,800695,SOLE
KOPPERS HOLDINGS INC,50060P106,1249272,34979616,SOLE
KORN FERRY,500643200,811374,56779953,SOLE
LEAR CORP,521865204,134405,13522487,DFND
LEAR CORP,521865204,7363012,740792637,SOLE
LEIDOS HOLDINGS INC,525327102,244661,46231143,SOLE
LKQ CORP,501889208,3339732,101995415,SOLE
MAGNA INTL INC,559222401,338513,22321547,DFND
MAGNA INTL INC,559222401,28729934,1894451855,SOLE
MALIBU BOATS INC,56117J100,1680244,54523918,SOLE
MANPOWERGROUP INC WIS,56418H100,351121,13307486,SOLE
MARCUS & MILLICHAP INC,566324109,631330,18529536,SOLE
MASTERBRAND INC,57638P104,4123054,54300621,SOLE
MEDTRONIC PLC,G5960L103,128486,12237007,DFND
MEDTRONIC PLC,G5960L103,5799600,552353879,SOLE
MERCK & CO INC,58933Y105,3324,278983,SOLE
METLIFE INC,59156R108,193512,15939583,DFND
METLIFE INC,59156R108,9478511,780744951,SOLE
MOHAWK INDS INC,608190104,1179068,152005447,SOLE
MORGAN STANLEY,617446448,785597,124878499,SOLE
MRC GLOBAL INC,55345K103,5145005,74190972,SOLE
MSC INDL DIRECT INC,553530106,444666,40971525,SOLE
MYERS INDS INC,628464109,142563,2415017,SOLE
NEWELL BRANDS INC,651229106,783352,4104764,DFND
NEWELL BRANDS INC,651229106,46860419,245548596,SOLE
NOKIA CORP,654902204,80329917,386386900,SOLE
NOV INC,62955J103,441864,5854698,DFND
NOV INC,62955J103,41947969,555810589,SOLE
OLD NATL BANCORP IND,680033107,2633476,57804798,SOLE
OLIN CORP,680665205,3836663,95878208,SOLE
ORION S.A.,L72967109,4694825,35586774,SOLE
OSHKOSH CORP,688239201,514513,66732336,SOLE
PETROLEO BRASILEIRO SA PETRO,71654V101,230441,2723813,SOLE
PFIZER INC,717081103,367153,9355058,DFND
PFIZER INC,717081103,6248445,159210379,SOLE
PPG INDS INC,693506107,78714,8273629,DFND
PPG INDS INC,693506107,1668950,175423335,SOLE
PVH CORPORATION,693656100,56548,4737026,DFND
PVH CORPORATION,693656100,6198446,519243821,SOLE
REGIONS FINANCIAL CORP NEW,7591EP100,1839825,48516185,SOLE
RESIDEO TECHNOLOGIES INC,76118Y104,2204467,95188885,SOLE
ROBERT HALF INC.,770323103,3179968,108055313,SOLE
SANOFI SA,80105N105,6666,314624,SOLE
