Company,CUSIP,Shares,Value,Discretion,PutCall
ACCENTURE PLC IRELAND,G1151C101,901848,112225965,SOLE,
ALIGN TECHNOLOGY INC,016255101,1171455,197577600,SOLE,
ALPHABET INC,02079K107,924866,326782926,SOLE,
ALPHABET INC,02079K305,1994274,712693699,SOLE,
AMENTUM HOLDINGS INC,023939101,537213,11104193,SOLE,
AMERICAN EXPRESS CO,025816109,932,315249,SOLE,
APPLE INC,037833100,961,278075,SOLE,
ATAIBECKLEY INC,04650F101,42112,221930,SOLE,
BANK OF AMER CORP,060505104,3625,206553,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,300672,150453262,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,103,77131550,SOLE,
BIO-TECHNE CORP,09073M104,3348841,236595617,SOLE,
CAPITAL ONE FINL CORP,14040H105,1956084,392429572,SOLE,
CHARTER COMMUNICATIONS INC,16119P108,1556,221279,SOLE,
COPA HOLDINGS SA,P31076105,2555,397481,SOLE,
CREDIT ACCEP CORP MICH,225310101,5279,3361350,SOLE,
DOLLAR GEN CORP,256677105,2188,251861,SOLE,
ELEVANCE HEALTH INC FORMERLY,036752103,979598,378839935,SOLE,
EQUITABLE HLDGS INC,29452E101,40310,1768803,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1000,237330,SOLE,
GLOBUS MED INC,379577208,6008,474692,SOLE,
GROUP 1 AUTOMOTIVE INC,398905109,4884,1422074,SOLE,
HILTON GRAND VACATIONS INC,43283X105,4189,219378,SOLE,
ICON PUB LTD CO,G4705A100,2048087,355773193,SOLE,
INTERCONTINENTAL EXCHANGE IN,45866F104,2560747,315253563,SOLE,
JACOBS SOLUTIONS INC,46982L108,6244,786744,SOLE,
KASPI KZ JSC,48581R205,3934,340842,SOLE,
LIBERTY BROADBAND CORP,530307107,73945,2460890,SOLE,
LIBERTY BROADBAND CORP,530307305,303309,10088057,SOLE,
LIBERTY CAP CORP,36164V602,28162,616748,SOLE,
LIBERTY CAP CORP,36164V800,114119,2460406,SOLE,
LIBERTY MEDIA CORP DEL,531229771,695720,60903329,SOLE,
LIBERTY MEDIA CORP DEL,531229755,5223453,496959318,SOLE,
LITHIA MTRS INC,536797103,2933,852007,SOLE,
META PLATFORMS INC,30303M102,154291,86910577,SOLE,
MICRON TECHNOLOGY INC,595112103,2162,2495575,SOLE,
MICROSOFT CORP,594918104,737,274916,SOLE,
MSA SAFETY INC,553498106,1721415,300524631,SOLE,
NETFLIX INC.,64110L106,8091,577697,SOLE,
RIMINI STR INC DEL,76674Q107,33666,143417,SOLE,
ROPER TECHNOLOGIES INC,776696106,674902,228380088,SOLE,
S&P GLOBAL INC,78409V104,531,216255,SOLE,
SAP SE,803054204,1236546,190564104,SOLE,
SCHWAB CHARLES CORP,808513105,4571355,421798926,SOLE,
SINCLAIR INC,829242106,17959,255916,SOLE,
SMITH DOUGLAS HOMES CORP,83207R107,27275,423854,SOLE,
STELLANTIS N.V,N82405106,25075,143931,SOLE,
SUNBELT RENTALS HOLDINGS INC,866966104,4261163,318777604,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,1172725,560058278,SOLE,
UNITEDHEALTH GROUP INC,91324P102,705554,293249409,SOLE,
VANGUARD INDEX FDS,922908769,2973,1100129,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,1426,223811,SOLE,
VANGUARD STAR FDS,921909768,6420,548846,SOLE,
ZOETIS INC,98978V103,2353300,169108138,SOLE,
