Company,CUSIP,Shares,Value,Discretion
Abbvie,00287Y109,21544,3695227,SOLE
Adobe,00724F101,13371,7428125,SOLE
Alphabet Class A,02079K305,178355,32487363,SOLE
Alphabet Class C,02079K107,7748,1421138,SOLE
Altria Group,02209S103,67587,3078588,SOLE
Amazon.com,023135106,81638,15776544,SOLE
American Express,025816109,65025,15056539,SOLE
American Tower,03027X100,47234,9181388,SOLE
Amgen,031162100,15257,4767110,SOLE
Amphenol,032095101,104030,7008501,SOLE
Ansys,03662Q105,26304,8456736,SOLE
Apple,037833100,61565,12966820,SOLE
Applied Materials,038222105,51084,12055313,SOLE
Arthur J. Gallagher,363576109,21013,5448881,SOLE
Aspen Technology,29109X106,8262,1641081,SOLE
Axsome Therapeutics,05464T104,11747,945634,SOLE
BWX Technologies,05605H100,17155,1629725,SOLE
Berkshire Hathaway B,084670702,64385,26191818,SOLE
BioMarin Pharmaceuticals,09061G101,16855,1387672,SOLE
Blackstone Group,09260D107,34962,4328296,SOLE
Blueprint Medicines,09627Y109,16242,1750563,SOLE
Broadcom Limited,11135F101,7688,12343315,SOLE
CCC Intel Solutions,12510Q100,110647,1229288,SOLE
Casey's General Stores,147528103,10440,3983486,SOLE
Chubb Limited,H1467J104,53622,13677900,SOLE
Church & Dwight,171340102,14000,1451520,SOLE
Cisco Systems,17275R102,70134,3332066,SOLE
Constellation Software,21037X100,2652,7643950,SOLE
Cooper Companies,216648501,15888,1387022,SOLE
Copart,217204106,141965,7688824,SOLE
Costco,22160K105,658,559293,SOLE
Danaher,235851102,20010,4999499,SOLE
Digital Realty Trust,253868103,24551,3732980,SOLE
Dynatrace,268150109,40765,1823826,SOLE
EOG Resources,26875P101,145986,18375258,SOLE
Eaton,G29183103,41092,12884397,SOLE
Enbridge,29250N105,108510,3861884,SOLE
Entegris,29362U104,14847,2010284,SOLE
Fiserv,337738108,151341,22555863,SOLE
General Dynamics Corp,369550108,56115,16281206,SOLE
Halozyme Therapeutics,40637H109,50748,2657165,SOLE
Home Depot,437076102,48578,16722522,SOLE
Honeywell,438516106,58722,12539496,SOLE
ICF International,44925C103,14446,2144653,SOLE
JP Morgan,46625H100,84576,17106342,SOLE
Jack Henry & Associates,426281101,10290,1708346,SOLE
Johnson & Johnson,478160104,87362,12768830,SOLE
KLA,482480100,7822,6449317,SOLE
Keysight Technologies,49338L103,71925,9835744,SOLE
Lantheus Holdings,516544103,26078,2093803,SOLE
Lennar Corp Cl B,526057302,96859,13505050,SOLE
Lockheed Martin,539830109,6653,3107641,SOLE
Lonza Group ADR,54338V101,109476,5966442,SOLE
Marsh McLennan,571748102,77877,16410241,SOLE
Merck,58933Y105,1705,211079,SOLE
Mettler Toledo,592688105,1351,1888144,SOLE
Microsoft,594918104,38116,17035946,SOLE
Monolithic Power Systems,609839105,3332,2737838,SOLE
Morgan Stanley,617446448,44836,4357657,SOLE
NVIDIA,67066G104,3000,370620,SOLE
Natera,632307104,15985,1731016,SOLE
O'Reilly Automotive,67103H107,6899,7285758,SOLE
Phillips 66,718546104,117825,16633417,SOLE
Pool,73278L105,14128,4341970,SOLE
Qualcomm,747525103,72146,14370084,SOLE
Qualys,74758T303,11364,1620506,SOLE
RBC Bearings,75524B104,8404,2267231,SOLE
Rocket Pharmaceuticals,77313F106,67216,1447160,SOLE
Rolls-Royce,775781206,50000,286000,SOLE
Royalty Pharma Plc,G7709Q104,693558,18289124,SOLE
Ryan Specialty Holdings,78351F107,39599,2293178,SOLE
SBA Communications,78410G104,8494,1667372,SOLE
SLB,806857108,247868,11694412,SOLE
Sapiens,G7T16G103,49444,1677635,SOLE
ServiceNow,81762P102,11034,8680117,SOLE
Sherwin-Williams,824348106,16500,4924095,SOLE
T. Rowe Price Group,74144T108,96267,11100548,SOLE
Texas Instruments,882508104,66718,12978653,SOLE
Tradeweb Markets,892672106,18615,1973190,SOLE
Tyler Technologies,902252105,11010,5535608,SOLE
Ulta Beauty,90384S303,22044,8506118,SOLE
Union Pacific,907818108,14262,3226948,SOLE
United Parcel Service,911312106,30298,4146281,SOLE
United Rentals,911363109,660,426842,SOLE
UnitedHealth Group,91324P102,26892,13695020,SOLE
Vail Resorts,91879Q109,19104,3441204,SOLE
Veeva Systems,922475108,32714,5986989,SOLE
Verisk Analytics,92345Y106,23645,6373510,SOLE
Vertex Pharmaceuticals,92532F100,13938,6533019,SOLE
Visa,92826C839,21850,5734970,SOLE
W.R. Berkley,084423102,162476,12767364,SOLE
iShares Russell 1000 Growth,464287614,1298,473134,SOLE
Vanguard Total Bond Market ETF,921937835,16325,1176216,SOLE
