Company,CUSIP,Shares,Value,Discretion,PutCall
Adobe Inc,00724F101,36685,20380,DFND,
Aes Corp,00130H105,314750,5530,DFND,
Apple Inc,037833100,24400,5139,DFND,
Arcellx Inc,03940C100,74100,4090,DFND,
Arista Networks Inc,040413106,52275,18321,DFND,
Banco Macro Sa,05961W105,273130,15659,DFND,
Barclays Plc,06738E204,2075455,22228,DFND,
Bicycle Therapeutics Plc,088786108,190200,3850,DFND,
Booz Allen Hamilton Hldg Cor,099502106,83841,12903,DFND,
Builders Firstsource Inc,12008R107,29385,4067,DFND,
Camden Ppty Tr,133131102,577915,63056,DFND,
Cinemark Hldgs Inc,17243V102,400792,8665,DFND,
Coherent Corp,19247G107,3589540,260098,DFND,
Coupang Inc,22266T109,10971140,229845,DFND,
Crinetics Pharmaceuticals In,22663K107,309000,13840,DFND,
Daktronics Inc,234264109,2493605,34786,DFND,
Discover Finl Svcs,254709108,167255,21879,DFND,
Eqt Corp,26884L109,121000,4475,DFND,
Flex Ltd,Y2573F102,1449155,42736,DFND,
Flutter Entmt Plc,G3643J108,335076,61175,DFND,
Freeport-Mcmoran Inc,35671D857,1153135,56042,DFND,
Ge Vernova Inc,36828A101,297068,50950,DFND,
Global X Fds,37950E259,282000,16020,DFND,
Grupo Financiero Galicia S.A,399909100,475763,14539,DFND,
Ihs Holding Limited,G4701H109,770310,2465,DFND,
Insmed Inc,457669307,20000,1340,DFND,
Invivyd Inc,00534A102,571425,629,DFND,
Iqvia Hldgs Inc,46266C105,60360,12763,DFND,
Joby Aviation Inc,G65163100,22492,115,DFND,
Kinder Morgan Inc Del,49456B101,6753165,134185,DFND,
Liberty Global Ltd,G61188101,275275,4798,DFND,
Liberty Global Ltd,G61188127,261875,4674,DFND,
Live Nation Entertainment In,538034109,103100,9665,DFND,
Madison Square Garden Entmt,558256103,694225,23763,DFND,
Mercadolibre Inc,58733R102,36493,59973,DFND,
Microsoft Corp,594918104,400490,178999,DFND,
Mid-Amer Apt Cmntys Inc,59522J103,644190,91868,DFND,
Natera Inc,632307104,1974880,213860,DFND,
News Corp New,65249B109,683800,18852,DFND,
News Corp New,65249B208,635850,18052,DFND,
Nurix Therapeutics Inc,67080M103,44200,922,DFND,
Nvidia Corporation,67066G104,214060,26445,DFND,
Option Care Health Inc,68404L201,1871818,51849,DFND,
Palantir Technologies Inc,69608A108,769965,19503,DFND,
Palo Alto Networks Inc,697435105,88968,30161,DFND,
Philip Morris Intl Inc,718172109,889355,90118,DFND,
Philip Morris Intl Inc,718172109,963000,97581,DFND,Call
Sea Ltd,81141R100,66900,4778,DFND,
Seagate Technology Hldngs Pl,G7997R103,1755278,181268,DFND,
Silence Therapeutics Plc,82686Q101,387400,7361,DFND,
Sphere Entertainment Co,55826T102,122411,4292,DFND,
Springworks Therapeutics Inc,85205L107,1021367,38475,DFND,
Structure Therapeutics Inc,86366E106,37700,1480,DFND,
Teck Resources Ltd,878742204,1453410,69618,DFND,
Telecom Argentina Sa,879273209,143051,1034,DFND,
Tempur Sealy Intl Inc,88023U101,103100,4881,DFND,
Terawulf Inc,88080T104,2090000,9301,DFND,
Trisalus Life Sciences Inc,89680M101,426921,2357,DFND,
Veracyte Inc,92337F107,259944,5633,DFND,
Vistra Corp,92840M102,2625231,225717,DFND,
Wabtec,929740108,150675,23814,DFND,
Woodward Inc,980745103,954230,166399,DFND,
Ypf Sociedad Anonima,984245100,638435,12845,DFND,
Zoominfo Technologies Inc,98980F104,5881906,75112,DFND,
