Company,CUSIP,Shares,Value,Discretion
ALIBABA GROUP HLDG LTD,01609W102,47500,10772,SOLE
ALPHABET INC,02079K305,800,1953,SOLE
AMERICAN EXPRESS CO,025816109,210000,34698,SOLE
BK OF AMERICA CORP,060505104,767845,31658,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,30,12558,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,140600,39076,SOLE
DAILY JOURNAL CORP,233912104,11500,3893,SOLE
FERRARI N V,N3167Y103,80000,16506,SOLE
MASTERCARD INC,57636Q104,65750,24005,SOLE
MICRON TECHNOLOGY INC,595112103,200000,16996,SOLE
MOODYS CORP,615369105,27000,9784,SOLE
SERITAGE GROWTH PPTYS,81752R100,500000,9200,SOLE
TWITTER INC,90184L102,30000,2064,SOLE
