Company,CUSIP,Shares,Value,Discretion,PutCall
AERCAP HOLDINGS NV,N00985106,1215059,174676882,SOLE,
ALPHABET INC,02079K107,216906,68065103,SOLE,
ASML HOLDING N V,N07059210,192343,205780082,SOLE,
AUTOZONE INC,053332102,25121,85197872,SOLE,
BOOKING HOLDINGS INC,09857L108,16317,87382920,SOLE,
DANAHER CORPORATION,235851102,827520,189435878,SOLE,
ENOVIS CORPORATION,194014502,2279200,60717888,SOLE,
LIVE NATION ENTERTAINMENT IN,538034109,602973,85923653,SOLE,
META PLATFORMS INC,30303M102,160450,105911441,SOLE,
ROYALTY PHARMA PLC,G7709Q104,2259469,87305882,SOLE,
