Company,CUSIP,Shares,Value,Discretion,PutCall
58 COM INC,31680q104,1622755,102461,SOLE,
ALIBABA GROUP HLDG LTD,01609w102,3335,576,SOLE,
ALPHABET INC,02079K305,650980,633872,SOLE,
ALPHABET INC,02079K107,828631,794748,SOLE,
AMAZON COM INC,023135106,403919,388308,SOLE,
AMERICAN ELEC PWR INC,025537101,14390,1011,SOLE,
AMERICAN EXPRESS CO,025816109,13500,1221,SOLE,
ATHENAHEALTH INC,04685w103,197257,24531,SOLE,
BAIDU INC,056752108,302917,75030,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,3829,1051979,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,2087391,382661,SOLE,
BMC STK HLDGS INC,05591b109,2600000,55510,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,5408465,97298,SOLE,
CABLE ONE INC,12685J105,10000,7221,SOLE,
CAPITAL ONE FINL CORP,14040H105,1601000,135541,SOLE,
CARMAX INC,143130102,9625581,729715,SOLE,
CARS COM INC,14575e105,611021,16259,SOLE,
CHIPOTLE MEXICAN GRILL INC,169656105,152944,47081,SOLE,
COCA COLA CO,191216100,46130,2076,SOLE,
COSTCO WHSL CORP NEW,22160k105,21184,3480,SOLE,
CREDIT ACCEP CORP MICH,225310101,1073427,300742,SOLE,
CRESUD S A C I F Y A,226406106,616883,11517,SOLE,
D R HORTON INC,23331a109,455000,18168,SOLE,
DENTSPLY SIRONA INC,24906P109,8890655,531750,SOLE,
EDISON INTL,281020107,37900,2925,SOLE,
EMCOR GROUP INC,29084Q100,1441346,100001,SOLE,
ETSY INC,29786a106,590000,9959,SOLE,
EXPEDITORS INTL WASH INC,302130109,109341,6545,SOLE,
EXXON MOBIL CORP,30231g102,33128,2716,SOLE,
FACEBOOK INC,30303m102,304624,52051,SOLE,
FASTENAL CO,311900104,5122,233,SOLE,
FIAT CHRYSLER AUTOMOBILES N,n31738102,25061340,448849,SOLE,
GOLDMAN SACHS GROUP INC,38141G104,569663,135118,SOLE,
GRAHAM HLDGS CO,384637104,10000,5851,SOLE,
HDFC BANK LTD,40415f101,9074,874,SOLE,
IAC INTERACTIVECORP,44919P508,1205205,141708,SOLE,
IDEXX LABS INC,45168D104,2919,454,SOLE,
INTERACTIVE BROKERS GROUP IN,45841n107,1713298,77167,SOLE,
IRSA INVERSIONES Y REP S A,450047204,571000,14018,SOLE,
JACOBS ENGR GROUP INC DEL,469814107,5692656,331711,SOLE,
JD COM INC,47215P106,4000000,152800,SOLE,
LENNOX INTL INC,526107107,1831,328,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229870,123205,4496,SOLE,
LIBERTY MEDIA CORP DELAWARE,531229854,14729438,561045,SOLE,
MASTERCARD INCORPORATED,57636Q104,4051345,572050,SOLE,
MERITAGE HOMES CORP,59001a102,315000,13986,SOLE,
MOHAWK INDS INC,608190104,1377558,340959,SOLE,
O REILLY AUTOMOTIVE INC NEW,67103H107,1330204,286486,SOLE,
OMNICOM GROUP INC,681919106,3845649,284847,SOLE,
PRICELINE GRP INC,741503403,174662,319775,SOLE,
PRIMERICA INC,74164M108,2008377,163783,SOLE,
PROCTER AND GAMBLE CO,742718109,32146,2925,SOLE,
PROGRESSIVE CORP OHIO,743315103,17557,850,SOLE,
RYANAIR HLDGS PLC,783513203,5058,533,SOLE,
SCHWAB CHARLES CORP NEW,808513105,8348548,365165,SOLE,
SIGNET JEWELERS LIMITED,G81276100,64174,4271,SOLE,
SPS COMM INC,78463M107,765318,43401,SOLE,
THIRD PT REINS LTD,g8827u100,365637,5704,SOLE,
TJX COS INC NEW,872540109,7647548,563854,SOLE,
TOLL BROTHERS INC,889478103,270000,11197,SOLE,
TRIMBLE INC,896239100,12186,478,SOLE,
TRUPANION INC,898202106,1795180,47411,SOLE,
UNION PAC CORP,907818108,27335,3170,SOLE,
VISA INC,92826C839,2895205,304691,SOLE,
WATERS CORP,941848103,1142182,205045,SOLE,
WAYFAIR INC,94419L101,125400,8452,SOLE,
WELLS FARGO CO NEW,949746101,6673316,368033,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,41383,3984,SOLE,
JPMORGAN CHASE & CO,46634e114,600000,32436,SOLE,
