Company,CUSIP,Shares,Value,Discretion,PutCall
Ferguson Plc New,G3421J106,1008765,161634416,OTR,
GE Aerospace,369604301,4030213,806647132,DFND,
GE HealthCare Technologies Inc.,36266G107,4029,325181,DFND,
Invesco Ltd.,G491BT108,23173442,351541115,DFND,
Janus Henderson Group plc,G4474Y214,31867800,1152020970,DFND,
U-Haul Holding Company,023586100,652000,42614720,DFND,
U-Haul Holding Company - B,023586506,1124700,66559746,DFND,
Solventum Corporation,83444M101,8462819,643512757,DFND,
The Allstate Corporation,200021014,317650,65775786,DFND,
Wendys Co.,95058W100,14943466,218622908,DFND,
Wendys Co.,95058W100,15480217,226475575,OTR,
