Company,CUSIP,Shares,Value,Discretion,PutCall
Alibaba Group Holding Ltd,01609W102,195000,24464700,SOLE,
Bank of America Corp,060505104,2000000,97500000,SOLE,
US Bancorp,902973304,119500,6215195,SOLE,
Wells Fargo & Co,949746101,1413000,112488930,SOLE,
