Company,CUSIP,Shares,Value,Discretion
ALASKA AIR GROUP INC,011659109,350075,22667356,SOLE
AMAZON COM INC,023135106,960,210614,SOLE
AMERICAN EXPRESS CO,025816109,4432,1315373,SOLE
APPLE INC,037833100,4140,1036739,SOLE
BERKSHIRE HATHAWAY INC DEL,084670702,238053,107904664,SOLE
BERKSHIRE HATHAWAY INC DEL,084670108,120,81710400,SOLE
CHEVRON CORP NEW,166764100,6163,892649,SOLE
COCA COLA CO,191216100,22273,1386717,SOLE
COSTCO WHSL CORP NEW,22160K105,4350,3985775,SOLE
CUMMINS INC,231021106,40456,14102962,SOLE
DISNEY WALT CO,254687106,140063,15596050,SOLE
DOLLAR GEN CORP NEW,256677105,611529,46366109,SOLE
DOLLAR TREE INC,256746108,783822,58739621,SOLE
EQUINOR ASA,29446M102,490140,11611417,SOLE
EXXON MOBIL CORP,30231G102,56431,6070283,SOLE
FIVE BELOW INC,33829M101,76357,8014431,SOLE
GE AEROSPACE,369604301,9842,1641547,SOLE
GE HEALTHCARE TECHNOLOGIES I,36266G107,4581,358143,SOLE
GE VERNOVA INC,36828A101,4138,1361112,SOLE
HF SINCLAIR CORP,403949100,292909,10266461,SOLE
KINROSS GOLD CORP,496902404,4608191,42717931,SOLE
MERCK & CO INC,58933Y105,44443,4421190,SOLE
MERCURY GENL CORP NEW,589400100,26805,1781972,SOLE
NEWMONT CORP,651639106,656823,24446935,SOLE
NIKE INC,654106103,35600,2693855,SOLE
NXP SEMICONDUCTORS N V,N6596X109,13688,2845051,SOLE
OLIN CORP,680665205,585493,19789650,SOLE
OVINTIV INC,69047Q102,16487,667724,SOLE
PARAMOUNT GLOBAL,92556H206,1180089,12343730,SOLE
SEACOR MARINE HLDGS INC,78413P101,211480,1387309,SOLE
SHELL PLC,780259305,4968,311245,SOLE
SPROTT PHYSICAL GOLD TR,85207H104,23869,480722,SOLE
STARBUCKS CORP,855244109,233742,21328970,SOLE
SYNCHRONY FINANCIAL,87165B103,4437,288405,SOLE
TRAVELERS COMPANIES INC,89417E109,20155,4855138,SOLE
VALERO ENERGY CORP,91913Y100,189019,23171842,SOLE
WORLD GOLD TR,98149E303,14365,746836,SOLE
