Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,47500,5387,SOLE,
ALPHABET INC,02079K305,16000,2820,SOLE,
AMERICAN EXPRESS CO,025816109,210000,66986,SOLE,
BANK AMERICA CORP,060505104,767845,36334,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,30,21864,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,140600,68299,SOLE,
DAILY JOURNAL CORP,233912104,11500,4856,SOLE,
FERRARI N V,N3167Y103,60000,24966,SOLE,
MASTERCARD INCORPORATED,57636Q104,65750,36948,SOLE,
MICRON TECHNOLOGY INC,595112103,200000,24650,SOLE,
MOODYS CORP,615369105,27000,13543,SOLE,
CORE NATURAL RESOURCES INC,218937100,8100,749,SOLE,
ALPHA METALLURGICAL RESOUR I,020764106,8000,900,SOLE,
SERITAGE GROWTH PPTYS,81752R100,500000,1540,SOLE,
