Company,CUSIP,Shares,Value,Discretion,PutCall
WEATHERFORD INTL PLC,G48833118,59023,4810375,SOLE,
APTIV PLC,G3265R107,453842,27856822,SOLE,
OSHKOSH CORP,688239201,83700,12846276,SOLE,
NOMAD FOODS LTD,G6564A105,1333772,14604803,SOLE,
KIRBY CORP,497266106,186700,25385599,SOLE,
ABM INDS INC,000957100,308287,13638617,SOLE,
DAUCH CORP,024061103,1404420,7611956,SOLE,
DENTSPLY SIRONA INC,24906P109,2203000,23373830,SOLE,
NATIONAL ENERGY SERVICES REU,G6375R107,140000,4190200,SOLE,
PVH CORPORATION,693656100,256426,19042195,SOLE,
ASHLAND INC,044186104,509000,33538010,SOLE,
VERSIGENT PLC,G9600F104,120656,5068759,SOLE,
