Company,CUSIP,Shares,Value,Discretion,PutCall
AIRBNB INC,009066101,1183749,169394482,SOLE,
AMERICAN TOWER CORP NEW,03027X100,29254,4785077,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,8184,4095192,SOLE,
BROOKFIELD CORP,11271J107,12119927,516187709,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,29858935,154072105,SOLE,
COPART INC,217204106,7985808,225119928,SOLE,
COSTAR GROUP INC,22160N109,11699396,331326895,SOLE,
FAIR ISAAC CORP,303250104,361826,432302468,SOLE,
GOOSEHEAD INS INC,38267D109,443385,21504172,SOLE,
KKR & CO L P DEL,48251w104,4981486,457200745,SOLE,
MASTERCARD INCORPORATED,57636Q104,1989906,1022015722,SOLE,
MOODYS CORP,615369105,1156893,523979978,SOLE,
OREILLY AUTOMOTIVE INC,67103H107,2161818,199081820,SOLE,
PERIMETER SOLUTIONS INC,71385M107,250000,8912500,SOLE,
ROPER TECHNOLOGIES INC,776696106,1176562,398136815,SOLE,
SALESFORCE INC,79466L302,717799,112450391,SOLE,
SERVICENOW INC,81762P102,1246099,123712709,SOLE,
SOPHIA GENETICS SA,H82027105,3719140,21459438,SOLE,
VISA INC,92826C839,1110881,381132162,SOLE,
SALESFORCE INC,79466L302,100000,15666000,SOLE,Call
