Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HLDG LTD,01609W102,47500,6281,SOLE,
ALPHABET INC,02079K305,16000,2474,SOLE,
AMERICAN EXPRESS CO,025816109,210000,56501,SOLE,
BANK AMERICA CORP,060505104,767845,32042,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,30,23953,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,140600,74881,SOLE,
DAILY JOURNAL CORP,233912104,11500,4574,SOLE,
FERRARI N V,N3167Y103,60000,23532,SOLE,
MASTERCARD INCORPORATED,57636Q104,65750,36039,SOLE,
MICRON TECHNOLOGY INC,595112103,200000,17378,SOLE,
MOODYS CORP,615369105,27000,12574,SOLE,
CORE NATURAL RESOURCES INC,218937100,8100,828,SOLE,
ALPHA METALLURGICAL RESOUR I,020764106,8000,1002,SOLE,
SERITAGE GROWTH PPTYS,81752R100,500000,1615,SOLE,
