Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K107,6324031,1121819859,SOLE,
ALPHABET INC,02079K305,5362980,945117965,SOLE,
AMAZON COM INC,023135106,5823316,1277577297,SOLE,
BROOKFIELD CORP,11271J107,41160397,2545770554,SOLE,
CHIPOTLE MEXICAN GRILL INC,169656105,21541177,1209537089,SOLE,
HERTZ GLOBAL HLDGS INC,42806J700,15241127,104096897,SOLE,
HILTON WORLDWIDE HLDGS INC,43300A203,3030578,807164145,SOLE,
HOWARD HUGHES HOLDINGS INC,44267T102,18852064,1272514320,SOLE,
RESTAURANT BRANDS INTL INC,76131D103,23000914,1524730589,SOLE,
SEAPORT ENTMT GROUP INC,812215200,5023780,93693497,SOLE,
UBER TECHNOLOGIES INC,90353T100,30301161,2827098321,SOLE,
