Company,CUSIP,Shares,Value,Discretion,PutCall
23ANDME HOLDING CO,90138Q108,3261,8,OTR,
23ANDME HOLDING CO,90138Q108,11180,28,SOLE,
23ANDME HOLDING CO,90138Q108,9150,23,OTR,
AST SPACEMOBILE INC,00217D100,31160,196,OTR,
AST SPACEMOBILE INC,00217D100,236250,1484,SOLE,
AST SPACEMOBILE INC,00217D100,160090,1005,OTR,
ATLAS AIR WORLDWIDE HLDGS IN,049164205,210650,12999,OTR,
ATLAS AIR WORLDWIDE HLDGS IN,049164205,568206,35064,SOLE,
ATLAS AIR WORLDWIDE HLDGS IN,049164205,44146,2724,OTR,
ATLAS AIR WORLDWIDE HLDGS IN,049164205,504896,31157,OTR,
BLACKSKY TECHNOLOGY INC,09263B116,16900,7,SOLE,
BLACKSKY TECHNOLOGY INC,09263B116,14200,6,OTR,
BLACKSKY TECHNOLOGY INC,09263B116,5100,2,OTR,
BRIGHTHOUSE FINL INC,10922N103,165152,6775,OTR,
BRIGHTHOUSE FINL INC,10922N103,1332727,54668,OTR,
BRIGHTHOUSE FINL INC,10922N103,1471185,60348,SOLE,
BRIGHTHOUSE FINL INC,10922N103,530936,21779,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,113980,4674,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,443375,18183,SOLE,
CAPRI HOLDINGS LIMITED,G1890L107,381745,15655,OTR,
CHANGE HEALTHCARE INC,15912K100,31760,732,OTR,
CHANGE HEALTHCARE INC,15912K100,184650,4258,OTR,
CHANGE HEALTHCARE INC,15912K100,675682,15581,SOLE,
CHANGE HEALTHCARE INC,15912K100,574783,13254,OTR,
CHEMOURS CO,163851108,299288,9583,SOLE,
CHEMOURS CO,163851108,285192,9132,OTR,
CHEMOURS CO,163851108,9009,288,OTR,
CHEMOURS CO,163851108,106511,3410,OTR,
CIVITAS RESOURCES INC,17888H103,112290,5872,OTR,
CIVITAS RESOURCES INC,17888H103,130480,6823,SOLE,
CIVITAS RESOURCES INC,17888H103,35448,1854,OTR,
CNX RES CORP,12653C108,8525,140,OTR,
CNX RES CORP,12653C108,730,12,OTR,
CNX RES CORP,12653C108,105074,1730,SOLE,
CNX RES CORP,12653C108,108386,1784,OTR,
CONCENTRIX CORP,20602D101,21127,2866,SOLE,
CONCENTRIX CORP,20602D101,5610,761,OTR,
CONCENTRIX CORP,20602D101,17996,2441,OTR,
CONSOL ENERGY INC NEW,20854L108,657847,32484,OTR,
CONSOL ENERGY INC NEW,20854L108,766068,37828,SOLE,
CONSOL ENERGY INC NEW,20854L108,213706,10553,OTR,
DANIMER SCIENTIFIC INC,236272100,371620,1695,SOLE,
DANIMER SCIENTIFIC INC,236272100,307320,1401,OTR,
DANIMER SCIENTIFIC INC,236272100,33900,155,OTR,
DANIMER SCIENTIFIC INC,236272100,108160,493,OTR,
FINSERV ACQUISITION CORP II,31809Y202,42740,420,OTR,
FINSERV ACQUISITION CORP II,31809Y202,122380,1202,OTR,
FINSERV ACQUISITION CORP II,31809Y202,149880,1472,SOLE,
GAIN THERAPEUTICS INC,36269B105,74000,266,OTR,
GAIN THERAPEUTICS INC,36269B105,260764,939,SOLE,
GAIN THERAPEUTICS INC,36269B105,211796,762,OTR,
GALAPAGOS NV,36315X101,19260,1075,OTR,
GALAPAGOS NV,36315X101,59355,3312,OTR,
GALAPAGOS NV,36315X101,67773,3782,SOLE,
