Company,CUSIP,Shares,Value,Discretion,PutCall
ACADIA HEALTHCARE COMPANY IN,00404A109,2255059,142993291,SOLE,
ACUITY BRANDS INC,00508Y102,420429,115781942,SOLE,
AFFIRM HLDGS INC,00827B106,2969456,121213194,SOLE,
ALIGNMENT HEALTHCARE INC,01625V104,5476828,64736107,SOLE,
API GROUP CORP,00187Y100,1670071,55145744,SOLE,
ATLASSIAN CORPORATION,049468101,262726,41723516,SOLE,
AURORA INNOVATION INC,051774107,11770680,69682426,SOLE,
AVANTOR INC,05352A100,7992098,206755575,SOLE,
BIRKENSTOCK HOLDING PLC,M2029K104,2950092,145410035,SOLE,
BOOKING HOLDINGS INC,09857L108,122407,515592973,SOLE,
BRIGHT HORIZONS FAM SOL IN D,109194100,4303241,603013161,SOLE,
CARVANA CO,146869102,2038986,355007852,SOLE,
CLEAR SECURE INC,18467V109,1326241,43951627,SOLE,
COLLIERS INTL GROUP INC,194693107,2541741,385861701,SOLE,
COPART INC,217204106,4228360,221566064,SOLE,
COUPANG INC,22266T109,25216154,619056581,SOLE,
DESCARTES SYS GROUP INC,249906108,3455887,355818126,SOLE,
DOXIMITY INC,26622P107,7823409,340865930,SOLE,
DUOLINGO INC,26603R106,3029775,854457146,SOLE,
ENTEGRIS INC,29362U104,1745006,196365525,SOLE,
FIRSTSERVICE CORP NEW,33767E202,3381236,616940321,SOLE,
FLOOR & DECOR HLDGS INC,339750101,724851,90004749,SOLE,
HUBSPOT INC,443573100,1020057,542262301,SOLE,
INTUIT,461202103,1409157,875086497,SOLE,
ISHARES TR,464287655,1181911,261072321,SOLE,
LIFESTANCE HEALTH GROUP INC,53228F101,10441068,73087476,SOLE,
MOLINA HEALTHCARE INC,60855R100,1049162,361499259,SOLE,
MONDAY COM LTD,M7S64H106,1089280,302569306,SOLE,
MSCI INC,55354G100,180610,105282987,SOLE,
OLD DOMINION FREIGHT LINE IN,679580100,1203120,238987757,SOLE,
ON HLDG AG,H5919C104,5618322,281758848,SOLE,
ONESTREAM INC,68278B107,500000,16950000,SOLE,
OPTION CARE HEALTH INC,68404L201,2396385,75006851,SOLE,
PRIVIA HEALTH GROUP INC,74276R102,11109588,202305597,SOLE,
PTC INC,69370C100,674241,121808379,SOLE,
RBC BEARINGS INC,75524B104,2583059,773316203,SOLE,
RH,74967X103,666936,223043406,SOLE,
ROPER TECHNOLOGIES INC,776696106,1127408,627334908,SOLE,
SHIFT4 PMTS INC,82452J109,6100963,540545322,SOLE,
SHOPIFY INC,82509L107,2114054,169420288,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,3263508,242184929,SOLE,
SWEETGREEN INC,87043Q108,4004906,141973918,SOLE,
TOAST INC,888787108,16263895,460430867,SOLE,
TORO CO,891092108,1348433,116949594,SOLE,
VEEVA SYS INC,922475108,1244664,261217634,SOLE,
VSE CORP,918284100,392144,32442073,SOLE,
WARBY PARKER INC,93403J106,8177028,133530867,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,1085919,325949447,SOLE,
