Company,CUSIP,Shares,Value,Discretion
BLEND LABS INC,09352U108,8911039,29406429,SOLE
BRAZE INC,10576N102,2519600,70800760,SOLE
COSTAR GROUP INC,22160N109,1356060,109027224,SOLE
INTUIT,461202103,138823,109341159,SOLE
MONDAY COM LTD,M7S64H106,281212,88435550,SOLE
NCINO INC,63947X101,2887766,80770815,SOLE
OKTA INC,679295105,954293,95400671,SOLE
PROCORE TECHNOLOGIES INC,74275K108,1561613,106845561,SOLE
SHIFT4 PMTS INC,82452J109,778722,77179137,SOLE
VERTEX INC,92538J106,712445,25174244,SOLE
