Company,CUSIP,Shares,Value,Discretion,PutCall
ALIGHT INC,01626W101,1630960,12036485,OTR,
ALIGHT INC,01626W101,8898960,65674325,SOLE,
ALIGHT INC,01626W101,544170,4015975,OTR,
BRIGHTHOUSE FINL INC,10922N103,165702,7181525,OTR,
BRIGHTHOUSE FINL INC,10922N103,2395903,103838436,SOLE,
BRIGHTHOUSE FINL INC,10922N103,411426,17831203,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,93500,3092980,OTR,
CAPRI HOLDINGS LIMITED,G1890L107,591270,19559212,SOLE,
CONSOL ENERGY INC NEW,20854L108,252343,25746556,OTR,
CONSOL ENERGY INC NEW,20854L108,1388407,141659166,SOLE,
COYA THERAPEUTICS INC,22407B108,1034925,6271646,SOLE,
COYA THERAPEUTICS INC,22407B108,239101,1448952,OTR,
DANIMER SCIENTIFIC INC,236272100,365196,220286,OTR,
DANIMER SCIENTIFIC INC,236272100,33900,20448,OTR,
DANIMER SCIENTIFIC INC,236272100,2335484,1408764,SOLE,
DHT HOLDINGS INC,Y2065G121,3400730,39346446,SOLE,
DHT HOLDINGS INC,Y2065G121,623610,7215168,OTR,
FIRST TR EXCHANGE-TRADED FD,33733E807,59900,1574172,SOLE,
FIRST TR EXCHANGE-TRADED FD,33733E807,10930,287240,OTR,
GAIN THERAPEUTICS INC,36269B105,492130,629926,SOLE,
GAIN THERAPEUTICS INC,36269B105,74000,94720,OTR,
GALAPAGOS NV,36315X101,31100,770658,OTR,
GALAPAGOS NV,36315X101,203728,5048380,SOLE,
GOPRO INC,38268T103,2458940,3491695,SOLE,
GOPRO INC,38268T103,364160,517107,OTR,
GRAPHIC PACKAGING HLDG CO,388689101,1194860,31317281,SOLE,
GRAPHIC PACKAGING HLDG CO,388689101,201270,5275287,OTR,
GREEN BRICK PARTNERS INC,392709101,1802690,103185976,OTR,
GREEN BRICK PARTNERS INC,392709101,8664693,495967027,SOLE,
HP INC,40434L105,619310,21688236,OTR,
HP INC,40434L105,2753720,96435274,SOLE,
IAC INC,44891N208,251720,11793082,SOLE,
IAC INC,44891N208,39740,1861819,OTR,
INVESCO ACTVELY MNGD ETC FD,46090F100,99250,1394463,SOLE,
INVESCO ACTVELY MNGD ETC FD,46090F100,18110,254446,OTR,
INVESCO EXCHANGE TRADED FD T,46137V100,154261,15845690,SOLE,
INVESCO EXCHANGE TRADED FD T,46137V100,28250,2901840,OTR,
KATAPULT HOLDINGS INC,485859110,226627,2606,SOLE,
KATAPULT HOLDINGS INC,485859110,35600,409,OTR,
KYNDRYL HLDGS INC,50155Q100,605974,15943176,OTR,
KYNDRYL HLDGS INC,50155Q100,3829845,100763222,SOLE,
LIBERTY GLOBAL LTD,G61188101,259520,4523434,OTR,
LIBERTY GLOBAL LTD,G61188101,1782060,31061306,SOLE,
LIVANOVA PLC,G5509L101,88081,4828600,OTR,
LIVANOVA PLC,G5509L101,556188,30490226,SOLE,
NUVATION BIO INC,67080N101,34995,102185,OTR,
NUVATION BIO INC,67080N119,100000,16000,OTR,
PELOTON INTERACTIVE INC,70614W100,929150,3140527,OTR,
PELOTON INTERACTIVE INC,70614W100,5859990,19806766,SOLE,
PENN ENTERTAINMENT INC,707569109,214940,4160164,OTR,
PENN ENTERTAINMENT INC,707569109,675730,13078754,OTR,
PENN ENTERTAINMENT INC,707569109,4204670,81381388,SOLE,
ROIVANT SCIENCES LTD,G76279101,649700,6867329,OTR,
ROIVANT SCIENCES LTD,G76279101,3819400,40371058,SOLE,
ROIVANT SCIENCES LTD,G76279101,341860,3613460,OTR,
SEADRILL 2021 LTD,G7997W102,87300,4495950,OTR,
SEADRILL 2021 LTD,G7997W102,482105,24828408,SOLE,
SOTERA HEALTH CO,83601L102,22489,266944,OTR,
SOTERA HEALTH CO,83601L102,277621,3295361,SOLE,
SPDR GOLD TR,78463V107,9150,1967342,OTR,
SPDR GOLD TR,78463V107,193181,41535847,SOLE,
SPDR SER TR,78464A631,19740,2763205,OTR,
SPDR SER TR,78464A631,107817,15092224,SOLE,
TALIS BIOMEDICAL CORP,87424L207,19436,168351,OTR,
TALIS BIOMEDICAL CORP,87424L207,129616,1122708,SOLE,
TECK RESOURCES LTD,878742204,934423,44758862,SOLE,
TECK RESOURCES LTD,878742204,152240,7292296,OTR,
TENET HEALTHCARE CORP,88033G407,513920,68366778,SOLE,
TENET HEALTHCARE CORP,88033G407,83757,11142194,OTR,
TEVA PHARMACEUTICAL INDS LTD,881624209,284480,4622800,SOLE,
TEVA PHARMACEUTICAL INDS LTD,881624209,40370,656013,OTR,
THE ODP CORP,88337F105,1921909,75473366,SOLE,
THE ODP CORP,88337F105,300561,11803030,OTR,
VANECK ETF TRUST,92189H607,9490,3000548,SOLE,
VANECK ETF TRUST,92189F106,12940,439054,OTR,
VANECK ETF TRUST,92189F106,98450,3340409,SOLE,
VANECK ETF TRUST,92189H607,1730,546991,OTR,
VIATRIS INC,92556V106,6383690,67858625,SOLE,
VIATRIS INC,92556V106,1016120,10801356,OTR,
WEATHERFORD INTL PLC,G48833118,25800,3159210,OTR,
WEATHERFORD INTL PLC,G48833118,151539,18555951,SOLE,
