Company,CUSIP,Shares,Value,Discretion,PutCall
ALIBABA GROUP HOLDING LTD,01609W102,1242469,140908409,SOLE,
ALLY FINANCIAL INC,02005N100,603036,23488241,SOLE,
ALPHABET INC,02079K107,721546,127994936,SOLE,
ANALOG DEVICES INC,032654105,355604,84640875,SOLE,
ANGLOGOLD ASHANTI PLC,G0378L100,788151,35519738,SOLE,
ANHEUSER-BUSCH INBEV SA/NV,03524A108,647477,44494611,SOLE,
APPLE INC,037833100,1003,205786,SOLE,
APTIV PLC,G3265R107,718696,49029392,SOLE,
ARCELORMITTAL SA,03938L203,776702,24528264,SOLE,
ASTRAZENECA PLC,046353108,953448,66626954,SOLE,
ATOUR LIFESTYLE HOLDINGS LTD,04965M106,672784,21872208,SOLE,
AXIS CAPITAL HOLDINGS LTD,G0692U109,634981,65923751,SOLE,
B2GOLD CORP,11777Q209,94491,340708,SOLE,
BARCLAYS PLC,06738E204,4664178,86707071,SOLE,
BARRICK MINING CORP,06849F108,17653416,366674733,SOLE,
BIOGEN INC,09062X103,493355,61960403,SOLE,
BOOKING HOLDINGS INC,09857L108,37,214202,SOLE,
BP PLC,055622104,1620639,48505730,SOLE,
BRITISH AMERICAN TOBACCO PLC,110448107,530599,25113266,SOLE,
BXP INC,101121101,272795,18405497,SOLE,
CANADIAN PACIFIC KANSAS CITY LTD,13646K108,14680499,1163875816,SOLE,
CARNIVAL CORP,143658300,29128074,819081404,SOLE,
CELESTICA INC,15101Q207,124587,19426259,SOLE,
CENTERRA GOLD INC,152006102,635501,4568901,SOLE,
CITIGROUP INC,172967424,1259978,107249302,SOLE,
CITIZENS FINANCIAL GROUP INC,174610105,1032974,46225565,SOLE,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,192446102,1181358,92181359,SOLE,
CREDICORP LTD,G2519Y108,192758,43085268,SOLE,
DEUTSCHE BANK AG,D18190898,19315143,570416881,SOLE,
DIAGEO PLC,25243Q205,430710,43432820,SOLE,
DR REDDY'S LABORATORIES LTD,256135203,159139,2391859,SOLE,
FINVOLUTION GROUP,31810T101,2351203,22289404,SOLE,
GENPACT LTD,G3922B107,1431171,62985812,SOLE,
GERDAU SA,373737105,2670178,7796920,SOLE,
GOLD FIELDS LTD,38059T106,1353653,32040967,SOLE,
GRAPHIC PACKAGING HOLDING CO,388689101,740479,15601888,SOLE,
GSK PLC,37733W204,1107076,42511705,SOLE,
HDFC BANK LTD,40415F101,187589,14382449,SOLE,
HELLO GROUP INC,423403104,2346224,19802131,SOLE,
ICICI BANK LTD,45104G104,444660,14958362,SOLE,
INFOSYS LTD,456788108,283927,5261167,SOLE,
ING GROEP NV,456837103,1540694,33694972,SOLE,
INGERSOLL RAND INC,45687V106,262774,21857552,SOLE,
INTERNATIONAL FLAVORS & FRAGRANCES INC,459506101,622703,45799756,SOLE,
IQIYI INC,46267X108,2896200,5126274,SOLE,
ISHARES MSCI ACWI ETF,464288257,8460,1088000,SOLE,
ISHARES MSCI EAFE ETF,464287465,7064,631417,SOLE,
ISHARES MSCI INDIA ETF,46429B598,217240,12095923,SOLE,
ISHARES MSCI INDIA SMALL-CAP ETF,46429B614,137008,10574277,SOLE,
ISHARES MSCI SAUDI ARABIA ETF,46434V423,310751,11976344,SOLE,
JBS NV,N4732M103,34350,501854,SOLE,
JD.COM INC,47215P106,1854381,60526996,SOLE,
JONES LANG LASALLE INC,48020Q107,137057,35056436,SOLE,
JOYY INC,46591M109,731870,37259502,SOLE,
KONINKLIJKE PHILIPS NV,500472303,1850995,44386869,SOLE,
