Company,CUSIP,Shares,Value,Discretion,PutCall
ADOBE INC,00724F101,200000,103556000,SOLE,
ADVANCED MICRO DEVICES INC,007903107,1135000,186230800,SOLE,
ALIBABA GROUP HLDG LTD,01609W102,10000000,1061200000,SOLE,
ALPHABET INC,02079K107,1881964,314645561,SOLE,
AMAZON COM INC,023135106,3200000,596256000,SOLE,
ANTERO RESOURCES CORP,03674X106,1745000,49994250,SOLE,
ASML HOLDING N V,N07059210,77500,64576875,SOLE,
BAIDU INC,056752108,1425000,150038250,SOLE,
CAESARS ENTERTAINMENT INC NE,12769G100,2150000,89741000,SOLE,
CHESAPEAKE ENERGY CORP,165167172,250000,17396250,SOLE,
CHESAPEAKE ENERGY CORP,165167180,150000,9864000,SOLE,
CHESAPEAKE ENERGY CORP,165167735,165000,13571250,SOLE,
ENERGY TRANSFER L P,29273V100,6828000,109589400,SOLE,
EQT CORP,26884L109,1795000,65768800,SOLE,
FEDEX CORP,31428X106,375000,102630000,SOLE,
INTEL CORP,458140100,2500000,58650000,SOLE,
ISHARES TR,464287184,5835000,185436300,SOLE,
JD.COM INC,47215P106,7300000,292000000,SOLE,
KE HLDGS INC,482497104,2175000,43304250,SOLE,
KRANESHARES TRUST,500767306,3765000,128085300,SOLE,
LAM RESEARCH CORP,512807108,100000,81608000,SOLE,
LAS VEGAS SANDS CORP,517834107,1528323,76935780,SOLE,
LYFT INC,55087P104,15750000,200812500,SOLE,
META PLATFORMS INC,30303M102,625000,357775000,SOLE,
MICRON TECHNOLOGY INC,595112103,1050000,108895500,SOLE,
MICROSOFT CORP,594918104,970000,417391000,SOLE,
MPLX LP,55336V100,578500,25720110,SOLE,
NRG ENERGY INC,629377508,999820,91083602,SOLE,
NVIDIA CORPORATION,67066G104,625000,75900000,SOLE,
ORACLE CORP,68389X105,1573394,268106338,SOLE,
PDD HOLDINGS INC,722304102,5301132,714645605,SOLE,
QUALCOMM INC,747525103,800000,136040000,SOLE,
SOUTHWESTRERN ENERGY CO,845467109,4180000,29719800,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,400000,69468000,SOLE,
UBER TECHNOLOGIES INC,90353T100,1410000,105975600,SOLE,
UNITEDHEALTH GROUP INC,91324P102,174500,102026660,SOLE,
VISTRA CORP,92840M102,1270388,150591794,SOLE,
WYNN RESORTS LTD,983134107,800000,76704000,SOLE,
