Company,CUSIP,Shares,Value,Discretion,PutCall
3M Co.,88579Y101,27840,4088582,SOLE,
Abbott Labs,002824100,1365785,181171380,SOLE,
AbbVie Inc.,00287Y109,22227,4657001,SOLE,
Accenture plc Class A,G1151C101,1835563,572769079,SOLE,
"Adobe Systems,  Inc.",00724F101,43992,16872252,SOLE,
Air Products & Chemicals,009158106,12640,3727789,SOLE,
Alphabet Inc Cap Stk Cl A,02079K305,2771379,428566049,SOLE,
Amphenol Corp,032095101,2517591,165128794,SOLE,
AON plc Registered Shs,G0403H108,8830,3523965,SOLE,
"Apple, Inc.",037833100,2826376,627822901,SOLE,
"Automatic Data Processing, Inc",053015103,1283564,392167309,SOLE,
Becton Dickinson & Co.,075887109,13322,3051537,SOLE,
Best Buy Co. Inc.,086516101,47375,3487274,SOLE,
Booz Allen Hamilton Holding Co,099502106,36880,3856910,SOLE,
Bristol Myers Squibb Co.,110122108,26375,1608611,SOLE,
Broadridge Financial Solutions,11133T103,1386609,336197218,SOLE,
"Cadence Design Systems, Inc.",127387108,547156,139158185,SOLE,
Campbell Soup Company,134429109,132568,5292115,SOLE,
Church & Dwight Co Inc,171340102,45580,5017902,SOLE,
Clorox Company,189054109,67185,9892991,SOLE,
Coca-Cola Company,191216100,124728,8933019,SOLE,
Cognizant Technology Solutions,192446102,125009,9563189,SOLE,
Colgate Palmolive Co,194162103,97759,9160018,SOLE,
Copart Inc.,217204106,3812090,215726173,SOLE,
Crown Holdings Inc.,228368106,75418,6731811,SOLE,
Donaldson Co. Inc.,257651109,66810,4480279,SOLE,
Ecolab Inc,278865100,68986,17489331,SOLE,
Emerson Elec Co,291011104,92600,10152664,SOLE,
Encompass Health Corp,29261A100,70830,7173662,SOLE,
Equifax Inc,294429105,1066437,259741396,SOLE,
F5 Networks Inc.,315616102,14990,3991387,SOLE,
FactSet Research Systems Inc.,303075105,10400,4728256,SOLE,
General Mills Inc.,370334104,122745,7338924,SOLE,
Genpact Limited,G3922B107,142735,7190989,SOLE,
Gentex Corporation,371901109,161540,3763882,SOLE,
Genuine Parts Company,372460105,26604,3169601,SOLE,
Hologic Inc.,436440101,51330,3170654,SOLE,
Home Depot Inc.,437076102,302128,110726891,SOLE,
Idexx Laboratories Inc.,45168D104,8190,3439391,SOLE,
Intuit Inc.,461202103,829379,509230412,SOLE,
Johnson & Johnson,478160104,614750,101950140,SOLE,
Kellanova,487836108,11432,943026,SOLE,
"Keysight Technologies, Inc.",49338L103,33800,5062226,SOLE,
KLA Corporation,482480100,456126,310074455,SOLE,
Kroger Company,501044101,84340,5708975,SOLE,
"Labcorp Holdings, Inc.",504922105,28520,6637745,SOLE,
Lennox International Inc.,526107107,2240,1256259,SOLE,
Levi Strauss & Co,52736R102,184800,2881032,SOLE,
Linde plc,G54950103,1445,672850,SOLE,
"Manhattan Associates, Inc.",562750109,13880,2401795,SOLE,
Marriott International Inc,571903202,2970,707454,SOLE,
Marsh & McLennan Company Inc,571748102,2629686,641722275,SOLE,
Mastercard Inc,57636Q104,688859,377577395,SOLE,
McDonald's Corp.,580135101,520282,162520488,SOLE,
Microchip Technology Inc,595017104,28200,1365162,SOLE,
Microsoft Corp,594918104,1777503,667256851,SOLE,
"MSCI, Inc.",55354G100,9240,5225220,SOLE,
Nike Inc,654106103,2300636,146044373,SOLE,
Omnicom Group Inc,681919106,76566,6348087,SOLE,
ON Semiconductor Corp,682189105,41450,1686601,SOLE,
Oracle Corp,68389X105,147089,20564513,SOLE,
Paychex Inc.,704326107,9830,1516572,SOLE,
PepsiCo Inc.,713448108,1071955,160728933,SOLE,
Procter & Gamble Co,742718109,1491809,254234090,SOLE,
Raytheon Technologies Corp,75513E101,17676,2341363,SOLE,
Ross Stores Inc,778296103,37810,4831740,SOLE,
Sherwin-Williams Co,824348106,581472,203044208,SOLE,
Starbucks Corp,855244109,5823,571178,SOLE,
Stryker Corp,863667101,1517463,564875602,SOLE,
T Rowe Price Group Inc,74144T108,31950,2935247,SOLE,
Techne Corp,09073M104,47450,2781994,SOLE,
Texas Instruments Inc,882508104,1174106,210986848,SOLE,
TJX Companies Inc,872540109,26359,3210526,SOLE,
Toro Company,891092108,39470,2871443,SOLE,
Tractor Supply Co,892356106,106390,5862089,SOLE,
United Parcel Svc Cl B,911312106,21870,2405481,SOLE,
"United Rentals, Inc.",911363109,2680,1679556,SOLE,
Unitedhealth Group Inc,91324P102,607378,318113966,SOLE,
Veeva Systems Inc. Class A,922475108,21851,5061347,SOLE,
Verisk Analytics Inc,92345Y106,329275,97998826,SOLE,
Waste Management,94106L109,1274581,295078247,SOLE,
Waters Corp,941848103,44332,16339445,SOLE,
"Zoetis, Inc.",98978V103,1821403,299894004,SOLE,
Taiwan Semiconductor Manuf ADR,874039100,20538,3409308,SOLE,
