Company,CUSIP,Shares,Value,Discretion,PutCall
MIRION TECHNOLOGIES INC,60471A101,24921,463281,SOLE,
MIRUM PHARMACEUTICALS INC,604749101,20531,1896654,SOLE,
MITEK SYS INC,606710200,26445,357008,SOLE,
MODINE MFG CO,607828100,29042,6293692,SOLE,
MSCI INC,55354G100,929509,501014820,SOLE,
MUELLER INDS INC,624756102,2769,306805,SOLE,
NATERA INC,632307104,1269,253787,SOLE,
NAUTILUS BIOTECHNOLOGY INC,63909J108,40345,156539,SOLE,
NETFLIX INC.,64110L106,83285,8007890,SOLE,
NEXGEN ENERGY LTD,65340P106,117610,1364276,SOLE,
NLIGHT INC,65487K100,89791,5119883,SOLE,
NU HLDGS LTD,G6683N103,1217238,17491709,SOLE,
NUSCALE PWR CORP,67079K100,21246,230307,SOLE,
NUVALENT INC,670703107,12744,1305623,SOLE,
NVIDIA CORPORATION,67066G104,4104247,715780775,SOLE,
ON HLDG AG,H5919C104,88051,2995481,SOLE,
ONCE UPON A FARM PBC,68237F108,40631,664317,SOLE,
OPENDOOR TECHNOLOGIES INC,683712103,17474,81778,SOLE,
OPENLANE INC,48238T109,33361,972473,SOLE,
OPPENHEIMER HLDGS INC,683797104,26954,2404027,SOLE,
ORACLE CORP,68389X105,5024257,739118451,SOLE,
ORION GROUP HLDGS INC,68628V308,49265,536989,SOLE,
OUTFRONT MEDIA INC,69007J304,51411,1362392,SOLE,
PAYCOM SOFTWARE INC,70432V102,30831,3747225,SOLE,
PHIBRO ANIMAL HEALTH CORP,71742Q106,6775,374725,SOLE,
PLANET LABS PBC,72703X106,213914,5978896,SOLE,
POWELL INDS INC,739128106,17485,9460784,SOLE,
PRAXIS PRECISION MEDICINES I,74006W207,10043,3235754,SOLE,
PREFORMED LINE PRODS CO,740444104,7341,1987576,SOLE,
PROTAGONIST THERAPEUTICS INC,74366E102,24337,2565120,SOLE,
PROTO LABS INC,743713109,37594,2143610,SOLE,
QXO INC,82846H405,10692,207639,SOLE,
RAMACO RES INC,75134P600,119574,1848614,SOLE,
RESOLUTE HLDGS MGMT INC,76134H101,13669,2218479,SOLE,
ROCKET LAB CORP,773121108,23555,1512702,SOLE,
ROLLINS INC,775711104,2177678,116309779,SOLE,
SALESFORCE INC,79466L302,1215,226859,SOLE,
SANDISK CORP,80004C200,453,287809,SOLE,
SAP SE,803054204,66674,11415227,SOLE,
SCHOLAR ROCK HLDG CORP,80706P103,51951,2553911,SOLE,
SEA LTD,81141R100,32874,2722322,SOLE,
SEMTECH CORP,816850101,6553,503860,SOLE,
SERVICENOW INC,81762P102,7269453,760021232,SOLE,
SES AI CORPORATION,78397Q109,320271,308101,SOLE,
SHAKE SHACK INC,819047101,18840,1666775,SOLE,
SHARKNINJA INC,G8068L108,2491,263797,SOLE,
SHOPIFY INC,82509L107,6306740,748105429,SOLE,
SIONNA THERAPEUTICS INC,829401108,26775,1073410,SOLE,
SITIME CORP,82982T106,7101,2452330,SOLE,
SKYWATER TECHNOLOGY INC,83089J108,12715,348518,SOLE,
SOFI TECHNOLOGIES INC,83406F102,103345,1641119,SOLE,
SOLARIS ENERGY INFRAS INC,83418M103,83675,4728474,SOLE,
SPDR SERIES TRUST,78468R663,2286,209489,SOLE,
SPHERE ENTERTAINMENT CO,55826T102,48293,5669598,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,107429,52093417,SOLE,
STARBUCKS CORP,855244109,5055488,452921141,SOLE,
STATE STR SPDR S&P 500 ETF T,78462F103,3757,2443256,SOLE,
STERLING INFRASTRUCTURE INC,859241101,2553,1039760,SOLE,
STRIDE INC,86333M108,10571,932045,SOLE,
SYNOPSYS INC,871607107,671233,266130284,SOLE,
TAIWAN SEMICONDUCTOR MANUFAC,874039100,174686,59035081,SOLE,
TALEN ENERGY CORP,87422Q109,682,217715,SOLE,
TAYSHA GENE THERAPIES INC,877619106,319748,1429274,SOLE,
TECHNIPFMC PLC,G87110105,34293,2370675,SOLE,
TENCENT MUSIC ENTMT GROUP,88034P109,410278,3807380,SOLE,
TERAWULF INC,88080T104,106375,1534991,SOLE,
TESLA INC,88160R101,7368,2739054,SOLE,
THE REALREAL INC,88339P101,221865,2014534,SOLE,
THERMON GROUP HLDGS INC,88362T103,9466,477086,SOLE,
TRANSMEDICS GROUP INC,89377M109,7422,737821,SOLE,
TWILIO INC,90138F102,2708,340721,SOLE,
TWIST BIOSCIENCE CORP,90184D100,24037,1142238,SOLE,
UBER TECHNOLOGIES INC,90353T100,2917928,209886531,SOLE,
VANGUARD INDEX FDS,922908736,16030,7001827,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,6600,912950,SOLE,
VEECO INSTRS INC DEL,922417100,12028,407268,SOLE,
VELO3D INC,92259N302,61433,576856,SOLE,
VICOR CORP,925815102,13899,2237739,SOLE,
VICTORY CAP HLDGS INC DEL,92645B103,39868,2610557,SOLE,
VISA INC,92826C839,2445760,739206345,SOLE,
VISHAY PRECISION GROUP INC,92835K103,24263,1053499,SOLE,
VISTA ENERGY S.A.B. DE C.V.,92837L109,3214,242561,SOLE,
VSE CORP,918284100,42040,7752176,SOLE,
WAYFAIR INC,94419L101,35216,2648595,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,19376,5632577,SOLE,
WINMARK CORP,974250102,2283,976097,SOLE,
WISDOMTREE INC,97717P104,109005,1587113,SOLE,
XOMETRY INC,98423F109,24564,1003194,SOLE,
ZOETIS INC,98978V103,4223076,499209768,SOLE,
