Company,CUSIP,Shares,Value,Discretion,PutCall
AAR CORP,000361105,16208,1774128,SOLE,
ABBOTT LABORATORIES,002824100,15081,1548326,SOLE,
ACCENTURE PLC IRELAND,G1151C101,1354748,268632941,SOLE,
ADAPTIVE BIOTECHNOLOGIES COR,00650F109,116051,1610788,SOLE,
ADOBE INC,00724F101,11868,2884835,SOLE,
ADTRAN HOLDINGS INC,00486H105,75688,952155,SOLE,
AEHR TEST SYS,00760J108,79396,2944004,SOLE,
AFFIRM HLDGS INC,00827B106,4763,218241,SOLE,
AIRBNB INC,009066101,2273747,287128813,SOLE,
ALCOA CORP,013872106,4975,329992,SOLE,
ALPHABET INC,02079K305,28195,8107744,SOLE,
ALPHABET INC,02079K107,2946637,845272352,SOLE,
ALTO NEUROSCIENCE INC,02157Q109,16613,373460,SOLE,
AMAZON COM INC,023135106,3896739,811573863,SOLE,
AMERICAN PUB ED INC,02913V103,14122,803259,SOLE,
AMPRIUS TECHNOLOGIES INC,03214Q108,422145,7117365,SOLE,
ANI PHARMACEUTICALS INC,00182C103,6409,492852,SOLE,
ANNEXON INC,03589W102,70152,388642,SOLE,
AON PLC,G0403H108,1354053,437061344,SOLE,
APPLE INC,037833100,4052,1028389,SOLE,
APPLIED OPTOELECTRONICS INC,03823U102,14913,1261491,SOLE,
ARGAN INC,04010E109,17981,9793352,SOLE,
ARLO TECHNOLOGIES INC,04206A101,58674,834931,SOLE,
ASCENDIS PHARMA A/S,04351P101,1812,414459,SOLE,
ASML HLDG NV,N07059210,16072,21228760,SOLE,
ASP ISOTOPES INC,00218A105,122970,543527,SOLE,
ASTEC INDS INC,046224101,41172,2216700,SOLE,
ASTRAZENECA PLC,G0593M107,26046,5118898,SOLE,
ASTRONICS CORP,046433108,42410,2830019,SOLE,
AXOS FINANCIAL INC,05465C100,16849,1433681,SOLE,
AXSOME THERAPEUTICS INC.,05464T104,2116,357646,SOLE,
AXT INC,00246W103,49368,2812989,SOLE,
AZZ INC,002474104,14438,1806627,SOLE,
BABCOCK & WILCOX ENTERPRISES,05614L209,271492,3988217,SOLE,
BEL FUSE INC,077347300,43339,8580255,SOLE,
BETTER HOME & FINANCE HOLDIN,08774B508,15959,568460,SOLE,
BLACKSKY TECHNOLOGY INC,09263B207,30642,770953,SOLE,
BLOOM ENERGY CORP,093712107,67231,9109128,SOLE,
BOSTON SCIENTIFIC CORP,101137107,579739,36378606,SOLE,
BRIDGEBIO PHARMA INC,10806X102,45934,3411059,SOLE,
BRISTOW GROUP INC,11040G103,7483,350878,SOLE,
BROADCOM INC,11135F101,2697567,834924015,SOLE,
BROOKDALE SR LIVING INC,112463104,420374,5750716,SOLE,
BUTTERFLY NETWORK INC,124155102,406260,1641290,SOLE,
BWX TECHNOLOGIES INC,05605H100,38123,7795772,SOLE,
CALLAWAY GOLF CO,131193104,70431,977582,SOLE,
CAMECO CORP,13321L108,20210,2195008,SOLE,
CANTOR EQUITY PARTNERS II IN,G1827P106,82865,902400,SOLE,
CARPENTER TECHNOLOGY CORP,144285103,12431,4899679,SOLE,
CARVANA CO,146869102,7348,2310064,SOLE,
CECO ENVIRONMENTAL CORP,125141101,143231,8533703,SOLE,
CELCUITY INC,15102K100,17181,1961039,SOLE,
CENTRAL PAC FINL CORP,154760409,32323,1033043,SOLE,
CENTRAL PUERTO S A,155038201,22120,372280,SOLE,
CHEESECAKE FACTORY INC,163072101,24822,1359005,SOLE,
CIRCLE INTERNET GROUP INC,172573107,13098,1249680,SOLE,
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,174708,414058,SOLE,
CLEAR SECURE INC,18467V109,145900,7063019,SOLE,
CONSTRUCTION PARTNERS INC,21044C107,26329,2925678,SOLE,
CORPORACION AMER ARPTS S A,L1995B107,106069,2682485,SOLE,
COSTAR GROUP INC,22160N109,12570368,507088654,SOLE,
CURTISS WRIGHT CORP,231561101,1192,811895,SOLE,
DAVE INC,23834J201,3869,673554,SOLE,
DELUXE CORP MEDIUM TERM NTS,248019101,14157,389884,SOLE,
DENALI THERAPEUTICS INC,24823R105,65301,1253779,SOLE,
DIANTHUS THERAPEUTICS INC,252828108,4119,345666,SOLE,
DIGITALOCEAN HLDGS INC,25402D102,96206,8252551,SOLE,
DLOCAL LTD,G29018101,458909,5952050,SOLE,
EL POLLO LOCO HLDGS INC,268603107,13132,182010,SOLE,
ELI LILLY & CO,532457108,914557,841181778,SOLE,
EMBRAER S.A.,29082A107,9138,542249,SOLE,
ERO COPPER CORP,296006109,70159,1871141,SOLE,
ESQUIRE FINL HLDGS INC,29667J101,11713,1259148,SOLE,
ESTABLISHMENT LABS HLDGS INC,G31249108,24324,1381117,SOLE,
ETON PHARMACEUTICALS INC,29772L108,30138,743806,SOLE,
FABRINET,G3323L100,1930,1006534,SOLE,
FASTLY INC,31188V100,238518,6931333,SOLE,
FIGS INC,30260D103,121437,1793624,SOLE,
FIGURE TECHNOLOGY SOLUTIO,349381103,105634,3586274,SOLE,
FIREFLY AEROSPACE INC,31816X106,25499,725957,SOLE,
FIRST SOLAR INC,336433107,1275,251507,SOLE,
FLOTEK INDUSTRIES INC,343389409,27642,469085,SOLE,
FLUOR CORP,343412102,21011,980163,SOLE,
FTAI AVIATION LTD,G3730V105,1762,431690,SOLE,
GARTNER INC,366651107,1549,245280,SOLE,
GENEDX HOLDINGS CORP,81663L200,77419,4971848,SOLE,
GLOBAL X FDS,37954Y889,18868,1474534,SOLE,
GPGI INC,20459V105,33406,571243,SOLE,
GRAHAM CORP,384556106,17813,1405802,SOLE,
GREEN BRICK PARTNERS INC,392709101,13184,849709,SOLE,
GRUPO FINANCIERO GALICIA S.A,399909100,4388,204963,SOLE,
GUARDANT HEALTH INC,40131M109,34725,3207548,SOLE,
HCI GROUP INC,40416E103,6106,944049,SOLE,
HDFC BANK LTD,40415F101,23926,595289,SOLE,
HYPERLIQUID STRATEGIES INC,44916Y106,62008,315621,SOLE,
ICICI BANK LIMITED,45104G104,118059,3057724,SOLE,
IDEXX LABS INC,45168D104,695811,390969243,SOLE,
IES HOLDINGS INC,44951W106,11953,5695246,SOLE,
INTUIT,461202103,19853,8583861,SOLE,
INTUITIVE SURGICAL INC,46120E602,606826,279740605,SOLE,
IONQ INC,46222L108,42109,1214002,SOLE,
IRADIMED CORP,46266A109,20744,1996817,SOLE,
IRSA INVERSIONES Y REP S A,450047303,94136,1525945,SOLE,
ISHARES INC,46434G772,72894,5169642,SOLE,
ISHARES TR,46436E718,11267,1134136,SOLE,
ISHARES TR,464288257,306415,42398594,SOLE,
ISHARES TR,464288240,25676,1758012,SOLE,
ISHARES TR,46429B671,96813,5438954,SOLE,
ISHARES TR,464287614,406863,173486508,SOLE,
IVANHOE ELECTRIC INC,46578C108,97186,1148739,SOLE,
JFROG LTD,M6191J100,20240,949863,SOLE,
JOBY AVIATION INC,G65163100,294754,2434668,SOLE,
KARMAN HLDGS INC,485924104,44066,3527483,SOLE,
KODIAK SCIENCES INC,50015M109,41354,1576414,SOLE,
KONTOOR BRANDS INC,50050N103,13192,927266,SOLE,
KRATOS DEFENSE & SEC SOLUTIO,50077B207,29265,2063475,SOLE,
LAM RESEARCH CORP,512807306,1054495,225303412,SOLE,
LEMONADE INC,52567D107,8219,515167,SOLE,
LIFE TIME GROUP HOLDINGS INC,53190C102,40481,1090558,SOLE,
LIGHTPATH TECHNOLOGIES INC,532257805,79055,792922,SOLE,
LINDBLAD EXPEDITIONS HLDGS I,535219109,102127,1766797,SOLE,
LITTELFUSE INC,537008104,4959,1682837,SOLE,
MACOM TECH SOLUTIONS HLDGS I,55405Y100,1063,236060,SOLE,
MAMAS CREATIONS INC,56146T103,65408,1003359,SOLE,
MANITOWOC CO INC,563571405,39879,464590,SOLE,
MASTERCARD INCORPORATED,57636Q104,1541388,770169816,SOLE,
MEDTRONIC PLC,G5960L103,60661,5256201,SOLE,
MERCADOLIBRE INC,58733R102,34452,59567722,SOLE,
META PLATFORMS INC,30303M102,476663,272713407,SOLE,
MICROSOFT CORP,594918104,2845888,1053462402,SOLE,
MILLERKNOLL INC,600544100,26305,380370,SOLE,
MILLICOM INTL CELLULAR S A,L6388F110,36096,2705034,SOLE,
