Company,CUSIP,Shares,Value,Discretion,PutCall
AAON INC,000360206,34884,3043276,SOLE,
ABBOTT LABS,002824100,15305822,1590427945,SOLE,
ACCENTURE PLC IRELAND,G1151C101,4333582,1314852194,SOLE,
ADOBE INC,00724F101,2665186,1480617560,SOLE,
AIRBNB INC,009066101,10173464,1542602417,SOLE,
ALARM COM HLDGS INC,011642105,128165,8143630,SOLE,
ALIGHT INC,01626W101,1008705,7444241,SOLE,
ALIGN TECHNOLOGY INC,016255101,20006,4829955,SOLE,
ALPHABET INC,02079K305,2094374,381490198,SOLE,
ALPHABET INC,02079K107,16682933,3059983528,SOLE,
AMAZON COM INC,023135106,29623890,5724816686,SOLE,
AMN HEALTHCARE SVCS INC,001744101,61781,3165020,SOLE,
AON PLC,G0403H108,822041,241334908,SOLE,
APPFOLIO INC,03783C100,17855,4366891,SOLE,
APPLIED INDL TECHNOLOGIES IN,03820C105,7595,1473488,SOLE,
ASML HOLDING N V,N07059210,51068,52229257,SOLE,
ASPEN TECHNOLOGY INC,29109X106,9853,1957101,SOLE,
AUTODESK INC,052769106,42117,10421956,SOLE,
AUTOMATIC DATA PROCESSING IN,053015103,491947,117422754,SOLE,
BIO-TECHNE CORP,09073M104,35457,2540494,SOLE,
BLACKLINE INC,09239B109,104007,5039116,SOLE,
BOWMAN CONSULTING GROUP LTD,103002101,46145,1466963,SOLE,
CCC INTELLIGENT SOLUTIONS HL,12510Q100,854191,9490057,SOLE,
CHARLES RIV LABS INTL INC,159864107,5715,1180605,SOLE,
CLEARWATER ANALYTICS HLDGS I,185123106,571837,10590430,SOLE,
CONSTRUCTION PARTNERS INC,21044C107,25574,1411938,SOLE,
COPA HOLDINGS SA,P31076105,11168,1062970,SOLE,
CORE & MAIN INC,21874C102,158999,7781391,SOLE,
DLOCAL LTD,G29018101,953716,7715562,SOLE,
DOXIMITY INC,26622P107,105500,2950822,SOLE,
DYNATRACE INC,268150109,51083,2285453,SOLE,
ELI LILLY & CO,532457108,547065,495301599,SOLE,
ENDAVA PLC,29260V105,18930,553515,SOLE,
EPAM SYS INC,29414B104,25775,4848535,SOLE,
ETSY INC,29786A106,32925,1941917,SOLE,
EURONET WORLDWIDE INC,298736109,64711,6697582,SOLE,
EXLSERVICE HOLDINGS INC,302081104,327095,10257700,SOLE,
FIRSTSERVICE CORP NEW,33767E202,29787,4538645,SOLE,
FIVE BELOW INC,33829M101,20784,2264832,SOLE,
FLOOR & DECOR HLDGS INC,339750101,7635,758995,SOLE,
FOX FACTORY HLDG CORP,35138V102,80541,3881285,SOLE,
FREEPORT-MCMORAN INC,35671D857,10419,506363,SOLE,
GARTNER INC,366651107,1650791,741304197,SOLE,
GENERAC HLDGS INC,368736104,70988,9385979,SOLE,
GLOBAL X FDS,37954Y889,55803,3649516,SOLE,
GLOBANT S A,L44385109,477338,85090262,SOLE,
GOOSEHEAD INS INC,38267D109,129053,7412778,SOLE,
HAMILTON LANE INC,407497106,78225,9667064,SOLE,
HDFC BANK LTD,40415F101,853428,54901016,SOLE,
HOULIHAN LOKEY INC,441593100,82376,11109213,SOLE,
ICON PLC,G4705A100,1085062,340134263,SOLE,
INSTALLED BLDG PRODS INC,45780R101,13093,2693047,SOLE,
ISHARES TR,464288257,175686,19747153,SOLE,
