Company,CUSIP,Shares,Value,Discretion,PutCall
ABRDN SILVER ETF TRUST,003264108,4245,303984,SOLE,
ALASKA AIR GROUP INC,011659109,1695062,62344380,SOLE,
ALPHABET INC,02079K305,700,201292,SOLE,
ALPHABET INC,02079K107,2432,697644,SOLE,
AMERICAN EXPRESS CO,025816109,3436,1039321,SOLE,
APPLE INC,037833100,4140,1050691,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670108,116,83304240,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,253025,121249580,SOLE,
BUILDERS FIRSTSOURCE INC,12008R107,228210,18788529,SOLE,
CHEVRON CORPORATION,166764100,6063,1254435,SOLE,
COCA COLA CO,191216100,15328,1165694,SOLE,
COSTCO WHOLESALE CORPORATION,22160K105,3367,3354980,SOLE,
CUMMINS INC,231021106,39530,21267931,SOLE,
DECKERS OUTDOOR CORP,243537107,661029,66162393,SOLE,
DISNEY WALT CO,254687106,152583,14705946,SOLE,
DOLLAR GEN CORP,256677105,648227,76964012,SOLE,
DOLLAR TREE INC,256746108,513485,56231742,SOLE,
EQUINOR ASA,29446M102,175954,7425259,SOLE,
EXXON MOBIL CORP,30231G102,57517,9758334,SOLE,
FIVE BELOW INC,33829M101,192666,44020328,SOLE,
FLEXTRONICS INTL LTD,Y2573F102,4485,293588,SOLE,
GE AEROSPACE,369604301,9352,2653817,SOLE,
GE HEALTHCARE TECHNOLOGIES I,36266G107,4581,326076,SOLE,
GE VERNOVA INC,36828A101,1994,1740563,SOLE,
HF SINCLAIR CORP,403949100,360678,22502671,SOLE,
ISHARES TR,46436E718,9916,998145,SOLE,
KINROSS GOLD CORP,496902404,1508941,46052879,SOLE,
MASTERCARD INCORPORATED,57636Q104,658,328852,SOLE,
MERCK & CO INC,58933Y105,44633,5368904,SOLE,
NETFLIX INC.,64110L106,2980,286527,SOLE,
NEWMONT CORP,651639106,479138,51866638,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,12996,2558393,SOLE,
OLIN CORP,680665205,2029319,60331666,SOLE,
PARAMOUNT SKYDANCE CORP,69932A204,652707,5887416,SOLE,
PHILIP MORRIS INTL INC,718172109,1762,291329,SOLE,
PHILLIPS 66,718546104,1472,268169,SOLE,
SEACOR MARINE HLDGS INC,78413P101,208175,1490533,SOLE,
SHELL PLC,780259305,4968,462024,SOLE,
SPROTT ASSET MANAGEMENT LP,85207H104,23869,845917,SOLE,
STARBUCKS CORP,855244109,251300,22513950,SOLE,
SYNCHRONY FINANCIAL,87165B103,4437,301805,SOLE,
TRAVELERS COMPANIES INC,89417E109,19100,5571088,SOLE,
VALERO ENERGY CORP,91913Y100,44056,10885389,SOLE,
WORLD GOLD TR,98149E303,23979,2222614,SOLE,
