Company,CUSIP,Shares,Value,Discretion,PutCall
ANHEUSER BUSCH INBEV SA/NV,03524A108,1703000,117030160,SOLE,
BERKSHIRE HATHAWAY INC DEL,084670702,24123684,11718561977,SOLE,
CANADIAN NATL RY CO,136375102,54826786,5704178815,SOLE,
CATERPILLAR INC,149123101,7353614,2854746491,SOLE,
COCA-COLA FEMSA SAB DE CV,191241108,6214719,601149769,SOLE,
COUPANG INC,22266T109,9248045,277071428,SOLE,
CROWN CASTLE INC,22822V101,1420072,145883997,SOLE,
DANAHER CORPORATION,235851102,373000,73682420,SOLE,
DEERE & CO,244199105,3557378,1808891139,SOLE,
ECOLAB INC,278865100,5218044,1405949775,SOLE,
FEDEX CORP,31428X106,2534362,576085826,SOLE,
HORMEL FOODS CORP,440452100,2195290,66407523,SOLE,
KRAFT HEINZ CO,500754106,2622600,67715532,SOLE,
MADISON SQUARE GRDN SPRT COR,55825T103,592406,123783234,SOLE,
MCDONALDS CORP,580135101,334900,97847733,SOLE,
MICROSOFT CORP,594918104,26191207,13027768274,SOLE,
ON HLDG AG,H5919C104,500000,26025000,SOLE,
PACCAR INC,693718108,1000000,95060000,SOLE,
SCHRODINGER INC,80810D103,6981664,140471080,SOLE,
UNITED PARCEL SERVICE INC,911312106,755089,76218684,SOLE,
VERALTO CORP,92338C103,124333,12551416,SOLE,
WALMART INC,931142103,9090477,888866841,SOLE,
WASTE CONNECTIONS INC,94106B101,2149175,401293956,SOLE,
WASTE MGMT INC DEL,94106L109,32234344,7375862594,SOLE,
WEST PHARMACEUTICAL SVSC INC,955306105,444500,97256600,SOLE,
