Company,CUSIP,Shares,Value,Discretion,PutCall
ALLEGIANT TRAVEL CO,01748X102,34186,1765707,SOLE,
ALPHABET INC,02079K107,1599254,249851452,SOLE,
ALPHABET INC,02079K305,2555321,395154839,SOLE,
AMAZON COM INC,023135106,1446007,275117292,SOLE,
ANALOG DEVICES INC,032654105,2105456,424607312,SOLE,
BIO RAD LABS INC,090572207,372555,90739496,SOLE,
BROADCOM INC,11135F101,195035,32654710,SOLE,
CARMAX INC,143130102,2415974,188252694,SOLE,
CHARTER COMMUNICATIONS INC N,16119P108,619009,228123387,SOLE,
CITIGROUP INC,172967424,5778727,410231830,SOLE,
COMCAST CORP NEW,20030N101,10956640,404300016,SOLE,
DELL TECHNOLOGIES INC,24703L202,418505,38146731,SOLE,
DOUGLAS EMMETT INC,25960P109,5335163,85362608,SOLE,
EASTERN BANKSHARES INC,27627N105,85883,1408481,SOLE,
ECHOSTAR CORP,278768106,1050542,26872864,SOLE,
META PLATFORMS INC,30303M102,782479,450989596,SOLE,
FERGUSON ENTERPRISES INC,31488V107,1251631,200548835,SOLE,
FORTUNE BRANDS INNOVATIONS I,34964C106,792517,48248435,SOLE,
GULFPORT ENERGY CORP,402635502,296979,54685713,SOLE,
HOWMET AEROSPACE INC,443201108,607906,78863645,SOLE,
INTERNATIONAL FLAVORS&FRAGRA,459506101,4062075,315257641,SOLE,
ISHARES TR,46436E718,41816,4209617,SOLE,
JEFFERIES FINL GROUP INC,47233W109,2580823,138254688,SOLE,
KINDER MORGAN INC DEL,49456B101,4471851,127581909,SOLE,
LPL FINL HLDGS INC,50212V100,457941,149810819,SOLE,
LAUREATE EDUCATION INC,518613203,426781,8727671,SOLE,
MARRIOTT INTL INC NEW,571903202,445066,106014721,SOLE,
NCR VOYIX CORPORATION,62886E108,3702391,36098312,SOLE,
NOV INC,62955J103,3492196,53151223,SOLE,
NCR ATLEOS CORPORATION,63001N106,2288255,60364167,SOLE,
NETFLIX INC,64110L106,2340,2182120,SOLE,
PG&E CORP,69331C108,1089398,18715858,SOLE,
PAR PAC HOLDINGS INC,69888T207,71812,1024039,SOLE,
PIONEER BANCORP INC MD,723561106,166974,1955266,SOLE,
PONCE FINANCIAL GROUP INC,732344106,181562,2300391,SOLE,
QUANEX BLDG PRODS CORP,747619104,133678,2485074,SOLE,
RESERVOIR MEDIA INC,76119X105,6573,50152,SOLE,
RUSH ENTERPRISES INC,781846209,172637,9220542,SOLE,
SOTERA HEALTH CO,83601L102,45480,530297,SOLE,
STAGWELL INC,85256A109,1191918,7211104,SOLE,
TIDEWATER INC NEW,88642R109,94961,4014001,SOLE,
UBER TECHNOLOGIES INC,90353T100,1201244,87522638,SOLE,
UPWORK INC,91688F104,104881,1368697,SOLE,
VAIL RESORTS INC,91879Q109,805584,128909552,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,16249,1884072,SOLE,
VORNADO RLTY TR,929042109,1676858,62026977,SOLE,
WABTEC,929740108,429960,77973246,SOLE,
WAYFAIR INC,94419LAF8,4942000,4620770,SOLE,
WAYFAIR INC,94419LAM3,52781000,51329246,SOLE,
WELLS FARGO CO NEW,949746101,2628517,188701235,SOLE,
WILEY JOHN & SONS INC,968223206,39140,1744078,SOLE,
AON PLC,G0403H108,680012,271385989,SOLE,
ENSTAR GROUP LIMITED,G3075P101,6901,2293754,SOLE,
ICON PLC,G4705A100,546947,95710256,SOLE,
TE CONNECTIVITY PLC,G87052109,2683212,379191520,SOLE,
ORION S.A.,L72967109,335608,4339411,SOLE,
NXP SEMICONDUCTORS N V,N6596X109,756686,143815741,SOLE,
