Company,CUSIP,Shares,Value,Discretion,PutCall
ALPHABET INC,02079K305,2067195,312001741,SOLE,
ASBURY AUTOMOTIVE GROUP INC,043436104,2108540,497151561,SOLE,
CAMPING WORLD HLDGS INC,13462K109,5108808,142280303,SOLE,
CANTALOUPE INC,138103106,7180000,46167400,SOLE,
COUPANG INC,22266T109,13017964,231589580,SOLE,
ENERGY TRANSFER L P,29273V100,17834322,280533885,SOLE,
LITHIA MTRS INC,536797103,2391188,719412822,SOLE,
META PLATFORMS INC,30303M102,620547,301325212,SOLE,
NUVATION BIO INC,67080N101,3811513,13873907,SOLE,
TEMPUR SEALY INTL INC,88023U101,3600000,204552000,SOLE,
U HAUL HOLDING COMPANY,023586100,277011,18709323,SOLE,
U HAUL HOLDING COMPANY,023586506,3545220,236395270,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,720779,198214225,SOLE,
